grid_id,distance,PGA (g)_pred,lat,lon,PGA (g)_ref,PGA_diff
1079316864,110.627915928,0.0624287985416,37.3374999996,137.245833332,0.1047,-0.0422712014584
1079316865,110.447703562,0.0459738768742,37.345833333,137.245833332,0.1047,-0.0587261231258
1079382398,110.275483,0.0511349361262,37.320833333,137.254166665,0.1056,-0.0544650638738
1079382399,110.079094564,0.047082015561,37.3291666663,137.254166665,0.1056,-0.058517984439
1079382400,109.890168963,0.0467519223594,37.3374999996,137.254166665,0.1021,-0.0553480776406
1079382401,109.708744749,0.0471640201015,37.345833333,137.254166665,0.1021,-0.0549359798985
1079447934,109.540535907,0.0344221628722,37.320833333,137.262499999,0.1056,-0.0711778371278
1079447935,109.342827455,0.0492787761369,37.3291666663,137.262499999,0.1056,-0.0563212238631
1079447936,109.152627501,0.0492295343904,37.3374999996,137.262499999,0.1021,-0.0528704656096
1079447937,108.969975361,0.0540299196614,37.345833333,137.262499999,0.1021,-0.0480700803386
1083576666,82.5103120184,0.0523716658088,37.020833333,137.787499999,0.1013,-0.0489283341912
1083642202,81.9691501624,0.0696505106056,37.020833333,137.795833332,0.1013,-0.0316494893944
1083838810,80.3661172481,0.0844078769783,37.020833333,137.820833332,0.106333333333,-0.0219254563547
1083838811,79.7095737809,0.102252057225,37.0291666663,137.820833332,0.106333333333,-0.004081276108
1083838812,79.0584389463,0.0930090002671,37.0374999996,137.820833332,0.1018,-0.0087909997329
1083904346,79.8388187134,0.0600277743034,37.020833333,137.829166665,0.106333333333,-0.0463055590296
1083904347,79.1779030055,0.076113685773,37.0291666663,137.829166665,0.106333333333,-0.03021964756
1083904348,78.5223594949,0.105577371053,37.0374999996,137.829166665,0.1018,0.003777371053
1083969882,79.3151605008,0.0605908979676,37.020833333,137.837499999,0.11235,-0.0517591020324
1083969883,78.6498444758,0.088030808259,37.0291666663,137.837499999,0.11235,-0.024319191741
1083969884,77.9898624975,0.106593670959,37.0374999996,137.837499999,0.109825,-0.003231329041
1084035418,78.7952153259,0.085484032364,37.020833333,137.845833332,0.11235,-0.026865967636
1084035419,78.1254715765,0.0896194501575,37.0291666663,137.845833332,0.11235,-0.0227305498425
1084035420,77.4610219747,0.0921379674045,37.0374999996,137.845833332,0.109825,-0.0176870325955
1084035421,76.8020039189,0.0968713075673,37.045833333,137.845833332,0.109825,-0.0129536924327
1084100952,79.6426762496,0.0686760790857,37.0041666663,137.854166665,0.1053,-0.0366239209143
1084100953,78.95837321,0.083639280673,37.0124999996,137.854166665,0.1053,-0.021660719327
1084100954,78.2790571224,0.0862027571019,37.020833333,137.854166665,0.109575,-0.0233722428981
1084100955,77.6048589637,0.0869334973362,37.0291666663,137.854166665,0.109575,-0.0226415026638
1084100956,76.9359132725,0.0906674924389,37.0374999996,137.854166665,0.1141,-0.0234325075611
1084100957,76.2723582412,0.112146360286,37.045833333,137.854166665,0.1141,-0.001953639714
1084166488,79.1392080492,0.0708168565647,37.0041666663,137.862499999,0.1053,-0.0344831434353
1084166489,78.4505135129,0.0857204069339,37.0124999996,137.862499999,0.1053,-0.0195795930661
1084166490,77.7667612444,0.0863608216838,37.020833333,137.862499999,0.109575,-0.0232141783162
1084166491,77.0880827706,0.0726325078797,37.0291666663,137.862499999,0.109575,-0.0369424921203
1084166492,76.4146132722,0.0777671571044,37.0374999996,137.862499999,0.1141,-0.0363328428956
1084166493,75.746491682,0.113229239137,37.045833333,137.862499999,0.1141,-0.000870760863
1084232022,80.0401170969,0.0800789846092,36.9874999996,137.870833332,0.1039,-0.0238210153908
1084232023,79.3375991085,0.083181552263,36.995833333,137.870833332,0.1039,-0.020718447737
1084232024,78.6397239732,0.0845443629257,37.0041666663,137.870833332,0.10275,-0.0182056370743
1084232025,77.9466163881,0.0849422585289,37.0124999996,137.870833332,0.10275,-0.0178077414711
1084232026,77.2584046584,0.0711467833556,37.020833333,137.870833332,0.1061,-0.0349532166444
1084232027,76.5752208038,0.0772905487757,37.0291666663,137.870833332,0.1061,-0.0288094512243
1084232028,75.8972005904,0.0772920809788,37.0374999996,137.870833332,0.117675,-0.0403829190212
1084232029,75.2244836343,0.110894630147,37.045833333,137.870833332,0.117675,-0.006780369853
1084297558,79.5534149997,0.060333790624,36.9874999996,137.879166665,0.1039,-0.043566209376
1084297559,78.8465606449,0.0611009950276,36.995833333,137.879166665,0.1039,-0.0427990049724
1084297560,78.1443003667,0.0618765854916,37.0041666663,137.879166665,0.10275,-0.0408734145084
1084297561,77.4467591289,0.0626604767688,37.0124999996,137.879166665,0.10275,-0.0400895232312
1084297562,76.7540655834,0.0634525685247,37.020833333,137.879166665,0.1061,-0.0426474314753
1084297563,76.0663521827,0.0801842806276,37.0291666663,137.879166665,0.1061,-0.0259157193724
1084297564,75.3837552175,0.0650608708029,37.0374999996,137.879166665,0.117675,-0.0526141291971
1084297565,74.7064149272,0.111957385061,37.045833333,137.879166665,0.117675,-0.005717614939
1084363098,76.2538236845,0.0640332354831,37.020833333,137.887499999,0.1007,-0.0366667645169
1084363099,75.5615575363,0.0648490179659,37.0291666663,137.887499999,0.1007,-0.0358509820341
1084363100,74.8743587192,0.0918512000681,37.0374999996,137.887499999,0.109825,-0.0179737999319
1084363101,74.1923680321,0.0970447777015,37.045833333,137.887499999,0.109825,-0.0127802222985
1084363102,73.515730436,0.117988123956,37.0541666663,137.887499999,0.1051,0.012888123956
1084428634,75.757760256,0.0646163508166,37.020833333,137.895833332,0.1007,-0.0360836491834
1084428635,75.0609191911,0.0867409446162,37.0291666663,137.895833332,0.1007,-0.0139590553838
1084428636,74.3690944285,0.0757801053266,37.0374999996,137.895833332,0.109825,-0.0340448946734
1084428637,73.6824272585,0.079159828593,37.045833333,137.895833332,0.109825,-0.030665171407
1084428638,73.0010632391,0.119125523793,37.0541666663,137.895833332,0.1051,0.014025523793
1084494172,73.8680470869,0.0669065458037,37.0374999996,137.904166665,0.1037,-0.0367934541963
1084494173,73.1766783957,0.067772696934,37.045833333,137.904166665,0.1037,-0.035927303066
1084494174,72.4905608224,0.0686478287434,37.0541666663,137.904166665,0.108,-0.0393521712566
1084559708,73.3713030369,0.0675272950726,37.0374999996,137.912499999,0.1037,-0.0361727049274
1084559709,72.6752089087,0.0684107668335,37.045833333,137.912499999,0.1037,-0.0352892331665
1084559710,71.9843117439,0.0693037060202,37.0541666663,137.912499999,0.108,-0.0386962939798
1084559711,71.2987626125,0.107274942287,37.0624999996,137.912499999,0.108,-0.000725057713
1084625242,74.2954739183,0.0663787674297,37.020833333,137.920833332,0.10375,-0.0373712325703
1084625243,73.5847864408,0.0672595382468,37.0291666663,137.920833332,0.10375,-0.0364904617532
1084625244,72.878950403,0.0930895462485,37.0374999996,137.920833332,0.112525,-0.0194354537515
1084625245,72.1781081245,0.0961173053749,37.045833333,137.920833332,0.112525,-0.0164076946251
1084625246,71.4824065051,0.0975445417,37.0541666663,137.920833332,0.110266666667,-0.012722124967
1084625247,70.7919970943,0.0708835287393,37.0624999996,137.920833332,0.110266666667,-0.0393831379277
1084690778,73.8169649437,0.0669700118723,37.020833333,137.929166665,0.10375,-0.0367799881277
1084690779,73.1016255927,0.09183233516,37.0291666663,137.929166665,0.10375,-0.01191766484
1084690780,72.3910787363,0.0937972670095,37.0374999996,137.929166665,0.112525,-0.0187277329905
1084690781,71.6854668758,0.0945293465219,37.045833333,137.929166665,0.112525,-0.0179956534781
1084690782,70.9849371946,0.0706244781021,37.0541666663,137.929166665,0.110266666667,-0.0396421885649
1084690783,70.2896416362,0.0715643109737,37.0624999996,137.929166665,0.110266666667,-0.0387023556933
1084690784,69.5997370579,0.127042916905,37.070833333,137.929166665,0.1023,0.024742916905
1084756314,73.3430619872,0.0675628271388,37.020833333,137.937499999,0.1024,-0.0348371728612
