bldg_cost,type_pop,day_pop,night_pop,transit_pop,bldg_count,Complete_count_High,Extensive_count_High,Moderate_count_High,Slight_count_High,Collapse_count_High,Complete_count_Low,Extensive_count_Low,Moderate_count_Low,Slight_count_Low,Collapse_count_Low,Complete_count_Moderate,Extensive_count_Moderate,Moderate_count_Moderate,Slight_count_Moderate,Collapse_count_Moderate,Complete_count_Precode,Extensive_count_Precode,Moderate_count_Precode,Slight_count_Precode,Collapse_count_Precode,Fatalities_day_High,Fatalities_day_Low,Fatalities_day_Moderate,Fatalities_day_Precode,Fatalities_night_High,Fatalities_night_Low,Fatalities_night_Moderate,Fatalities_night_Precode,Fatalities_transit_High,Fatalities_transit_Low,Fatalities_transit_Moderate,Fatalities_transit_Precode,Complete_prob_High,Complete_prob_Low,Complete_prob_Moderate,Complete_prob_Precode,Extensive_prob_High,Extensive_prob_Low,Extensive_prob_Moderate,Extensive_prob_Precode,Moderate_prob_High,Moderate_prob_Low,Moderate_prob_Moderate,Moderate_prob_Precode,Slight_prob_High,Slight_prob_Low,Slight_prob_Moderate,Slight_prob_Precode,Collapse_prob_High,Collapse_prob_Low,Collapse_prob_Moderate,Collapse_prob_Precode,Fatality_rate_High,Fatality_rate_Low,Fatality_rate_Moderate,Fatality_rate_Precode,Complete_prob_High_residential,Complete_prob_Low_residential,Complete_prob_Moderate_residential,Complete_prob_Precode_residential,Extensive_prob_High_residential,Extensive_prob_Low_residential,Extensive_prob_Moderate_residential,Extensive_prob_Precode_residential,Moderate_prob_High_residential,Moderate_prob_Low_residential,Moderate_prob_Moderate_residential,Moderate_prob_Precode_residential,Slight_prob_High_residential,Slight_prob_Low_residential,Slight_prob_Moderate_residential,Slight_prob_Precode_residential,Collapse_prob_High_residential,Collapse_prob_Low_residential,Collapse_prob_Moderate_residential,Collapse_prob_Precode_residential,Fatality_rate_High_residential,Fatality_rate_Low_residential,Fatality_rate_Moderate_residential,Fatality_rate_Precode_residential,Proba,Mag,Code
7.71454655704e+11,18800854.1233,5994644.8385,9179339.17566,6678378.5326,3760170.82466,25305.8576489,68351.4660374,188166.006747,414377.142623,1593.123884,120809.865748,212822.704379,420021.655755,688924.674099,6731.44037038,67882.5846929,136572.793326,280293.252361,515850.011399,3914.88151768,158015.257962,274811.35935,521549.530983,809055.458225,8558.74198964,374.091427163,1541.34276867,896.449647059,1934.99088308,460.857875816,2234.93622087,1214.53771996,2843.08600233,297.773134726,1438.92458804,785.192351189,1839.2806693,0.00795545459811,0.037522555196,0.0207173307727,0.0485628342209,0.0235861405933,0.0664701229618,0.0420205084067,0.0858190608238,0.0651388295682,0.130298419866,0.0920632471535,0.166067189505,0.137454340462,0.204451783923,0.163123834221,0.246201085906,0.000535967759821,0.00239084749199,0.00134485148398,0.00303975164793,5.20771575896e-05,0.000232199350594,0.000130766728257,0.000294333795843,0.00672997553275,0.032128823764,0.0180530587195,0.0420234253523,0.0181777555395,0.0565992116591,0.036320901282,0.0730848070912,0.0500418772235,0.111702812277,0.0745426911254,0.138703680046,0.110201680175,0.183216323466,0.137187919234,0.215164548621,0.000423683911792,0.00179019536193,0.00104114459162,0.00227615775685,3.93001398169e-05,0.000166355661288,9.70119669037e-05,0.000210489900231,9.35945641337e-11,8.1,ATKCH
