bldg_cost,type_pop,day_pop,night_pop,transit_pop,bldg_count,Complete_count_High,Extensive_count_High,Moderate_count_High,Slight_count_High,Collapse_count_High,Complete_count_Low,Extensive_count_Low,Moderate_count_Low,Slight_count_Low,Collapse_count_Low,Complete_count_Moderate,Extensive_count_Moderate,Moderate_count_Moderate,Slight_count_Moderate,Collapse_count_Moderate,Complete_count_Precode,Extensive_count_Precode,Moderate_count_Precode,Slight_count_Precode,Collapse_count_Precode,Fatalities_day_High,Fatalities_day_Low,Fatalities_day_Moderate,Fatalities_day_Precode,Fatalities_night_High,Fatalities_night_Low,Fatalities_night_Moderate,Fatalities_night_Precode,Fatalities_transit_High,Fatalities_transit_Low,Fatalities_transit_Moderate,Fatalities_transit_Precode,Complete_prob_High,Complete_prob_Low,Complete_prob_Moderate,Complete_prob_Precode,Extensive_prob_High,Extensive_prob_Low,Extensive_prob_Moderate,Extensive_prob_Precode,Moderate_prob_High,Moderate_prob_Low,Moderate_prob_Moderate,Moderate_prob_Precode,Slight_prob_High,Slight_prob_Low,Slight_prob_Moderate,Slight_prob_Precode,Collapse_prob_High,Collapse_prob_Low,Collapse_prob_Moderate,Collapse_prob_Precode,Fatality_rate_High,Fatality_rate_Low,Fatality_rate_Moderate,Fatality_rate_Precode,Complete_prob_High_residential,Complete_prob_Low_residential,Complete_prob_Moderate_residential,Complete_prob_Precode_residential,Extensive_prob_High_residential,Extensive_prob_Low_residential,Extensive_prob_Moderate_residential,Extensive_prob_Precode_residential,Moderate_prob_High_residential,Moderate_prob_Low_residential,Moderate_prob_Moderate_residential,Moderate_prob_Precode_residential,Slight_prob_High_residential,Slight_prob_Low_residential,Slight_prob_Moderate_residential,Slight_prob_Precode_residential,Collapse_prob_High_residential,Collapse_prob_Low_residential,Collapse_prob_Moderate_residential,Collapse_prob_Precode_residential,Fatality_rate_High_residential,Fatality_rate_Low_residential,Fatality_rate_Moderate_residential,Fatality_rate_Precode_residential,Mag,Code
1.87935909209e+11,4580120.92796,1572199.42224,2251787.35617,1541429.09079,916024.185592,142.627650586,1523.34957563,20195.0231893,116944.645455,12.5473076868,8257.25324328,34469.3624842,123041.131012,256013.775513,760.578111783,1607.83513486,10881.124554,54667.2095589,169531.304325,141.204880237,15963.316187,58741.313161,173813.029752,314815.270647,1406.4131534,3.40059796406,204.877560387,37.1635465021,381.834538869,3.46184807346,216.55260557,39.4853212718,401.268734044,2.27207591058,141.070991949,25.7197680627,262.217326196,0.000227418076118,0.0133948905838,0.00246920227264,0.0254830803434,0.00404375416719,0.0545878547378,0.0175544502692,0.0897953458327,0.050225298721,0.175093179277,0.0972982303096,0.248119599131,0.186075143851,0.32348449263,0.23995888007,0.405529631468,1.77210269234e-05,0.00109014839712,0.000197948171581,0.00203396848299,1.79645550441e-06,0.000109613378479,1.99261004946e-05,0.000204094907703,0.000155702931025,0.0090142305991,0.00175523218726,0.0174267409508,0.0016630014792,0.0376293148438,0.0118786432991,0.0641263779766,0.0220463864458,0.134320832296,0.0596787840526,0.189747205899,0.127665456103,0.279483641961,0.185072956579,0.343675719046,1.36975724923e-05,0.000830303526638,0.000154149729296,0.00153534500019,1.34005027433e-06,8.23860624144e-05,1.52608831453e-05,0.000151764527274,6.6,Chuetsu
