#
# VER. = 1.0
# DATE = 2014-12-08
#
# UPDATED
#
# CODE, JCODE, AVS, ARV
5034000611, 0,  0.0,   0.0000
5034000612, 0,  0.0,   0.0000
5034000613, 0,  0.0,   0.0000
5034000614,21,429.1,   0.9419
5034000621, 0,  0.0,   0.0000
5034000622,16,260.2,   1.4425
5034000623,16,260.2,   1.4425
5034000624, 8,380.0,   1.0447
5034000631, 0,  0.0,   0.0000
5034000632,16,260.2,   1.4425
5034000633,16,260.2,   1.4425
5034000634, 8,438.1,   0.9253
5034000641, 8,421.9,   0.9557
5034000642, 8,452.5,   0.9003
5034000643, 8,501.0,   0.8254
5034000644, 8,503.7,   0.8217
5034000711,16,260.2,   1.4425
5034000712,16,260.2,   1.4425
5034000713, 8,440.8,   0.9206
5034000714, 8,494.6,   0.8346
5034000721,15,207.5,   1.7490
5034000722,15,207.5,   1.7490
5034000723,15,207.5,   1.7490
5034000724,15,207.5,   1.7490
5034000731, 8,499.7,   0.8273
5034000732, 8,501.2,   0.8252
5034000733, 8,499.3,   0.8278
5034000734, 8,492.1,   0.8382
5034000741, 8,496.1,   0.8324
5034000742,10,266.7,   1.4126
5034000743, 8,503.5,   0.8219
5034000744, 8,440.8,   0.9205
5034000811, 8,450.9,   0.9029
5034000812, 8,483.8,   0.8504
5034000813, 8,439.5,   0.9228
5034000814, 8,501.9,   0.8242
5034000821,10,312.4,   1.2342
5034000822, 8,453.0,   0.8994
5034000823, 8,494.0,   0.8354
5034000824,10,316.2,   1.2218
5034000831,10,302.0,   1.2705
5034000832, 8,494.5,   0.8346
5034000833,10,300.8,   1.2750
5034000834, 1,641.3,   0.6689
5034000841, 8,510.9,   0.8118
5034000842,10,304.1,   1.2632
5034000843, 1,641.3,   0.6689
5034000844,10,320.5,   1.2077
5034000911, 1,641.3,   0.6689
5034000912, 1,641.3,   0.6689
5034000913, 1,641.3,   0.6689
5034000914, 1,641.3,   0.6689
5034000921, 1,641.3,   0.6689
5034000922, 1,641.3,   0.6689
5034000923, 1,641.3,   0.6689
5034000924, 1,641.3,   0.6689
5034000931, 1,641.3,   0.6689
5034000932, 1,641.3,   0.6689
5034000933, 1,641.3,   0.6689
5034000934, 1,641.3,   0.6689
5034000941, 1,641.3,   0.6689
5034000942, 1,641.3,   0.6689
5034000943, 1,641.3,   0.6689
5034000944, 1,641.3,   0.6689
5034001511, 0,  0.0,   0.0000
5034001512, 0,  0.0,   0.0000
5034001513, 0,  0.0,   0.0000
5034001514, 0,  0.0,   0.0000
5034001521, 0,  0.0,   0.0000
5034001522, 0,  0.0,   0.0000
5034001523, 0,  0.0,   0.0000
5034001524, 7,351.4,   1.1167
5034001531, 0,  0.0,   0.0000
5034001532, 0,  0.0,   0.0000
5034001533, 0,  0.0,   0.0000
5034001534, 0,  0.0,   0.0000
5034001541, 0,  0.0,   0.0000
5034001542, 7,351.4,   1.1167
5034001543, 7,351.4,   1.1167
5034001544, 7,351.4,   1.1167
5034001611, 7,351.4,   1.1167
5034001612, 8,495.5,   0.8333
5034001613, 7,351.4,   1.1167
5034001614, 8,505.4,   0.8194
5034001621, 8,502.1,   0.8239
5034001622, 8,486.2,   0.8468
5034001623, 8,495.3,   0.8336
