grid_id,lon,lat,bldg_type,occ_type,is_urban,type_pop,day_pop,night_pop,transit_pop,bldg_count,bldg_area,bldg_cost,JCODE,AVS,ARV,AmpPGA,AmpPGV,pref_id,pref_name
1006308526,127.962499999,27.0541666663,W1,0,False,9.429504,2.19564114739,0.051640678656,3.6638243497,3.7718016,497.8778112,773840.881278,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006308526,127.962499999,27.0541666663,W2,0,False,9.8224,2.2871261952,0.0537923736,3.8164836976,3.92896,518.62272,806084.251331,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006308526,127.962499999,27.0541666663,C2L,0,False,0.392896,0.091485047808,0.002151694944,0.152659347904,0.1571584,20.7449088,32243.3700533,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006308526,127.962499999,27.0541666663,W1,1,False,5.89344,1.27628925984,5.56789226784,2.74548259776,,,,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006308526,127.962499999,27.0541666663,W2,1,False,3.339616,0.723230580576,3.15513895178,1.55577347206,,,,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006308526,127.962499999,27.0541666663,RM2,1,False,0.589344,0.127628925984,0.556789226784,0.274548259776,,,,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006308526,127.962499999,27.0541666663,C1,1,False,1.96448,0.42542975328,1.85596408928,0.91516086592,,,,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006308526,127.962499999,27.0541666663,C2L,1,False,0.98224,0.21271487664,0.92798204464,0.45758043296,,,,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006308526,127.962499999,27.0541666663,C4,1,False,0.98224,0.21271487664,0.92798204464,0.45758043296,,,,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006308526,127.962499999,27.0541666663,S1,1,False,1.96448,0.42542975328,1.85596408928,0.91516086592,,,,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006308526,127.962499999,27.0541666663,S2,1,False,1.96448,0.42542975328,1.85596408928,0.91516086592,,,,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006308526,127.962499999,27.0541666663,S4,1,False,1.96448,0.42542975328,1.85596408928,0.91516086592,,,,16,260.2,1.4425,1.63985546931,1.72146099602,32,Okinawa
1006505134,127.987499999,27.0541666663,W1,0,False,26.15712,6.09063307776,0.14324946768,10.1633228189,10.462848,1381.095936,2146608.00743,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006505134,127.987499999,27.0541666663,W2,0,False,27.247,6.344409456,0.1492181955,10.586794603,10.8988,1438.6416,2236050.00774,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006505134,127.987499999,27.0541666663,C2L,0,False,1.08988,0.25377637824,0.00596872782,0.42347178412,0.435952,57.545664,89442.0003096,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006505134,127.987499999,27.0541666663,W1,1,False,16.3482,3.5403825402,15.4451417802,7.6158743628,,,,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006505134,127.987499999,27.0541666663,W2,1,False,9.26398,2.00621677278,8.75224700878,4.31566213892,,,,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006505134,127.987499999,27.0541666663,RM2,1,False,1.63482,0.35403825402,1.54451417802,0.76158743628,,,,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006505134,127.987499999,27.0541666663,C1,1,False,5.4494,1.1801275134,5.1483805934,2.5386247876,,,,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006505134,127.987499999,27.0541666663,C2L,1,False,2.7247,0.5900637567,2.5741902967,1.2693123938,,,,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006505134,127.987499999,27.0541666663,C4,1,False,2.7247,0.5900637567,2.5741902967,1.2693123938,,,,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006505134,127.987499999,27.0541666663,S1,1,False,5.4494,1.1801275134,5.1483805934,2.5386247876,,,,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006505134,127.987499999,27.0541666663,S2,1,False,5.4494,1.1801275134,5.1483805934,2.5386247876,,,,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006505134,127.987499999,27.0541666663,S4,1,False,5.4494,1.1801275134,5.1483805934,2.5386247876,,,,10,275.5,1.3738,1.59640414412,1.65775269226,32,Okinawa
1006242973,127.954166665,26.9124999997,W1,0,False,6.931248,1.6139272343,0.037958979672,2.69312947915,2.7724992,365.9698944,568819.214741,0,0.0,0.0,1.0,1.0,32,Okinawa
1006242973,127.954166665,26.9124999997,W2,0,False,7.22005,1.6811742024,0.039540603825,2.80534320745,2.88802,381.21864,592520.015355,0,0.0,0.0,1.0,1.0,32,Okinawa
1006242973,127.954166665,26.9124999997,C2L,0,False,0.288802,0.067246968096,0.001581624153,0.112213728298,0.1155208,15.2487456,23700.8006142,0,0.0,0.0,1.0,1.0,32,Okinawa
1006242973,127.954166665,26.9124999997,W1,1,False,4.33203,0.93814874883,4.09273299483,2.01809350362,,,,0,0.0,0.0,1.0,1.0,32,Okinawa
1006242973,127.954166665,26.9124999997,W2,1,False,2.454817,0.531617624337,2.31921536374,1.14358631872,,,,0,0.0,0.0,1.0,1.0,32,Okinawa
1006242973,127.954166665,26.9124999997,RM2,1,False,0.433203,0.093814874883,0.409273299483,0.201809350362,,,,0,0.0,0.0,1.0,1.0,32,Okinawa
1006242973,127.954166665,26.9124999997,C1,1,False,1.44401,0.31271624961,1.36424433161,0.67269783454,,,,0,0.0,0.0,1.0,1.0,32,Okinawa
1006242973,127.954166665,26.9124999997,C2L,1,False,0.722005,0.156358124805,0.682122165805,0.33634891727,,,,0,0.0,0.0,1.0,1.0,32,Okinawa
1006242973,127.954166665,26.9124999997,C4,1,False,0.722005,0.156358124805,0.682122165805,0.33634891727,,,,0,0.0,0.0,1.0,1.0,32,Okinawa
