Code,Zone,Type,YearFreq,MinMag,Bval,Lat,Lon,Dep,Desc
CJPS_CRUST_1_150,1,CRUST,0.00040123,4.98,0.9,45.0,140.7,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_151,1,CRUST,0.000399566,4.98,0.9,45.0,140.8,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_152,1,CRUST,0.000397721,4.98,0.9,44.9,139.3,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_153,1,CRUST,0.000398835,4.98,0.9,44.9,139.4,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_154,1,CRUST,0.000399968,4.98,0.9,44.9,139.5,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_155,1,CRUST,0.000400954,4.98,0.9,44.9,139.6,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_156,1,CRUST,0.000401626,4.98,0.9,44.9,139.7,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_157,1,CRUST,0.000401745,4.98,0.9,44.9,139.8,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_158,1,CRUST,0.000401039,4.98,0.9,44.9,139.9,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_159,1,CRUST,0.000399494,4.98,0.9,44.9,140.0,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_160,1,CRUST,0.000397591,4.98,0.9,44.9,140.1,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_161,1,CRUST,0.000396123,4.98,0.9,44.9,140.2,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_162,1,CRUST,0.000395709,4.98,0.9,44.9,140.3,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
