Code,Type,YearFreq,MinMag,Bval,Lat,Lon,Dep,Desc
CYNG_INTER_1_141,INTER,0.0169647,4.98,0.9,23.8,122.7,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_142,INTER,0.0162516,4.98,0.9,23.8,122.8,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_143,INTER,0.0148838,4.98,0.9,23.8,122.9,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_144,INTER,0.0131752,4.98,0.9,23.8,123.0,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_145,INTER,0.0135502,4.98,0.9,23.7,122.3,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_146,INTER,0.0131352,4.98,0.9,23.7,122.4,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_147,INTER,0.0128589,4.98,0.9,23.7,122.5,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_148,INTER,0.0129208,4.98,0.9,23.7,122.6,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_149,INTER,0.0130859,4.98,0.9,23.7,122.7,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_150,INTER,0.0128198,4.98,0.9,23.7,122.8,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_151,INTER,0.0119614,4.98,0.9,23.7,122.9,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_152,INTER,0.0108407,4.98,0.9,23.7,123.0,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_153,INTER,0.0105973,4.98,0.9,23.6,122.3,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_154,INTER,0.0102359,4.98,0.9,23.6,122.4,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_155,INTER,0.010057,4.98,0.9,23.6,122.5,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_156,INTER,0.0101651,4.98,0.9,23.6,122.6,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_157,INTER,0.010366,4.98,0.9,23.6,122.7,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_158,INTER,0.0102973,4.98,0.9,23.6,122.8,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_159,INTER,0.00985692,4.98,0.9,23.6,122.9,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_160,INTER,0.00925182,4.98,0.9,23.6,123.0,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_161,INTER,0.0090413,4.98,0.9,23.5,122.3,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_162,INTER,0.00879495,4.98,0.9,23.5,122.4,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_163,INTER,0.0086651,4.98,0.9,23.5,122.5,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_164,INTER,0.00870905,4.98,0.9,23.5,122.6,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_165,INTER,0.00882588,4.98,0.9,23.5,122.7,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_166,INTER,0.00882239,4.98,0.9,23.5,122.8,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_167,INTER,0.00863491,4.98,0.9,23.5,122.9,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_168,INTER,0.00836103,4.98,0.9,23.5,123.0,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_169,INTER,0.0082469,4.98,0.9,23.4,122.3,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_170,INTER,0.00811729,4.98,0.9,23.4,122.4,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_171,INTER,0.00804344,4.98,0.9,23.4,122.5,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_172,INTER,0.00805322,4.98,0.9,23.4,122.6,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_173,INTER,0.00810453,4.98,0.9,23.4,122.7,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_174,INTER,0.00811072,4.98,0.9,23.4,122.8,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_175,INTER,0.00803963,4.98,0.9,23.4,122.9,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_176,INTER,0.00793133,4.98,0.9,23.4,123.0,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CYNG_INTER_1_177,INTER,0.00775518,4.98,0.9,23.3,123.0,40.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
