bldg_cost,type_pop,day_pop,night_pop,transit_pop,bldg_count,Complete_count_High,Extensive_count_High,Moderate_count_High,Slight_count_High,Collapse_count_High,Complete_count_Low,Extensive_count_Low,Moderate_count_Low,Slight_count_Low,Collapse_count_Low,Complete_count_Moderate,Extensive_count_Moderate,Moderate_count_Moderate,Slight_count_Moderate,Collapse_count_Moderate,Complete_count_Precode,Extensive_count_Precode,Moderate_count_Precode,Slight_count_Precode,Collapse_count_Precode,Fatalities_day_High,Fatalities_day_Low,Fatalities_day_Moderate,Fatalities_day_Precode,Fatalities_night_High,Fatalities_night_Low,Fatalities_night_Moderate,Fatalities_night_Precode,Fatalities_transit_High,Fatalities_transit_Low,Fatalities_transit_Moderate,Fatalities_transit_Precode,Complete_prob_High,Complete_prob_Low,Complete_prob_Moderate,Complete_prob_Precode,Extensive_prob_High,Extensive_prob_Low,Extensive_prob_Moderate,Extensive_prob_Precode,Moderate_prob_High,Moderate_prob_Low,Moderate_prob_Moderate,Moderate_prob_Precode,Slight_prob_High,Slight_prob_Low,Slight_prob_Moderate,Slight_prob_Precode,Collapse_prob_High,Collapse_prob_Low,Collapse_prob_Moderate,Collapse_prob_Precode,Fatality_rate_High,Fatality_rate_Low,Fatality_rate_Moderate,Fatality_rate_Precode,Complete_prob_High_residential,Complete_prob_Low_residential,Complete_prob_Moderate_residential,Complete_prob_Precode_residential,Extensive_prob_High_residential,Extensive_prob_Low_residential,Extensive_prob_Moderate_residential,Extensive_prob_Precode_residential,Moderate_prob_High_residential,Moderate_prob_Low_residential,Moderate_prob_Moderate_residential,Moderate_prob_Precode_residential,Slight_prob_High_residential,Slight_prob_Low_residential,Slight_prob_Moderate_residential,Slight_prob_Precode_residential,Collapse_prob_High_residential,Collapse_prob_Low_residential,Collapse_prob_Moderate_residential,Collapse_prob_Precode_residential,Fatality_rate_High_residential,Fatality_rate_Low_residential,Fatality_rate_Moderate_residential,Fatality_rate_Precode_residential,Proba,Mag,Code
1.43949803388e+12,35081507.8316,11759179.5205,17208141.5234,12023067.652,7016301.56631,73141.9014816,202912.008554,579673.291039,1285264.23971,5071.43652489,374751.229945,672498.820841,1292070.86928,2012925.37216,24769.2776858,202783.453018,422099.216132,877162.805795,1567347.27355,13450.9396197,493574.992503,863136.134306,1566869.59522,2300138.8921,31728.6745605,1223.26193278,5982.74812599,3212.95308465,7620.68654255,1326.61238497,6985.08631381,3645.20088573,9004.6073843,864.201510758,4531.04459527,2369.96820396,5849.61372603,0.0123712215908,0.0633040704831,0.0334890006494,0.0825985282277,0.038585697667,0.113858629664,0.0709109986876,0.145242290694,0.109605338289,0.212403417767,0.154085072853,0.26155682802,0.221926884106,0.314380663638,0.258770443398,0.366057111712,0.0008823306796,0.00444154540015,0.00235781324492,0.00570574722193,8.64065300245e-05,0.000436112591514,0.000231392319698,0.000559053408668,0.0104245663888,0.0534115055351,0.0289017584409,0.0703468897165,0.0289200808483,0.0958480496434,0.0601597881936,0.123018676741,0.0826180695856,0.184152698835,0.125017831332,0.223318450669,0.183182582386,0.286892653221,0.223386531884,0.327827826436,0.000722807661124,0.00353024701856,0.00191709827358,0.00452213666425,6.79533729959e-05,0.000334757802842,0.000181590629837,0.000427108574998,5.64398970633e-11,7.3,F01310A
1.29261374784e+12,31501841.7884,10509503.9127,15445308.6912,10834318.4481,6300368.35769,57281.0281037,161315.140797,452924.728856,978354.866467,4035.24848978,296607.123889,522063.229874,985693.252109,1539294.62976,19900.5614169,161299.89394,332741.133704,674257.138764,1193254.74815,10900.2876353,387521.974648,664400.960153,1196278.8626,1767116.52457,25221.1128006,977.854573031,4822.31601699,2616.80720524,6071.06779599,1042.58092328,5488.79732688,2898.95683552,7010.86229801,680.15877701,3564.00593492,1886.80320065,4555.37527843,0.010827769555,0.0556326159372,0.0297005170354,0.0718920152847,0.0341674104257,0.0978663332599,0.0620555810543,0.123949715533,0.0943244976168,0.180434033156,0.131312252466,0.222940159742,0.188603245026,0.26855054894,0.220148183774,0.314655986421,0.000779131472451,0.00393940991068,0.00211422712786,0.00500590783716,7.63955985506e-05,0.000387096131944,0.000207723068046,0.000490766188076,0.0090916950965,0.0470777432444,0.0256016608526,0.0615078282169,0.0256040808472,0.082862334428,0.0528129650226,0.105454304008,0.0718886108148,0.156450098812,0.107018685335,0.189874431888,0.155285343796,0.244318195759,0.189394441785,0.280478287022,0.000640478184876,0.00315863458882,0.00173010322833,0.00400311717803,6.03447391262e-05,0.000299876195386,0.000164208276329,0.000378363952367,9.53095591892e-09,7.1,F01310B
1.29275574477e+12,31505302.3463,10502608.4549,15445883.4085,10841663.7394,6301060.46927,55788.9504655,160909.929592,486017.720198,1099058.33405,3878.91529805,308092.75878,567569.723834,1104534.48491,1723516.55686,20675.7925495,161005.603156,349101.347067,746117.367624,1341314.57246,10785.636964,411330.168977,733443.467865,1341092.28982,1970944.16386,26807.534415,937.542729713,5027.05849618,2587.19870598,6481.58717102,1019.28330454,5827.98271731,2928.9209984,7598.09053789,664.137173742,3782.49809965,1904.9911509,4937.95094242,0.0105610461554,0.0585147156587,0.029826423902,0.0772829391519,0.034720339728,0.107644931056,0.0659041558232,0.137921192939,0.103372050788,0.202365610529,0.146410103166,0.249450867481,0.21149370374,0.299905155686,0.246742985687,0.349594104275,0.000753602889541,0.00413779883201,0.00211036585493,0.005378079678,7.38322458228e-05,0.000406829123095,0.00020731353314,0.000527624775743,0.0088538985997,0.0488953820207,0.0255521437926,0.0652795146125,0.0255369600684,0.0900752701236,0.0554035862328,0.116400004641,0.0771326862467,0.175293427241,0.118411396187,0.212835965686,0.174424343237,0.273528014097,0.212871242706,0.312795627574,0.000615597218431,0.00328131949381,0.0017117177365,0.0042544480482,5.79116912734e-05,0.000311975288254,0.000162449464233,0.000402822808533,1.28933676501e-05,7.2,F01310C
3.57098415512e+12,87027217.5826,31162511.5856,42966042.042,28303194.2713,17405443.5165,106144.192974,441514.239723,1869517.90817,4386487.04385,8262.26758324,1089166.36849,2292968.61556,4368575.39902,6131220.21728,85056.1638338,447473.995082,1267741.02818,3039119.48421,5149482.80949,34351.3359398,1562931.2713,2995738.93826,5092720.11255,6686955.64572,117465.352271,2080.03924336,21625.0962007,8593.56096101,29728.8944406,2094.30230092,22011.0026202,8812.61668327,30289.3100357,1374.82030382,14437.261778,5768.53889551,19881.8571079,0.00771219808963,0.0790100295683,0.0316891353034,0.110969851486,0.0396234937408,0.161223485853,0.0912665097059,0.205322037826,0.150256580015,0.283736949863,0.214449886052,0.329999731067,0.291083451405,0.375266261986,0.328574899729,0.412405584109,0.000581220207797,0.00605067516151,0.00241116177291,0.00834552670983,5.75484452125e-05,0.000600867792383,0.000239302434768,0.000826695314641,0.00609833313777,0.0625761916065,0.0257088533629,0.0897955441248,0.0253664458078,0.13173859163,0.0728358933785,0.172115059028,0.10740995519,0.250989030809,0.17460741413,0.29259352729,0.252018113741,0.352258775334,0.295854730999,0.384187604261,0.000474694458397,0.00488675647668,0.00197359727761,0.00674877098994,4.53974358892e-05,0.000473568064727,0.000190837506559,0.000650668443649,9.68908663382e-10,7.3,F01770A
1.5759856129e+12,38407799.3301,12994534.0332,18856530.7316,13070992.1065,7681559.86603,19531.5957216,83212.2019787,372657.687649,994060.341036,1404.46565652,209882.787924,468687.002649,1003208.87705,1588390.02804,15610.707219,84111.5182117,247112.342349,639649.751833,1232844.68858,6035.63932257,307857.06402,637305.111786,1233076.41082,1813810.54983,22219.6179106,348.320284125,3937.25480801,1489.7234219,5590.07573796,391.19660216,4323.64100869,1674.06201009,6099.96093155,254.709546427,2825.5350437,1091.7992549,3995.32156438,0.00322590018233,0.0347438466662,0.0135205343968,0.0500613259589,0.0170284872904,0.0761675335524,0.0405813977788,0.101596903202,0.0713558713091,0.153114560645,0.107359470044,0.189705653133,0.159127434634,0.227106288084,0.187135486465,0.263522230336,0.000231787463629,0.00258243315529,0.000988068609787,0.00366804774749,2.28276391845e-05,0.00025589328206,9.77324504399e-05,0.00036269602992,0.00254266009277,0.0273229385157,0.0109497966141,0.0400774151851,0.010832721925,0.0610145609516,0.0321695523642,0.0829655854932,0.0485132829983,0.130599630094,0.0832708151716,0.160524220644,0.129408656363,0.206779619731,0.160494054604,0.236125289845,0.000182835996987,0.00203223140759,0.0007857309489,0.00289259190817,1.73284740569e-05,0.000196340878565,7.55884191244e-05,0.000278251484836,1.49396558131e-07,7.4,F01820A
2.10196464279e+12,51226252.0282,17409993.2095,25160777.0104,17373297.8408,10245250.4056,73054.5175404,220428.796794,646493.598803,1289397.61636,5241.01635787,421894.46531,737210.416045,1290928.87777,1871233.05876,29052.7251335,220814.117405,474006.270192,935573.405663,1518287.49348,15285.6005332,553445.593431,917099.691251,1515282.97338,2098327.23761,36818.0554763,1279.34077888,7094.04017165,3699.90286803,8910.49010833,1349.86909232,7835.28657662,4030.3927709,9941.41896732,881.217954349,5103.32358368,2626.48306893,6479.71261823,0.00858233594541,0.0489386364404,0.0252647701193,0.0630968079008,0.0293678331135,0.0840381814781,0.0545717570453,0.103367278656,0.0806364266895,0.141980761661,0.108602412629,0.168978077837,0.147205209183,0.19760262005,0.167530344588,0.225582746055,0.00062308995974,0.00351506748446,0.00182204627574,0.00444924291048,6.12026722697e-05,0.000345973111374,0.000179362456423,0.000436710495436,0.00713057413416,0.0411795172012,0.0215528277653,0.0540197234346,0.0215152180831,0.0719563101785,0.0462659526536,0.0895146194519,0.0631017860185,0.126002667252,0.0913177685874,0.147901018852,0.125853206638,0.182643955459,0.148194278652,0.204809756183,0.000511555711219,0.00283572621295,0.00149196944223,0.00359367062967,4.83306096855e-05,0.000270155847714,0.000142128629928,0.000340530021208,2.96656853535e-16,7.3,F01850A
1.55822389364e+12,37974934.6241,12785962.438,18635355.0918,12971177.0651,7594986.92481,21077.7131478,66246.7558765,214511.192144,563112.710488,1492.35405127,132346.314755,260510.767029,582660.088915,1047336.89766,8978.10348257,66332.9949844,151210.57132,349933.007662,740694.191968,4501.19646217,180505.298134,353833.826985,760116.618579,1268156.33272,11924.8140036,363.836076302,2196.68398565,1086.75153755,2907.47512657,394.585613226,2553.40705931,1229.26787215,3414.12511355,257.151136841,1655.58760723,799.309225169,2216.95064653,0.00336453492716,0.0210855372651,0.0103045126685,0.0285298136144,0.012130412383,0.0419981770751,0.023961543703,0.057119449389,0.0403491233771,0.0932142922057,0.0610738893139,0.124825759946,0.098556957627,0.157536608661,0.121077805994,0.195865264287,0.000241953997396,0.00149909966922,0.000733982137525,0.00199878939636,2.37476954709e-05,0.000147593499694,7.22096757821e-05,0.000196430486009,0.00277521388206,0.0174254828962,0.00873378659385,0.0237663737832,0.00872243185305,0.0343003575395,0.0199092602551,0.0465878125253,0.0282437868909,0.0767164044761,0.0460742080436,0.100081359732,0.0741426833334,0.137898446439,0.0975240904692,0.166972813156,0.000196491984258,0.00118210914271,0.000592653615698,0.00157009012941,1.85394042125e-05,0.000112653808544,5.63976816646e-05,0.000149086424373,2.05647067588e-06,6.9,F01280B
1.8580429446e+12,45281720.8347,15199916.1175,22214558.2987,15502298.7608,9056344.16693,36450.3037343,109934.588203,400930.093543,1165502.6818,2513.25834988,233869.972406,511775.191977,1182866.91556,1983167.43365,16310.1080641,110258.877275,271961.008076,709210.974677,1491410.8263,7380.23278632,334050.094761,713453.460681,1494222.33273,2292083.84484,23025.6951331,607.312480796,4032.42476823,1775.49376852,5718.97817356,671.514940059,4682.85388545,2052.90613291,6599.95643584,436.738678106,3041.03944667,1333.74029099,4300.10246541,0.00481910801614,0.0320156588964,0.0143853482704,0.0456909069372,0.0172575471351,0.07127254313,0.0371589584144,0.0982445410283,0.0672369958038,0.156220369223,0.104579153339,0.19874565538,0.163192961428,0.242592882062,0.195717346012,0.284590568104,0.000341976019227,0.00230354567055,0.001015961412,0.00326553252994,3.34989230067e-05,0.000227309449765,9.98977485018e-05,0.000322007380918,0.00402483640887,0.0258238830256,0.0121747666876,0.0368857552898,0.0121389587428,0.0565101306381,0.0300298887789,0.0787794111542,0.0442706335087,0.130611965905,0.0783109565631,0.164991778712,0.128694610134,0.218981014535,0.164681332645,0.253091512711,0.000277513564364,0.00180095938973,0.000814924063207,0.0025424933846,2.60838263693e-05,0.000172456875502,7.74575724639e-05,0.00024316896874,5.33689489237e-13,7.2,F01280A
5.56392602834e+12,135596513.467,48724001.0835,66968777.7416,43969102.1836,27119302.6935,51790.6845423,159950.420604,507481.777971,1184674.35866,3507.46989678,315002.971685,597258.651335,1198185.68986,1907026.88547,20329.1634881,159815.130248,359551.185869,791529.480799,1464465.47693,10292.6159088,426223.602357,782372.393898,1473235.18449,2201831.01819,26807.0256836,845.354486926,4898.70789013,2448.59869181,6420.82879807,969.339111549,6020.89136859,2951.23154506,7919.69932317,628.992783312,3903.01731754,1915.77063589,5149.25849613,0.00230651207688,0.01395999837,0.0069224521955,0.0186684670052,0.00811496602286,0.0264403589386,0.0158153085944,0.034378492354,0.0253982055059,0.0514593597913,0.036533934386,0.0643482525965,0.0537993601941,0.0777179142859,0.0633396707922,0.0915754870099,0.000161674222087,0.000964285483752,0.000478216001325,0.00127094825294,1.58135536778e-05,9.46179636904e-05,4.68891638336e-05,0.000124428094073,0.0019097351111,0.0116154524785,0.00589303980468,0.0157166136303,0.0058980285154,0.0220233778901,0.0132581279811,0.0288492813676,0.0187129360849,0.0441820242725,0.0291869407464,0.0543242280651,0.0436838060346,0.0703199085545,0.0540008529527,0.0811905469354,0.000129334811312,0.000749619697744,0.000379530994037,0.00098848506492,1.21306483258e-05,7.10558343828e-05,3.59148176174e-05,9.3317090635e-05,7.86850821306e-17,7.3,F01462A
1.34124405993e+12,32686994.2751,11054458.3082,16047233.9855,11127561.0493,6537398.85503,116369.560852,339881.513715,939443.322812,1733479.85715,8557.6959779,631281.965509,1058652.1225,1722299.742,2301378.93532,44645.0680705,340656.450107,702804.621055,1314997.22866,1970892.8418,24243.4386318,813633.261384,1284745.06769,1952060.61907,2495574.74199,55585.0359083,2098.48667218,10947.8705536,5899.89036886,13513.6404055,2130.99669964,11523.318537,6142.53734488,14375.862758,1395.07321766,7518.17078289,4009.04083925,9377.06143241,0.0213458095438,0.113836845443,0.0607674693608,0.144129150932,0.0700412927166,0.18675263314,0.12589668006,0.223311500703,0.17882338411,0.28988447348,0.232744411001,0.330221446146,0.29788459771,0.372421637102,0.329598396803,0.408238766891,0.00157468885162,0.0083180175179,0.00446036182673,0.0103422712564,0.000154930940588,0.00081964572204,0.00043965994567,0.00101637370724,0.0178005906374,0.0965647009626,0.0521088674045,0.12445825617,0.0519903284551,0.161937820528,0.10750523819,0.196522362514,0.143702922775,0.26345336734,0.201149915711,0.298598978334,0.265163545255,0.352032817081,0.301479668826,0.381738180175,0.00130903684595,0.00682917916752,0.00370842274877,0.0085026227007,0.000124026210783,0.000651576139418,0.000353940526672,0.000806908960113,0.0,7.1,F01240A
