bldg_cost,type_pop,day_pop,night_pop,transit_pop,bldg_count,Complete_count_High,Extensive_count_High,Moderate_count_High,Slight_count_High,Collapse_count_High,Complete_count_Low,Extensive_count_Low,Moderate_count_Low,Slight_count_Low,Collapse_count_Low,Complete_count_Moderate,Extensive_count_Moderate,Moderate_count_Moderate,Slight_count_Moderate,Collapse_count_Moderate,Complete_count_Precode,Extensive_count_Precode,Moderate_count_Precode,Slight_count_Precode,Collapse_count_Precode,Fatalities_day_High,Fatalities_day_Low,Fatalities_day_Moderate,Fatalities_day_Precode,Fatalities_night_High,Fatalities_night_Low,Fatalities_night_Moderate,Fatalities_night_Precode,Fatalities_transit_High,Fatalities_transit_Low,Fatalities_transit_Moderate,Fatalities_transit_Precode,Complete_prob_High,Complete_prob_Low,Complete_prob_Moderate,Complete_prob_Precode,Extensive_prob_High,Extensive_prob_Low,Extensive_prob_Moderate,Extensive_prob_Precode,Moderate_prob_High,Moderate_prob_Low,Moderate_prob_Moderate,Moderate_prob_Precode,Slight_prob_High,Slight_prob_Low,Slight_prob_Moderate,Slight_prob_Precode,Collapse_prob_High,Collapse_prob_Low,Collapse_prob_Moderate,Collapse_prob_Precode,Fatality_rate_High,Fatality_rate_Low,Fatality_rate_Moderate,Fatality_rate_Precode,Complete_prob_High_residential,Complete_prob_Low_residential,Complete_prob_Moderate_residential,Complete_prob_Precode_residential,Extensive_prob_High_residential,Extensive_prob_Low_residential,Extensive_prob_Moderate_residential,Extensive_prob_Precode_residential,Moderate_prob_High_residential,Moderate_prob_Low_residential,Moderate_prob_Moderate_residential,Moderate_prob_Precode_residential,Slight_prob_High_residential,Slight_prob_Low_residential,Slight_prob_Moderate_residential,Slight_prob_Precode_residential,Collapse_prob_High_residential,Collapse_prob_Low_residential,Collapse_prob_Moderate_residential,Collapse_prob_Precode_residential,Fatality_rate_High_residential,Fatality_rate_Low_residential,Fatality_rate_Moderate_residential,Fatality_rate_Precode_residential,Proba,Mag,Code
3.3179763552e+12,80861252.1518,28956972.1619,39922183.3119,26296083.44,16172250.4304,744.072381366,7059.5869183,84596.182052,457923.43265,53.9341020529,35784.7079987,144693.104152,487381.52645,979799.344334,3203.6236345,7385.01763294,46657.9756422,221217.723052,659422.572979,594.684339449,67995.2577677,242393.48667,682918.200381,1203117.2441,5929.57473759,14.1632365251,854.061750915,153.869735658,1595.81483524,18.1213435844,906.153017732,177.309194516,1643.4876368,11.6509457382,593.342942405,115.250687608,1082.6588312,6.60587285166e-05,0.00322573312291,0.000630904872367,0.00603922530878,0.00100412659647,0.0127393233681,0.00418991603603,0.0206830827429,0.0115705530406,0.0391427584408,0.0220537012535,0.0550338569543,0.0411308026872,0.0703318826631,0.0528193343952,0.0879910033869,4.65694971087e-06,0.000258970936872,4.8323465336e-05,0.000479767525777,4.65747082251e-07,2.59911311351e-05,4.84250920888e-06,4.80775230534e-05,4.60092047529e-05,0.00221272284601,0.000456647494097,0.00420444007224,0.000436524709328,0.00894699873558,0.00288506388416,0.0149882347985,0.00523094682563,0.0301369020069,0.0136788459964,0.0422277779658,0.0283153810053,0.0605852196361,0.0407749419797,0.0743939286173,3.3349781643e-06,0.000198093867535,3.67718977646e-05,0.000366651182105,3.19380507074e-07,1.96083786127e-05,3.61663577093e-06,3.61868009364e-05,3.44514616877e-05,6.48,F005204
3.3179763552e+12,80861252.1518,28956972.1619,39922183.3119,26296083.44,16172250.4304,1152.86025479,10652.4071605,121003.864783,604467.439736,87.3486530883,52283.2190717,200620.969628,634872.785666,1211343.98406,4704.69511258,11147.1855308,67619.7178266,303790.164685,845304.096405,916.558226261,97430.5680481,327399.748372,865638.726597,1456172.89556,8501.58903112,23.0028938727,1252.97863105,237.452175088,2282.81000035,27.5979892884,1304.21219342,264.428882317,2318.15058345,17.8567785676,855.777754361,172.362140079,1529.06742262,0.000101775906822,0.00467801317343,0.000948154308566,0.00857490730644,0.00149064406489,0.0174689420739,0.00602480649239,0.0275809324126,0.0158060809819,0.0500676405923,0.0292840580512,0.0682757592722,0.0522925623259,0.0857031433427,0.0659853138983,0.104650798377,7.34844420105e-06,0.000377189505905,7.34964635305e-05,0.000682762134922,7.36032995486e-07,3.78494590656e-05,7.36746230314e-06,6.83962557761e-05,7.12863221946e-05,0.00323289694881,0.000689278562608,0.00602455227042,0.000658684281844,0.012405259892,0.00418121881786,0.0202445386176,0.0074821908864,0.0392569227393,0.0187846562229,0.0535261762316,0.0373768290528,0.0749026234334,0.0522687983373,0.0900414510539,5.40114398206e-06,0.000290911591608,5.66747485273e-05,0.000525689919763,5.19606261211e-07,2.87872079569e-05,5.57800005957e-06,5.18487831936e-05,2.80031993862e-05,6.58,F005204
3.3179763552e+12,80861252.1518,28956972.1619,39922183.3119,26296083.44,16172250.4304,1676.49059095,14966.8977382,160106.322528,748925.347784,130.144082763,70551.1212086,258244.137469,779820.665362,1436085.33323,6334.12575354,15644.6154039,90568.7426465,387874.484724,1026330.18872,1297.15490737,129028.654216,412992.569924,1043737.64128,1702638.64085,11203.441776,34.2736716093,1684.1057811,335.937893029,2999.90348222,39.5947313224,1735.94396467,366.931152864,3027.02145766,25.7182422954,1140.23822109,239.561845422,1997.53680389,0.000147185423224,0.00626326242636,0.00132369991325,0.0112536643273,0.00205051994339,0.0222677218243,0.00800216287743,0.0344308662037,0.0201272545898,0.0607105475748,0.0364710183115,0.0811267712095,0.0631933651145,0.10063107291,0.0787669674712,0.120964876615,1.07763385469e-05,0.00050525871968,0.000103175779862,0.000895391562074,1.07966789066e-06,5.06809909037e-05,1.03407700675e-05,8.96521625637e-05,0.000103664644458,0.00436248013302,0.000967374050463,0.00797839823048,0.000925467843984,0.0159683489061,0.00560025600868,0.0255371119624,0.00990006450973,0.0482196753457,0.0239839524124,0.064538800322,0.0463092845989,0.0887993504313,0.0634624224461,0.105281491168,8.04736998871e-06,0.000391666316374,8.02086829511e-05,0.000692757128899,7.75833997627e-07,3.87291797104e-05,7.89293550769e-06,6.82598252447e-05,2.27618550113e-05,6.68,F005204
3.3179763552e+12,80861252.1518,28956972.1619,39922183.3119,26296083.44,16172250.4304,2533.71235401,21437.0774988,207859.50698,888290.384151,201.537401853,94385.8774066,322149.5512,917702.210685,1632585.40734,8393.83477069,22347.3352682,119808.958661,477935.906645,1191848.0535,1861.18576003,167669.826859,501848.122262,1205924.35832,1915016.8836,14376.5409773,53.017230155,2224.5656599,481.318498466,3830.36103517,58.876916358,2274.7577424,515.639738981,3850.64042654,38.3977194659,1495.20430226,337.16401163,2540.92752742,0.000220834995927,0.00827262872408,0.00187490823372,0.0144132043516,0.00283433249901,0.0273727786057,0.0104400963171,0.0412432347198,0.0247733358156,0.070460915766,0.0436067259666,0.0924533610362,0.0731883023919,0.113501627365,0.0901009142592,0.13491648413,1.64081706076e-05,0.000665824312037,0.000146744759476,0.00114243755784,1.64357005455e-06,6.67343616156e-05,1.4699050897e-05,0.000114281981575,0.000156670363529,0.00583628591537,0.00138183213056,0.0103677486062,0.00132554696646,0.0199198962808,0.0074083046869,0.0310314340247,0.0128528498786,0.0567454860186,0.0295528385924,0.0745675045976,0.0549268259217,0.100949797579,0.0736971059554,0.11841375397,1.24619268494e-05,0.000519027009063,0.000115085143409,0.000888963539068,1.20367086362e-06,5.124557473e-05,1.13160486936e-05,8.7429642143e-05,1.68190942543e-05,6.77,F005204
