#
# VER. = 1.0
# DATE = 2014-12-08
#
# UPDATED
#
# CODE, JCODE, AVS, ARV
6243629032, 0,  0.0,   0.0000
6243629034,21,429.1,   0.9419
6243629041, 0,  0.0,   0.0000
6243629042, 0,  0.0,   0.0000
6243629043,21,429.1,   0.9419
6243629044, 0,  0.0,   0.0000
6243710911, 0,  0.0,   0.0000
6243710912, 0,  0.0,   0.0000
6243710913, 0,  0.0,   0.0000
6243710914, 0,  0.0,   0.0000
6243710921, 0,  0.0,   0.0000
6243710922, 0,  0.0,   0.0000
6243710923, 0,  0.0,   0.0000
6243710924, 0,  0.0,   0.0000
6243710931, 0,  0.0,   0.0000
6243710932, 0,  0.0,   0.0000
6243710933, 0,  0.0,   0.0000
6243710934, 7,351.4,   1.1167
6243710941, 0,  0.0,   0.0000
6243710942, 0,  0.0,   0.0000
6243710943, 7,351.4,   1.1167
6243710944, 7,351.4,   1.1167
6243711811, 0,  0.0,   0.0000
6243711812, 0,  0.0,   0.0000
6243711813, 0,  0.0,   0.0000
6243711814, 0,  0.0,   0.0000
6243711821, 0,  0.0,   0.0000
6243711822, 0,  0.0,   0.0000
6243711823, 0,  0.0,   0.0000
6243711824,21,429.1,   0.9419
6243711831, 0,  0.0,   0.0000
6243711832, 0,  0.0,   0.0000
6243711833, 0,  0.0,   0.0000
6243711834, 0,  0.0,   0.0000
6243711841, 0,  0.0,   0.0000
6243711842,21,429.1,   0.9419
6243711843, 0,  0.0,   0.0000
6243711844, 7,351.4,   1.1167
6243711911,21,429.1,   0.9419
6243711912, 7,351.4,   1.1167
6243711913, 7,351.4,   1.1167
6243711914, 7,351.4,   1.1167
6243711921, 7,351.4,   1.1167
6243711922, 7,351.4,   1.1167
6243711923, 7,351.4,   1.1167
6243711924, 7,351.4,   1.1167
6243711931, 7,351.4,   1.1167
6243711932, 7,351.4,   1.1167
6243711933, 7,351.4,   1.1167
6243711934, 8,361.6,   1.0897
6243711941, 7,351.4,   1.1167
6243711942, 0,  0.0,   0.0000
6243711943,15,179.9,   1.9750
6243711944, 0,  0.0,   0.0000
6243712711, 0,  0.0,   0.0000
6243712712, 0,  0.0,   0.0000
6243712713, 0,  0.0,   0.0000
6243712714, 0,  0.0,   0.0000
6243712721, 0,  0.0,   0.0000
6243712722, 0,  0.0,   0.0000
6243712723, 0,  0.0,   0.0000
6243712724, 0,  0.0,   0.0000
6243712731, 0,  0.0,   0.0000
6243712732, 0,  0.0,   0.0000
6243712733, 0,  0.0,   0.0000
6243712734, 0,  0.0,   0.0000
6243712741, 0,  0.0,   0.0000
6243712742, 0,  0.0,   0.0000
6243712743, 0,  0.0,   0.0000
6243712744,16,260.2,   1.4425
6243712811, 0,  0.0,   0.0000
6243712812, 0,  0.0,   0.0000
6243712813, 0,  0.0,   0.0000
6243712814, 7,351.4,   1.1167
6243712821, 7,351.4,   1.1167
6243712822, 7,351.4,   1.1167
6243712823, 7,351.4,   1.1167
6243712824, 7,351.4,   1.1167
