#
# VER. = 1.0
# DATE = 2014-12-08
#
# UPDATED
#
# CODE, JCODE, AVS, ARV
5637000011,10,419.0,   0.9612
5637000012, 3,424.1,   0.9514
5637000013, 3,327.0,   1.1873
5637000014, 3,410.9,   0.9774
5637000021, 3,386.8,   1.0290
5637000022, 3,381.4,   1.0414
5637000023, 3,409.5,   0.9801
5637000024, 3,421.4,   0.9566
5637000031, 3,372.6,   1.0622
5637000032, 3,395.7,   1.0093
5637000033, 3,406.2,   0.9869
5637000034, 3,425.2,   0.9493
5637000041, 3,422.8,   0.9538
5637000042, 3,418.0,   0.9632
5637000043, 3,410.6,   0.9780
5637000044, 3,399.2,   1.0017
5637000111, 3,327.8,   1.1849
5637000112,10,427.1,   0.9457
5637000113, 3,375.5,   1.0553
5637000114, 3,431.8,   0.9369
5637000121,10,428.6,   0.9429
5637000122, 3,434.1,   0.9328
5637000123, 3,448.9,   0.9064
5637000124, 3,463.0,   0.8829
5637000131, 3,392.1,   1.0171
5637000132, 3,349.9,   1.1209
5637000133, 3,448.2,   0.9076
5637000134, 3,442.2,   0.9180
5637000141, 3,364.2,   1.0833
5637000142, 3,319.7,   1.2104
5637000143, 3,401.8,   0.9962
5637000144, 3,345.9,   1.1319
5637000211, 3,394.6,   1.0118
5637000212, 3,357.6,   1.1000
5637000213, 3,462.4,   0.8837
5637000214, 3,446.9,   0.9099
5637000221, 3,436.7,   0.9280
5637000222, 3,464.6,   0.8802
5637000223, 3,407.3,   0.9847
5637000224, 3,358.4,   1.0981
5637000231, 3,393.0,   1.0152
5637000232, 3,424.9,   0.9498
5637000233, 3,394.6,   1.0118
5637000234, 3,432.3,   0.9360
5637000241, 3,461.3,   0.8855
5637000242, 3,475.1,   0.8636
5637000243, 3,433.7,   0.9334
5637000244, 3,407.1,   0.9851
5637000311, 3,456.5,   0.8936
5637000312, 3,400.8,   0.9984
5637000313, 3,411.6,   0.9760
5637000314, 3,434.8,   0.9314
5637000321, 3,255.2,   1.4667
