#
# VER. = 1.0
# DATE = 2014-12-08
#
# UPDATED
#
# CODE, JCODE, AVS, ARV
5235000011,13,165.6,   2.1195
5235000012,13,166.6,   2.1092
5235000013,13,166.0,   2.1157
5235000014,13,166.2,   2.1132
5235000021,13,167.3,   2.1019
5235000022,13,167.9,   2.0946
5235000023,13,166.7,   2.1081
5235000024,13,167.4,   2.1006
5235000031, 8,352.8,   1.1129
5235000032,13,166.2,   2.1139
5235000033, 8,368.0,   1.0736
5235000034, 8,362.2,   1.0882
5235000041,13,166.2,   2.1132
5235000042,13,167.1,   2.1032
5235000043, 8,367.4,   1.0750
5235000044,13,167.3,   2.1016
5235000111,13,170.5,   2.0683
5235000112, 8,389.9,   1.0219
5235000113,13,168.8,   2.0861
5235000114,13,169.3,   2.0802
5235000121, 8,392.9,   1.0155
5235000122, 8,402.1,   0.9955
5235000123,13,169.6,   2.0773
5235000124, 8,383.0,   1.0376
5235000131,13,167.6,   2.0988
5235000132,13,168.0,   2.0944
5235000133,13,167.5,   2.0997
5235000134,13,167.4,   2.1003
5235000141,13,168.1,   2.0928
5235000142,13,168.7,   2.0866
5235000143,13,167.8,   2.0960
5235000144,13,168.1,   2.0932
5235000211, 8,407.3,   0.9848
5235000212, 8,411.6,   0.9760
5235000213, 8,396.4,   1.0078
5235000214, 8,396.8,   1.0069
5235000221, 8,414.2,   0.9706
5235000222, 8,401.3,   0.9973
5235000223, 8,404.4,   0.9907
5235000224, 8,404.7,   0.9900
5235000231,13,169.2,   2.0816
5235000232, 8,381.7,   1.0408
5235000233,13,168.4,   2.0900
5235000234,13,169.5,   2.0779
5235000241, 8,396.2,   1.0082
5235000242, 8,411.9,   0.9753
5235000243,10,295.1,   1.2958
5235000244, 8,400.0,   0.9999
5235000311, 8,406.5,   0.9863
5235000312, 3,368.2,   1.0731
5235000313, 8,403.7,   0.9922
5235000314, 8,414.0,   0.9711
5235000321, 3,341.9,   1.1431
5235000322, 3,356.2,   1.1039
5235000323, 3,365.2,   1.0805
5235000324, 3,401.9,   0.9959
5235000331, 8,419.8,   0.9598
5235000332, 3,388.8,   1.0244
5235000333, 8,407.1,   0.9852
5235000334, 3,415.1,   0.9690
5235000341, 3,340.9,   1.1458
5235000342, 3,377.7,   1.0501
5235000343, 3,391.4,   1.0187
5235000344, 3,374.4,   1.0580
5235000411, 3,384.6,   1.0341
5235000412, 3,391.4,   1.0187
5235000413, 3,399.5,   1.0011
5235000414, 3,398.0,   1.0043
5235000421, 3,381.4,   1.0414
5235000422, 3,377.0,   1.0518
5235000423, 3,380.9,   1.0426
5235000424, 3,408.6,   0.9820
5235000431, 3,409.1,   0.9811
5235000432, 3,422.1,   0.9553
5235000433, 3,392.6,   1.0161
5235000434, 3,390.5,   1.0207
5235000441, 3,421.1,   0.9572
5235000442, 3,428.6,   0.9428
5235000443, 3,354.1,   1.1093
5235000444, 3,427.3,   0.9453
5235000511, 3,403.3,   0.9930
5235000512, 3,425.5,   0.9488
5235000513, 3,419.3,   0.9606
5235000514, 3,434.8,   0.9314
5235000521, 3,451.6,   0.9018
5235000522, 3,345.6,   1.1327
5235000523, 3,455.7,   0.8948
5235000524, 3,414.2,   0.9707
5235000531, 3,417.3,   0.9646
5235000532, 3,421.5,   0.9564
5235000533, 3,405.6,   0.9881
5235000534, 3,451.1,   0.9026
5235000541, 3,440.6,   0.9209
5235000542, 3,440.7,   0.9207
5235000543, 3,400.2,   0.9995
5235000544, 3,423.5,   0.9525
5235000611, 3,427.1,   0.9456
5235000612, 3,373.6,   1.0599
5235000613,10,346.3,   1.1307
5235000614, 3,433.0,   0.9347
5235000621, 3,409.3,   0.9806
5235000622, 3,441.9,   0.9187
5235000623, 3,422.9,   0.9536
5235000624, 3,376.4,   1.0531
5235000631,10,353.0,   1.1124
5235000632, 3,425.8,   0.9482
5235000633, 3,445.2,   0.9128
5235000634,10,346.1,   1.1312
5235000641, 3,437.1,   0.9273
5235000642, 3,379.6,   1.0455
5235000643, 3,444.1,   0.9147
5235000644, 3,434.1,   0.9326
5235000711, 3,454.4,   0.8970
5235000712, 3,455.7,   0.8948
