,lat,lon
0,45.879,152.087
1,45.254,150.718
2,44.939,151.088
3,44.574,151.5
4,45.054,150.316
5,44.696,150.639
6,44.366,151.045
7,44.845,149.862
8,44.539,150.234
9,44.116,150.692
10,44.645,149.46
11,45.622,152.403
12,44.279,149.831
13,43.875,150.291
14,44.384,149.008
15,44.124,149.274
16,43.859,149.635
17,43.683,149.891
18,44.138,148.561
19,43.872,148.823
20,43.617,149.135
21,43.4,149.391
22,45.318,152.766
23,43.877,148.059
24,43.576,148.376
25,43.326,148.634
26,43.099,148.888
27,43.644,147.56
28,43.371,147.819
29,43.083,148.184
30,42.832,148.383
31,45.673,151.631
32,45.364,151.949
33,45.068,152.363
34,45.459,151.224
35,45.148,151.542
36,44.842,151.906
