,lat,lon
0,43.308,147.001
1,42.527,146.337
2,42.237,146.697
3,41.927,146.991
4,42.793,145.584
5,42.392,145.886
6,42.012,146.232
7,41.752,146.551
8,42.528,145.073
9,42.2,145.388
10,41.871,145.835
11,42.982,147.31
12,41.526,146.137
13,42.377,144.552
14,42.083,144.829
15,41.914,145.152
16,41.67,145.455
17,41.401,145.747
18,42.285,144.114
19,41.98,144.301
20,41.755,144.716
21,41.625,145.026
22,42.689,147.57
23,41.288,145.42
24,42.176,143.701
25,42.084,143.309
26,41.964,143.699
27,41.776,144.102
28,41.589,144.515
29,41.357,144.908
30,42.396,147.821
31,43.088,146.529
32,42.737,146.893
33,42.454,147.156
34,42.144,147.4
35,42.896,146.08
