,code,source,proba1an
10534,CIZU_3_705,ZoneEarthquake,0.000603073
10535,CIZU_3_704,ZoneEarthquake,0.000539364
10536,CIZU_3_707,ZoneEarthquake,0.000811544
10537,CIZU_3_706,ZoneEarthquake,0.000704563
10538,CPHL_INTER_5_4259,ZoneEarthquake,0.00150031
10539,CPHL_INTER_5_4258,ZoneEarthquake,0.0016041
10540,CPHL_INTER_1_1001,ZoneEarthquake,0.000277753
10541,CPHL_INTER_1_1000,ZoneEarthquake,0.000278588
10542,CPCF_INTER_12_5931,DomainEarthquake,0.00369545
10543,CPCF_INTER_12_5930,DomainEarthquake,0.00325702
10544,CPCF_INTER_12_5932,DomainEarthquake,0.00394761
10545,CGR5_9_6265,ZoneEarthquake,0.000341079
10546,CGR5_9_6264,ZoneEarthquake,0.000393486
10547,CGR5_9_6267,ZoneEarthquake,0.000361186
10548,CGR5_9_6266,ZoneEarthquake,0.000338462
10549,CGR5_9_6261,ZoneEarthquake,0.00176622
10550,CGR5_9_6260,ZoneEarthquake,0.0028456
10551,CGR5_9_6263,ZoneEarthquake,0.000564114
10552,CGR5_9_6262,ZoneEarthquake,0.00098145
10553,CGR5_9_6269,ZoneEarthquake,0.00043153
10554,CGR5_9_6268,ZoneEarthquake,0.000397725
10555,CGR5_8_2806,ZoneEarthquake,0.000585668
10556,CGR5_8_2807,ZoneEarthquake,0.000558268
10557,CGR5_8_2804,ZoneEarthquake,0.000646572
10558,CGR5_8_2805,ZoneEarthquake,0.000619201
10559,CPHL_INTRA_5_4227,ZoneEarthquake,0.00150791
10560,CGR5_8_2808,ZoneEarthquake,0.000546339
10561,CGR5_8_2809,ZoneEarthquake,0.000546663
10562,F002501,SegmentEarthquake,0.00167365383586
10563,CPHL_INTRA_1_443,ZoneEarthquake,0.000545828
10564,CPCF_INTER_1_574,ZoneEarthquake,0.0165754
10565,CPCF_INTER_1_575,ZoneEarthquake,0.017116
10566,CPCF_INTER_1_576,ZoneEarthquake,0.017773
10567,CPCF_INTER_1_577,ZoneEarthquake,0.0185208
10568,CPCF_INTER_1_570,ZoneEarthquake,0.0133105
10569,CPCF_INTER_1_571,ZoneEarthquake,0.0144426
10570,CGR5_2_2688,ZoneEarthquake,0.000656373
10571,CGR5_2_2689,ZoneEarthquake,0.000828784
10572,CPCF_INTER_1_578,ZoneEarthquake,0.0192441
10573,CPCF_INTER_1_579,ZoneEarthquake,0.0198023
10574,CPCF_INTRA_3_2737,ZoneEarthquake,0.000453927
10575,CGR5_18_7230,ZoneEarthquake,0.00260468
10576,CGR5_18_7231,ZoneEarthquake,0.00250124
10577,CGR5_18_7232,ZoneEarthquake,0.00209402
10578,CGR5_18_7233,ZoneEarthquake,0.0016031
10579,CGR5_18_7234,ZoneEarthquake,0.00119564
10580,CGR5_18_7235,ZoneEarthquake,0.000920231
10581,CGR5_18_7236,ZoneEarthquake,0.00075777
10582,CGR5_18_7237,ZoneEarthquake,0.000676522
10583,CGR5_18_7238,ZoneEarthquake,0.000648372
10584,CGR5_18_7239,ZoneEarthquake,0.000647206
10585,CPHL_INTRA_1_442,ZoneEarthquake,0.000619206
10586,CIZU_3_2456,ZoneEarthquake,0.000403779
10587,CIZU_3_2457,ZoneEarthquake,0.000403779
10588,CIZU_3_2454,ZoneEarthquake,0.000403779
10589,CIZU_3_2455,ZoneEarthquake,0.000403779
10590,CIZU_3_2452,ZoneEarthquake,0.000403779
10591,CIZU_3_2453,ZoneEarthquake,0.000403779
10592,CIZU_3_2450,ZoneEarthquake,0.000403779
10593,CIZU_3_2451,ZoneEarthquake,0.000403779
10594,CGR5_4_1391,ZoneEarthquake,0.000208517
10595,CGR5_4_1390,ZoneEarthquake,0.000209187
10596,CIZU_3_2458,ZoneEarthquake,0.000403779
10597,CPHL_INTRA_3_519,ZoneEarthquake,0.00281318
10598,CIZU_3_1905,ZoneEarthquake,0.000440997
10599,CPCF_INTER_12_6355,DomainEarthquake,0.00276226
10600,CIZU_3_1907,ZoneEarthquake,0.000619771
10601,CPCF_INTER_12_6357,DomainEarthquake,0.00269727
10602,CIZU_3_1901,ZoneEarthquake,0.000395163
10603,CIZU_3_1900,ZoneEarthquake,0.000394705
10604,CIZU_3_1903,ZoneEarthquake,0.000402374
10605,CPCF_INTER_12_6353,DomainEarthquake,0.002837
10606,CPHL_INTRA_3_650,ZoneEarthquake,0.00343231
10607,CIZU_3_1909,ZoneEarthquake,0.00102661
10608,CPCF_INTER_12_6359,DomainEarthquake,0.00473606
10609,CGR5_9_5794,ZoneEarthquake,0.000447571
10610,CGR5_9_5795,ZoneEarthquake,0.000467877
10611,CGR5_9_5796,ZoneEarthquake,0.000508892
10612,CGR5_9_5797,ZoneEarthquake,0.000534403
10613,CPCF_INTRA_5_3385,ZoneEarthquake,0.000250301
10614,CPCF_INTRA_5_3384,ZoneEarthquake,0.000233058
10615,CPCF_INTRA_5_3387,ZoneEarthquake,0.000321869
10616,CGR5_9_5793,ZoneEarthquake,0.00046589
10617,CPCF_INTRA_5_3389,ZoneEarthquake,0.000479032
10618,CPCF_INTRA_5_3388,ZoneEarthquake,0.000385492
10619,CPCF_INTRA_3_2885,ZoneEarthquake,0.000504622
10620,CPCF_INTRA_3_2884,ZoneEarthquake,0.000486146
10621,CGR5_9_5798,ZoneEarthquake,0.000519026
10622,CGR5_9_5799,ZoneEarthquake,0.000467863
10623,CPCF_INTRA_3_2881,ZoneEarthquake,0.000443096
10624,CPCF_INTRA_3_2880,ZoneEarthquake,0.000439293
10625,CPHL_INTER_1_434,ZoneEarthquake,0.0002361
10626,CPHL_INTRA_6_4415,ZoneEarthquake,0.00400833
10627,CPHL_INTER_1_435,ZoneEarthquake,0.000248069
10628,CPHL_INTRA_6_4417,ZoneEarthquake,0.00395268
10629,CGR5_25_9166,ZoneEarthquake,0.00167005
10630,CGR5_25_9167,ZoneEarthquake,0.00156897
10631,CGR5_25_9164,ZoneEarthquake,0.00237344
10632,CGR5_25_9165,ZoneEarthquake,0.00194503
10633,CGR5_25_9162,ZoneEarthquake,0.00312525
10634,CGR5_25_9163,ZoneEarthquake,0.00282712
10635,CGR5_25_9160,ZoneEarthquake,0.00276691
10636,CGR5_25_9161,ZoneEarthquake,0.00311841
10637,CGR5_25_9168,ZoneEarthquake,0.00156571
10638,CGR5_25_9169,ZoneEarthquake,0.00154904
10639,CGR5_22_3668,ZoneEarthquake,0.000274435
10640,CGR5_22_3669,ZoneEarthquake,0.000278308
10641,CGR5_22_3666,ZoneEarthquake,0.00027048
10642,CGR5_22_3667,ZoneEarthquake,0.000271741
10643,CGR5_22_3664,ZoneEarthquake,0.000271142
10644,CGR5_22_3665,ZoneEarthquake,0.000270417
10645,CGR5_22_3662,ZoneEarthquake,0.0002738
10646,CGR5_22_3663,ZoneEarthquake,0.000272332
10647,CGR5_22_3661,ZoneEarthquake,0.000275413
10648,CPHL_INTER_5_2908,ZoneEarthquake,0.00261408
10649,CPHL_INTRA_4_2014,ZoneEarthquake,0.00326454
10650,CGR5_23_5719,ZoneEarthquake,0.000257546
10651,CGR5_23_5718,ZoneEarthquake,0.000255008
10652,CGR5_23_5717,ZoneEarthquake,0.000253599
10653,CGR5_23_5716,ZoneEarthquake,0.00025122
10654,CGR5_23_5715,ZoneEarthquake,0.000247662
10655,CGR5_23_5714,ZoneEarthquake,0.000244001
10656,CGR5_23_5713,ZoneEarthquake,0.000241413
10657,CGR5_23_5712,ZoneEarthquake,0.000240478
10658,CGR5_23_5711,ZoneEarthquake,0.000241333
10659,CGR5_23_5710,ZoneEarthquake,0.000243939
10660,CPHL_INTRA_4_2017,ZoneEarthquake,0.00173462
10661,CPHL_INTRA_4_1896,ZoneEarthquake,0.00274151
10662,CGR5_6_2414,ZoneEarthquake,0.000280614
10663,CPCF_INTER_1_899,ZoneEarthquake,0.0123567
10664,CPCF_INTER_1_898,ZoneEarthquake,0.0116568
10665,CPCF_INTER_1_897,ZoneEarthquake,0.0110768
10666,CPCF_INTER_1_896,ZoneEarthquake,0.0105846
10667,CPHL_INTRA_4_2735,ZoneEarthquake,0.00161526
10668,CPHL_INTRA_4_2734,ZoneEarthquake,0.00199343
10669,CPHL_INTRA_4_2736,ZoneEarthquake,0.00135315
10670,CPHL_INTRA_4_2731,ZoneEarthquake,0.0022285
10671,CPHL_INTRA_4_2730,ZoneEarthquake,0.00179685
10672,CPHL_INTRA_4_2733,ZoneEarthquake,0.0023442
10673,CPHL_INTRA_4_2732,ZoneEarthquake,0.00245621
10674,CPCF_INTRA_12_6731,DomainEarthquake,0.000394839
10675,CGR5_8_3735,ZoneEarthquake,0.000682481
10676,CPCF_INTRA_10_69,DomainEarthquake,0.00138875
10677,CGR5_8_4501,ZoneEarthquake,0.000740919
10678,CGR5_8_4500,ZoneEarthquake,0.00076457
10679,CGR5_8_3731,ZoneEarthquake,0.000658702
10680,CGR5_8_4502,ZoneEarthquake,0.000703944
10681,CPHL_INTRA_4_2087,ZoneEarthquake,0.00258777
10682,CPCF_INTRA_10_67,DomainEarthquake,0.00153723
10683,CPHL_INTRA_4_2085,ZoneEarthquake,0.00176561
10684,CPHL_INTRA_4_2084,ZoneEarthquake,0.00143204
10685,CGR5_13_7148,ZoneEarthquake,0.00173656
10686,CGR5_13_7147,ZoneEarthquake,0.00204284
10687,CGR5_13_7146,ZoneEarthquake,0.00212612
10688,CGR5_13_7145,ZoneEarthquake,0.00192398
10689,CGR5_13_7144,ZoneEarthquake,0.00154158
10690,CGR5_13_7143,ZoneEarthquake,0.00116124
10691,CGR5_13_7142,ZoneEarthquake,0.000898156
10692,CPCF_INTER_1_1316,ZoneEarthquake,0.0190833
10693,CPCF_INTER_1_1317,ZoneEarthquake,0.0188506
10694,CPCF_INTER_1_1314,ZoneEarthquake,0.0199173
10695,CPCF_INTER_1_1315,ZoneEarthquake,0.0194148
10696,CPCF_INTER_1_1312,ZoneEarthquake,0.0205069
10697,CPCF_INTER_1_1313,ZoneEarthquake,0.0203996
10698,CPCF_INTER_1_1311,ZoneEarthquake,0.0199322
10699,CPCF_INTER_1_1318,ZoneEarthquake,0.0184477
10700,CPCF_INTER_1_1319,ZoneEarthquake,0.0176114
10701,CPCF_INTRA_12_6733,DomainEarthquake,0.000490198
10702,F007201,SegmentEarthquake,7.69290206684e-87
10703,CPCF_INTRA_4_3781,ZoneEarthquake,0.000481166
10704,CGR5_21_8518,ZoneEarthquake,0.000938373
10705,CGR5_21_8512,ZoneEarthquake,0.00156264
10706,CGR5_21_8513,ZoneEarthquake,0.00152487
10707,CGR5_21_8514,ZoneEarthquake,0.00134835
10708,CGR5_21_8515,ZoneEarthquake,0.00115205
10709,CGR5_21_8516,ZoneEarthquake,0.00101769
10710,CGR5_21_8517,ZoneEarthquake,0.000953726
10711,CPCF_INTRA_13_5941,DomainEarthquake,0.00149861
10712,CPCF_INTRA_13_5940,DomainEarthquake,0.00123123
10713,CJPS_1_73,ZoneEarthquake,0.000386499
10714,CJPS_1_72,ZoneEarthquake,0.000386492
10715,CJPS_1_71,ZoneEarthquake,0.00038655
10716,CJPS_1_70,ZoneEarthquake,0.000386694
10717,CJPS_1_77,ZoneEarthquake,0.000394384
10718,CJPS_1_76,ZoneEarthquake,0.000395115
10719,CJPS_1_75,ZoneEarthquake,0.000394861
10720,CJPS_1_74,ZoneEarthquake,0.000393842
10721,CJPS_1_79,ZoneEarthquake,0.000391006
10722,CJPS_1_78,ZoneEarthquake,0.000392844
10723,CPHL_INTER_5_2600,ZoneEarthquake,0.00178436
10724,CPHL_INTER_5_2601,ZoneEarthquake,0.00182227
10725,CPHL_INTER_7_4705,ZoneEarthquake,9.24343e-05
10726,CPHL_INTER_7_4704,ZoneEarthquake,0.000107403
10727,CPHL_INTER_7_4707,ZoneEarthquake,8.01369e-05
10728,CPHL_INTER_7_4706,ZoneEarthquake,8.36724e-05
10729,CPCF_INTRA_12_7212,DomainEarthquake,0.000467647
10730,CPHL_INTER_7_4703,ZoneEarthquake,0.00012781
10731,CPCF_INTER_4_3817,ZoneEarthquake,0.00828523
10732,CPCF_INTER_4_3818,ZoneEarthquake,0.00861108
10733,CPCF_INTER_4_3819,ZoneEarthquake,0.00843887
10734,CPCF_INTRA_12_7213,DomainEarthquake,0.000556617
10735,CPHL_INTER_7_4709,ZoneEarthquake,9.3062e-05
10736,CPHL_INTER_7_4708,ZoneEarthquake,8.23478e-05
10737,CGR5_2_2772,ZoneEarthquake,0.000618135
10738,CPHL_INTRA_2_1539,ZoneEarthquake,0.0015519
10739,CGR5_2_2770,ZoneEarthquake,0.000571282
10740,CGR5_15_7022,ZoneEarthquake,0.000769771
10741,CGR5_15_7023,ZoneEarthquake,0.000800967
10742,CGR5_15_7020,ZoneEarthquake,0.000677554
10743,CGR5_15_7021,ZoneEarthquake,0.000721785
10744,CGR5_15_7026,ZoneEarthquake,0.000701981
10745,CGR5_15_7027,ZoneEarthquake,0.000642424
10746,CGR5_15_7024,ZoneEarthquake,0.000798587
10747,CGR5_15_7025,ZoneEarthquake,0.000760997
10748,CPCF_INTRA_12_7218,DomainEarthquake,0.000698124
10749,CGR5_15_7028,ZoneEarthquake,0.000598493
10750,CGR5_15_7029,ZoneEarthquake,0.000574517
10751,CPHL_INTRA_1_155,ZoneEarthquake,0.0007449
10752,CPCF_INTRA_12_7219,DomainEarthquake,0.000683949
10753,CPHL_INTRA_1_154,ZoneEarthquake,0.000941303
10754,CGR5_21_7774,ZoneEarthquake,0.000919922
10755,CGR5_21_7771,ZoneEarthquake,0.000903762
10756,CGR5_21_7770,ZoneEarthquake,0.000913389
10757,CGR5_21_7773,ZoneEarthquake,0.000929869
10758,CGR5_21_7772,ZoneEarthquake,0.000916495
10759,CPHL_INTRA_1_151,ZoneEarthquake,0.0014631
10760,CPHL_INTRA_1_150,ZoneEarthquake,0.00144417
10761,CGR5_4_499,ZoneEarthquake,0.000214027
10762,CPCF_INTRA_1_626,ZoneEarthquake,0.00660506
10763,CPCF_INTRA_1_627,ZoneEarthquake,0.00675638
10764,CPCF_INTRA_1_624,ZoneEarthquake,0.00618891
10765,CPCF_INTRA_1_625,ZoneEarthquake,0.00639884
10766,CPCF_INTRA_1_622,ZoneEarthquake,0.00585211
10767,CPCF_INTRA_1_623,ZoneEarthquake,0.00600753
10768,CPCF_INTRA_1_620,ZoneEarthquake,0.00545314
10769,CPCF_INTRA_1_621,ZoneEarthquake,0.00568471
10770,CPCF_INTRA_1_628,ZoneEarthquake,0.00679745
10771,F01240A,MultiSegmentEarthquake,0.0
10772,CPHL_INTRA_1_159,ZoneEarthquake,0.000413449
10773,CPHL_INTRA_1_158,ZoneEarthquake,0.00038687
10774,CGR5_15_6955,ZoneEarthquake,0.000541065
10775,CGR5_15_6954,ZoneEarthquake,0.000544942
10776,CGR5_15_6957,ZoneEarthquake,0.000538365
10777,CGR5_15_6956,ZoneEarthquake,0.000539495
10778,CGR5_15_6951,ZoneEarthquake,0.00056687
10779,CGR5_15_6950,ZoneEarthquake,0.000571265
10780,CGR5_15_6953,ZoneEarthquake,0.000551585
10781,CGR5_15_6952,ZoneEarthquake,0.000559608
10782,CPHL_INTRA_1_139,ZoneEarthquake,0.00085427
10783,CPHL_INTRA_1_138,ZoneEarthquake,0.000730703
10784,CGR5_15_6959,ZoneEarthquake,0.000536534
10785,CGR5_15_6958,ZoneEarthquake,0.000536829
10786,CPHL_INTER_1_539,ZoneEarthquake,0.000302731
10787,CPHL_INTER_1_538,ZoneEarthquake,0.000276508
10788,CPHL_INTRA_5_2568,ZoneEarthquake,0.000882926
10789,CPHL_INTRA_5_2541,ZoneEarthquake,0.00107746
10790,CPHL_INTRA_5_2540,ZoneEarthquake,0.00101693
10791,CPHL_INTRA_5_2543,ZoneEarthquake,0.000989282
10792,CPHL_INTRA_5_2542,ZoneEarthquake,0.00106421
10793,CGR5_3_1012,ZoneEarthquake,0.000342875
10794,CPCF_INTER_12_7090,DomainEarthquake,0.00348536
10795,CPHL_INTRA_3_772,ZoneEarthquake,0.00304122
10796,CPCF_INTER_2_2465,ZoneEarthquake,0.00327649
10797,CPHL_INTRA_5_2563,ZoneEarthquake,0.00202232
10798,CPHL_INTRA_5_2562,ZoneEarthquake,0.00189277
10799,CPHL_INTRA_5_2561,ZoneEarthquake,0.00157883
10800,CPHL_INTRA_5_2560,ZoneEarthquake,0.00134269
10801,CPHL_INTRA_3_779,ZoneEarthquake,0.00443571
10802,CPHL_INTRA_3_778,ZoneEarthquake,0.00434074
10803,CPHL_INTRA_5_2565,ZoneEarthquake,0.00144731
10804,CGR5_25_9209,ZoneEarthquake,0.00132375
10805,CGR5_25_9208,ZoneEarthquake,0.00121209
10806,CGR5_25_9207,ZoneEarthquake,0.00132939
10807,CGR5_25_9206,ZoneEarthquake,0.00163866
10808,CGR5_25_9205,ZoneEarthquake,0.00197475
10809,CGR5_25_9204,ZoneEarthquake,0.00216916
10810,F012402,SegmentEarthquake,0.00191126651578
10811,CGR5_25_9202,ZoneEarthquake,0.00204877
10812,CGR5_25_9201,ZoneEarthquake,0.00194451
10813,F012401,SegmentEarthquake,0.0
10814,CGR5_7_5189,ZoneEarthquake,0.00033114
10815,CGR5_7_5188,ZoneEarthquake,0.000315114
10816,CGR5_7_5183,ZoneEarthquake,0.000310394
10817,F014121,SegmentEarthquake,3.04043060244e-10
10818,CGR5_7_5187,ZoneEarthquake,0.000310508
10819,CGR5_7_5186,ZoneEarthquake,0.000311762
10820,CGR5_7_5185,ZoneEarthquake,0.000313589
10821,CGR5_7_5184,ZoneEarthquake,0.000313052
10822,CPHL_INTER_5_4188,ZoneEarthquake,0.00157053
10823,CPCF_INTRA_13_6840,DomainEarthquake,0.000834707
10824,CPCF_INTRA_6_4172,ZoneEarthquake,0.00050512
10825,CPCF_INTRA_6_4173,ZoneEarthquake,0.000506739
10826,CPCF_INTRA_6_4170,ZoneEarthquake,0.000522724
10827,CPCF_INTRA_6_4171,ZoneEarthquake,0.000509451
10828,CPCF_INTRA_6_4176,ZoneEarthquake,0.000486915
10829,CPCF_INTRA_6_4174,ZoneEarthquake,0.000507139
10830,CPCF_INTRA_6_4175,ZoneEarthquake,0.000500684
10831,CPCF_INTRA_2_2130,ZoneEarthquake,0.00371946
10832,CPCF_INTRA_2_2131,ZoneEarthquake,0.00352647
10833,CPCF_INTRA_2_2132,ZoneEarthquake,0.00326147
10834,CPCF_INTRA_2_2133,ZoneEarthquake,0.00299853
10835,CPCF_INTRA_2_2134,ZoneEarthquake,0.00274326
10836,CPCF_INTRA_2_2135,ZoneEarthquake,0.00246557
10837,CPCF_INTRA_2_2136,ZoneEarthquake,0.00216416
10838,CPCF_INTRA_2_2137,ZoneEarthquake,0.00188797
10839,CPCF_INTRA_2_2138,ZoneEarthquake,0.00169769
10840,CPCF_INTRA_2_2139,ZoneEarthquake,0.00161362
10841,CPHL_INTER_5_3283,ZoneEarthquake,0.00517994
10842,CPHL_INTER_5_3282,ZoneEarthquake,0.0066365
10843,CPHL_INTER_5_3281,ZoneEarthquake,0.0074169
10844,CPHL_INTER_5_3280,ZoneEarthquake,0.00684715
10845,CPCF_INTRA_1_416,ZoneEarthquake,0.00352188
10846,CPHL_INTER_5_3285,ZoneEarthquake,0.00300295
10847,CPHL_INTER_5_3284,ZoneEarthquake,0.00387786
10848,CGR5_10_4013,ZoneEarthquake,0.00143313
10849,CGR5_10_4015,ZoneEarthquake,0.00151458
10850,CGR5_10_4014,ZoneEarthquake,0.00149031
10851,CGR5_10_4017,ZoneEarthquake,0.00142485
10852,CGR5_10_4016,ZoneEarthquake,0.00149035
10853,CGR5_10_4018,ZoneEarthquake,0.00134726
10854,CPCF_INTER_4_4408,ZoneEarthquake,0.00497011
10855,CPCF_INTER_4_4409,ZoneEarthquake,0.00510959
10856,CPHL_INTER_2_1887,ZoneEarthquake,0.00282076
10857,CPCF_INTRA_11_3532,DomainEarthquake,0.00100092
10858,CPHL_INTER_2_1889,ZoneEarthquake,0.0023067
10859,CPHL_INTER_2_1586,ZoneEarthquake,0.0023897
10860,CPHL_INTER_2_1585,ZoneEarthquake,0.00286269
10861,CPHL_INTER_2_1584,ZoneEarthquake,0.00365666
10862,CPCF_INTER_1_1051,ZoneEarthquake,0.0112461
10863,CPCF_INTER_1_1050,ZoneEarthquake,0.0106628
10864,CPCF_INTER_1_1053,ZoneEarthquake,0.0137882
10865,CPCF_INTER_1_1052,ZoneEarthquake,0.0122298
10866,CPCF_INTER_1_1055,ZoneEarthquake,0.01872
10867,CPCF_INTER_1_1054,ZoneEarthquake,0.0159957
10868,CPCF_INTER_1_1057,ZoneEarthquake,0.0240065
10869,CPCF_INTER_1_1056,ZoneEarthquake,0.0215685
10870,CPCF_INTER_1_1059,ZoneEarthquake,0.0262998
10871,CPCF_INTER_1_1058,ZoneEarthquake,0.0256194
10872,CPCF_INTRA_12_6349,DomainEarthquake,0.000372305
10873,CPCF_INTRA_12_6348,DomainEarthquake,0.000339322
10874,CPHL_INTRA_5_2539,ZoneEarthquake,0.000937198
10875,CPCF_INTER_12_6628,DomainEarthquake,0.00217406
10876,CPCF_INTER_12_6629,DomainEarthquake,0.00200048
10877,CPCF_INTER_12_6624,DomainEarthquake,0.00320387
10878,CPCF_INTER_12_6625,DomainEarthquake,0.00296408
10879,CPCF_INTER_12_6626,DomainEarthquake,0.00265962
10880,CPCF_INTER_12_6627,DomainEarthquake,0.00238577
10881,CPCF_INTER_12_6620,DomainEarthquake,0.00243779
10882,CPCF_INTER_12_6621,DomainEarthquake,0.00285183
10883,CPCF_INTER_12_6622,DomainEarthquake,0.00316074
10884,CPCF_INTER_12_6623,DomainEarthquake,0.00328405
10885,CPHL_INTRA_4_1079,ZoneEarthquake,0.00217105
10886,F004801,SegmentEarthquake,0.00154776747511
10887,F004803,SegmentEarthquake,0.000131570291238
10888,F004802,SegmentEarthquake,0.000249968752604
10889,G030148,SegmentEarthquake,0.000285673473275
10890,G030146,SegmentEarthquake,1.37361693943e-05
10891,G030147,SegmentEarthquake,2.01610870851e-05
10892,G030144,SegmentEarthquake,0.000243872697243
10893,G030145,SegmentEarthquake,1.07874283309e-05
10894,G030143,SegmentEarthquake,1.88677465301e-05
10895,CPCF_INTRA_4_4988,ZoneEarthquake,0.000733758
10896,CPHL_INTER_2_1749,ZoneEarthquake,0.00652856
10897,CPHL_INTRA_5_4232,ZoneEarthquake,0.00205371
10898,CGR5_4_1150,ZoneEarthquake,0.000244388
10899,CPHL_INTRA_5_4191,ZoneEarthquake,0.000951836
10900,CPHL_INTER_1_270,ZoneEarthquake,0.00022405
10901,CPHL_INTER_1_271,ZoneEarthquake,0.000248477
10902,CPHL_INTER_1_272,ZoneEarthquake,0.000259985
10903,CPHL_INTER_1_273,ZoneEarthquake,0.000251981
10904,CPHL_INTER_1_274,ZoneEarthquake,0.000235989
10905,CPCF_INTRA_11_2415,DomainEarthquake,0.0013501
10906,CPCF_INTRA_11_2416,DomainEarthquake,0.00133681
10907,CPCF_INTRA_11_2417,DomainEarthquake,0.00131041
10908,CPCF_INTRA_11_2418,DomainEarthquake,0.00128079
10909,CPCF_INTRA_11_2419,DomainEarthquake,0.00126224
10910,CPCF_INTRA_10_2060,DomainEarthquake,0.0069261
10911,CPCF_INTRA_10_2061,DomainEarthquake,0.00842215
10912,CGR5_19_8401,ZoneEarthquake,0.00036775
10913,CGR5_19_8400,ZoneEarthquake,0.000372095
10914,CPHL_INTRA_4_1921,ZoneEarthquake,0.00185553
10915,CPHL_INTRA_4_1920,ZoneEarthquake,0.00232366
10916,CPHL_INTRA_4_1923,ZoneEarthquake,0.00121369
10917,CPHL_INTRA_4_1922,ZoneEarthquake,0.00146052
10918,CPHL_INTRA_4_1925,ZoneEarthquake,0.00135366
10919,CPHL_INTRA_4_1924,ZoneEarthquake,0.0011662
10920,CPHL_INTRA_4_1926,ZoneEarthquake,0.00178785
10921,CPCF_INTRA_10_1089,DomainEarthquake,0.00188863
10922,CPCF_INTRA_10_1088,DomainEarthquake,0.00176301
10923,CIZU_3_1378,ZoneEarthquake,0.000410167
10924,CIZU_3_1379,ZoneEarthquake,0.000401451
10925,CIZU_3_1372,ZoneEarthquake,0.000386889
10926,CIZU_3_1373,ZoneEarthquake,0.000388731
10927,CIZU_3_1370,ZoneEarthquake,0.000386269
10928,CIZU_3_1371,ZoneEarthquake,0.000386373
10929,CPCF_INTRA_10_1085,DomainEarthquake,0.00134004
10930,CIZU_3_1377,ZoneEarthquake,0.000414068
10931,CIZU_3_1374,ZoneEarthquake,0.000393391
10932,CIZU_3_1375,ZoneEarthquake,0.00040145
10933,CGR5_4_1604,ZoneEarthquake,0.000211483
10934,CGR5_4_1601,ZoneEarthquake,0.000209309
10935,CGR5_4_1600,ZoneEarthquake,0.000210552
10936,CGR5_4_1603,ZoneEarthquake,0.000209932
10937,CGR5_4_1602,ZoneEarthquake,0.000209058
10938,CGR5_3_1882,ZoneEarthquake,0.000782312
10939,CGR5_3_1883,ZoneEarthquake,0.000802171
10940,CGR5_3_1880,ZoneEarthquake,0.000585935
10941,CGR5_3_1881,ZoneEarthquake,0.000702235
10942,CGR5_3_1886,ZoneEarthquake,0.000594781
10943,CGR5_3_1887,ZoneEarthquake,0.000499903
10944,CGR5_3_1884,ZoneEarthquake,0.000763687
10945,CGR5_3_1885,ZoneEarthquake,0.00068742
10946,CGR5_8_3247,ZoneEarthquake,0.000587578
10947,CGR5_8_3246,ZoneEarthquake,0.000547893
10948,CGR5_3_1888,ZoneEarthquake,0.000413625
10949,CGR5_8_3244,ZoneEarthquake,0.000517298
10950,CGR5_8_3243,ZoneEarthquake,0.000525655
10951,CGR5_8_3242,ZoneEarthquake,0.000550098
10952,CGR5_8_3241,ZoneEarthquake,0.000589196
10953,CPCF_INTRA_11_3026,DomainEarthquake,0.00113784
10954,CPHL_INTER_2_1657,ZoneEarthquake,0.00267071
10955,CPHL_INTER_2_1656,ZoneEarthquake,0.00366359
10956,CPHL_INTER_2_1655,ZoneEarthquake,0.00519835
10957,CPHL_INTER_2_1654,ZoneEarthquake,0.00696918
10958,CPHL_INTER_2_1653,ZoneEarthquake,0.00831104
10959,CPHL_INTER_2_1652,ZoneEarthquake,0.00856933
10960,CPHL_INTER_2_1651,ZoneEarthquake,0.00761035
10961,CPHL_INTER_2_1650,ZoneEarthquake,0.00593447
10962,CPHL_INTER_2_1659,ZoneEarthquake,0.00197906
10963,CPHL_INTER_2_1658,ZoneEarthquake,0.00217283
10964,CPCF_INTRA_12_7579,DomainEarthquake,0.000327595
10965,CPCF_INTRA_12_7578,DomainEarthquake,0.000267055
10966,CPCF_INTRA_12_7575,DomainEarthquake,0.000200511
10967,CPCF_INTRA_12_7574,DomainEarthquake,0.000201727
10968,CPCF_INTRA_12_7577,DomainEarthquake,0.000226285
10969,CPCF_INTRA_12_7576,DomainEarthquake,0.000206503
10970,CPCF_INTRA_12_7571,DomainEarthquake,0.000215649
10971,CPCF_INTRA_12_7570,DomainEarthquake,0.000212892
10972,CPCF_INTRA_12_7573,DomainEarthquake,0.000206861
10973,CPCF_INTRA_12_7572,DomainEarthquake,0.000212895
10974,CJPS_1_1098,ZoneEarthquake,0.000478655
10975,CJPS_1_1099,ZoneEarthquake,0.000586057
10976,CJPS_1_1090,ZoneEarthquake,0.000498522
10977,CJPS_1_1091,ZoneEarthquake,0.000488135
10978,CJPS_1_1092,ZoneEarthquake,0.000479504
10979,CJPS_1_1093,ZoneEarthquake,0.000476214
10980,CJPS_1_1094,ZoneEarthquake,0.000478158
10981,CJPS_1_1095,ZoneEarthquake,0.00048153
10982,CJPS_1_1096,ZoneEarthquake,0.000482184
10983,CJPS_1_1097,ZoneEarthquake,0.000479647
10984,CPCF_INTRA_12_5846,DomainEarthquake,0.000252722
