,code,source,proba1an
13568,CPCF_INTER_12_5870,DomainEarthquake,0.00247939
13569,CPCF_INTER_12_5871,DomainEarthquake,0.00211298
13570,CPCF_INTER_12_5872,DomainEarthquake,0.00194421
13571,CPCF_INTER_12_5873,DomainEarthquake,0.00195108
13572,CPCF_INTER_12_5874,DomainEarthquake,0.00211291
13573,CPCF_INTER_12_5875,DomainEarthquake,0.00237299
13574,CPCF_INTER_12_5876,DomainEarthquake,0.00262959
13575,CPCF_INTER_12_5877,DomainEarthquake,0.00279252
13576,CPCF_INTRA_10_1333,DomainEarthquake,0.00143855
13577,CPHL_INTRA_5_3538,ZoneEarthquake,0.000709738
13578,CPCF_INTRA_10_1337,DomainEarthquake,0.00134389
13579,CPCF_INTRA_10_1336,DomainEarthquake,0.00130974
13580,CPCF_INTRA_10_1335,DomainEarthquake,0.0013165
13581,CPCF_INTRA_10_1334,DomainEarthquake,0.00136316
13582,CPCF_INTRA_10_1339,DomainEarthquake,0.00145201
13583,CPCF_INTRA_10_1338,DomainEarthquake,0.00140198
13584,CGR5_8_2749,ZoneEarthquake,0.000469724
13585,CGR5_8_2748,ZoneEarthquake,0.000475573
13586,CPHL_INTER_5_3272,ZoneEarthquake,0.00145024
13587,CPHL_INTER_5_3273,ZoneEarthquake,0.00142084
13588,CPHL_INTER_5_3270,ZoneEarthquake,0.00172092
13589,CPHL_INTER_5_3271,ZoneEarthquake,0.00154547
13590,CPHL_INTER_5_3276,ZoneEarthquake,0.00177129
13591,CPHL_INTER_5_3277,ZoneEarthquake,0.0023675
13592,CPHL_INTER_5_3274,ZoneEarthquake,0.00143718
13593,CPHL_INTER_5_3275,ZoneEarthquake,0.00152283
13594,CPHL_INTER_5_3278,ZoneEarthquake,0.00353233
13595,CPHL_INTER_5_3279,ZoneEarthquake,0.00523533
13596,CPHL_INTRA_5_3531,ZoneEarthquake,0.000780868
13597,CPCF_INTER_12_7652,DomainEarthquake,0.00198391
13598,CPCF_INTER_12_7653,DomainEarthquake,0.00213805
13599,CPCF_INTER_12_7650,DomainEarthquake,0.00169608
13600,CPCF_INTER_12_7651,DomainEarthquake,0.00181916
13601,CPCF_INTER_12_7656,DomainEarthquake,0.00198963
13602,CPCF_INTER_12_7657,DomainEarthquake,0.00185531
13603,CPCF_INTER_12_7654,DomainEarthquake,0.00220241
13604,CPCF_INTER_12_7655,DomainEarthquake,0.00213624
13605,CPHL_INTRA_5_3537,ZoneEarthquake,0.000713561
13606,CPCF_INTER_12_7658,DomainEarthquake,0.0017841
13607,CPHL_INTRA_5_3536,ZoneEarthquake,0.000715602
13608,CGR5_17_8269,ZoneEarthquake,0.000429692
13609,CGR5_17_8268,ZoneEarthquake,0.000450309
13610,CPHL_INTRA_5_3535,ZoneEarthquake,0.000713575
13611,CPHL_INTRA_5_3534,ZoneEarthquake,0.000709802
13612,CGR5_17_8267,ZoneEarthquake,0.000482564
13613,CPCF_INTRA_11_3109,DomainEarthquake,0.00110266
13614,CPCF_INTRA_11_3108,DomainEarthquake,0.00108792
13615,CPCF_INTRA_11_3107,DomainEarthquake,0.00105603
13616,CPCF_INTRA_2_2040,ZoneEarthquake,0.00119468
13617,CPCF_INTRA_2_2041,ZoneEarthquake,0.00120793
13618,CPCF_INTRA_2_2042,ZoneEarthquake,0.00122076
13619,CPCF_INTRA_13_7231,DomainEarthquake,0.00121106
13620,CGR5_4_1450,ZoneEarthquake,0.000219353
13621,CGR5_4_1451,ZoneEarthquake,0.000217994
13622,CGR5_4_1452,ZoneEarthquake,0.000214718
13623,CGR5_4_1453,ZoneEarthquake,0.000211766
13624,CGR5_4_1454,ZoneEarthquake,0.000211496
13625,CGR5_4_1455,ZoneEarthquake,0.000215498
13626,CGR5_4_1456,ZoneEarthquake,0.000223831
13627,CGR5_4_1457,ZoneEarthquake,0.000234255
13628,CGR5_4_1458,ZoneEarthquake,0.000242504
13629,CGR5_4_1459,ZoneEarthquake,0.000244532
13630,CPCF_INTRA_12_6958,DomainEarthquake,0.000528963
13631,CPCF_INTRA_12_6959,DomainEarthquake,0.000558855
13632,CPCF_INTRA_12_6950,DomainEarthquake,0.000249302
13633,CPCF_INTRA_12_6951,DomainEarthquake,0.000247823
13634,CPCF_INTRA_12_6952,DomainEarthquake,0.000265863
13635,CPCF_INTRA_12_6953,DomainEarthquake,0.000309423
13636,CPCF_INTRA_12_6954,DomainEarthquake,0.000363835
13637,CPCF_INTRA_12_6955,DomainEarthquake,0.000410091
13638,CPCF_INTRA_12_6956,DomainEarthquake,0.000447441
13639,CPCF_INTRA_12_6957,DomainEarthquake,0.000487307
13640,CGR5_6_1276,ZoneEarthquake,0.000322922
13641,CGR5_6_1277,ZoneEarthquake,0.000328492
13642,CGR5_6_1275,ZoneEarthquake,0.000304494
13643,CGR5_6_1278,ZoneEarthquake,0.000319216
13644,CGR5_6_1279,ZoneEarthquake,0.00030214
13645,CPCF_INTRA_12_7399,DomainEarthquake,0.000371035
13646,CPCF_INTRA_12_7398,DomainEarthquake,0.000355143
13647,CGR5_17_7960,ZoneEarthquake,0.000339865
13648,CPCF_INTRA_12_7393,DomainEarthquake,0.000252287
13649,CPCF_INTRA_12_7392,DomainEarthquake,0.000275489
13650,CPCF_INTRA_12_7395,DomainEarthquake,0.000256657
13651,CPCF_INTRA_12_7394,DomainEarthquake,0.000241714
13652,CPCF_INTRA_12_7397,DomainEarthquake,0.000326749
13653,CPCF_INTRA_12_7396,DomainEarthquake,0.000290444
13654,CPHL_INTER_5_4149,ZoneEarthquake,0.00174978
13655,CPHL_INTER_5_4148,ZoneEarthquake,0.00185807
13656,CPCF_INTRA_2_1928,ZoneEarthquake,0.00349564
13657,CPHL_INTER_5_4228,ZoneEarthquake,0.00413219
13658,CPCF_INTRA_2_1929,ZoneEarthquake,0.00371413
13659,CIZU_3_2379,ZoneEarthquake,0.000402878
13660,CIZU_3_2378,ZoneEarthquake,0.000402876
13661,CIZU_3_2377,ZoneEarthquake,0.000402876
13662,CIZU_3_2376,ZoneEarthquake,0.000402876
13663,CIZU_3_2375,ZoneEarthquake,0.000402574
13664,CIZU_3_2374,ZoneEarthquake,0.000402574
13665,CIZU_3_2373,ZoneEarthquake,0.000402576
13666,CIZU_3_2372,ZoneEarthquake,0.000402588
13667,CIZU_3_2371,ZoneEarthquake,0.000402656
13668,CIZU_3_2370,ZoneEarthquake,0.00040293
13669,CPCF_INTER_12_6013,DomainEarthquake,0.00474686
13670,CPCF_INTER_12_6012,DomainEarthquake,0.00491
13671,CPCF_INTER_12_6011,DomainEarthquake,0.00514487
13672,CPCF_INTER_12_6010,DomainEarthquake,0.00515178
13673,CPCF_INTER_12_6015,DomainEarthquake,0.00482665
13674,CPCF_INTER_12_6014,DomainEarthquake,0.00475525
13675,CPHL_INTER_5_4145,ZoneEarthquake,0.00238854
13676,CPHL_INTER_5_4144,ZoneEarthquake,0.00287782
13677,CJPS_1_685,ZoneEarthquake,0.000752145
13678,CJPS_1_684,ZoneEarthquake,0.000614243
13679,CJPS_1_687,ZoneEarthquake,0.00110944
13680,CJPS_1_686,ZoneEarthquake,0.000934335
13681,CPCF_INTRA_10_148,DomainEarthquake,0.00336532
13682,CPCF_INTRA_10_149,DomainEarthquake,0.00392344
13683,CJPS_1_683,ZoneEarthquake,0.000539194
13684,CJPS_1_682,ZoneEarthquake,0.000519167
13685,CPCF_INTRA_10_144,DomainEarthquake,0.00148326
13686,CPCF_INTRA_10_145,DomainEarthquake,0.0017831
13687,CPCF_INTRA_10_146,DomainEarthquake,0.00220864
13688,CPCF_INTRA_10_147,DomainEarthquake,0.00275546
13689,CJPS_1_689,ZoneEarthquake,0.00120246
13690,CJPS_1_688,ZoneEarthquake,0.0012124
13691,CPCF_INTRA_10_142,DomainEarthquake,0.00115268
13692,CPCF_INTRA_10_143,DomainEarthquake,0.00128374
13693,CPCF_INTRA_12_6042,DomainEarthquake,0.00060457
13694,CPCF_INTRA_12_6040,DomainEarthquake,0.000616902
13695,CPCF_INTRA_12_6041,DomainEarthquake,0.000606042
13696,CJPS_1_539,ZoneEarthquake,0.000720618
13697,CJPS_1_538,ZoneEarthquake,0.000725395
13698,CJPS_1_537,ZoneEarthquake,0.000790817
13699,CJPS_1_536,ZoneEarthquake,0.000942811
13700,CJPS_1_535,ZoneEarthquake,0.00115474
13701,CJPS_1_534,ZoneEarthquake,0.00135222
13702,CJPS_1_533,ZoneEarthquake,0.0014545
13703,CJPS_1_532,ZoneEarthquake,0.00142499
13704,CJPS_1_531,ZoneEarthquake,0.00128898
13705,CJPS_1_530,ZoneEarthquake,0.00110589
13706,CPHL_INTER_6_4399,ZoneEarthquake,0.00106238
13707,CPHL_INTER_6_4398,ZoneEarthquake,0.00131026
13708,CPHL_INTER_6_4391,ZoneEarthquake,0.000836256
13709,CPHL_INTER_6_4390,ZoneEarthquake,0.000933059
13710,CPHL_INTER_6_4393,ZoneEarthquake,0.00500818
13711,CPHL_INTER_6_4392,ZoneEarthquake,0.00456684
13712,CPHL_INTER_6_4395,ZoneEarthquake,0.00384209
13713,CPHL_INTER_6_4394,ZoneEarthquake,0.00473813
13714,CPHL_INTER_6_4397,ZoneEarthquake,0.00184177
13715,CPHL_INTER_6_4396,ZoneEarthquake,0.00273603
13716,CPCF_INTRA_12_5638,DomainEarthquake,0.000358409
13717,CPCF_INTRA_12_5639,DomainEarthquake,0.000381179
13718,CPCF_INTRA_12_5636,DomainEarthquake,0.000355155
13719,CPCF_INTRA_12_5637,DomainEarthquake,0.000348032
13720,CPHL_INTER_5_2848,ZoneEarthquake,0.00229616
13721,CPHL_INTER_5_2846,ZoneEarthquake,0.00303197
13722,CPHL_INTER_5_2847,ZoneEarthquake,0.00270972
13723,CPHL_INTER_5_2844,ZoneEarthquake,0.0031513
13724,CPHL_INTER_5_2845,ZoneEarthquake,0.00315464
13725,CPHL_INTER_5_2842,ZoneEarthquake,0.00328204
13726,CPHL_INTER_5_2843,ZoneEarthquake,0.00319757
13727,CPHL_INTER_5_2840,ZoneEarthquake,0.00283963
13728,CPHL_INTER_5_2841,ZoneEarthquake,0.0031886
13729,CPHL_INTRA_4_1352,ZoneEarthquake,0.00177828
13730,CPHL_INTRA_4_1353,ZoneEarthquake,0.00162038
13731,CPCF_INTER_1_918,ZoneEarthquake,0.0136867
13732,CPCF_INTER_1_919,ZoneEarthquake,0.0142983
13733,CPHL_INTRA_4_1356,ZoneEarthquake,0.00310478
13734,CPHL_INTRA_4_1357,ZoneEarthquake,0.0039424
13735,CPHL_INTRA_4_1354,ZoneEarthquake,0.00174364
13736,CPHL_INTRA_4_1355,ZoneEarthquake,0.00227131
13737,CPCF_INTER_1_912,ZoneEarthquake,0.0160082
13738,CPCF_INTER_1_913,ZoneEarthquake,0.0136506
13739,CPCF_INTER_1_910,ZoneEarthquake,0.023612
13740,CPCF_INTER_1_911,ZoneEarthquake,0.0194767
13741,CPCF_INTER_1_916,ZoneEarthquake,0.0123899
13742,CPCF_INTER_1_917,ZoneEarthquake,0.0129938
13743,CPCF_INTER_1_914,ZoneEarthquake,0.0124256
13744,CPCF_INTER_1_915,ZoneEarthquake,0.0121061
13745,CPHL_INTRA_5_4338,ZoneEarthquake,0.000712362
13746,CPHL_INTRA_5_4339,ZoneEarthquake,0.000712421
13747,CPHL_INTRA_7_4749,ZoneEarthquake,0.000387748
13748,CPHL_INTRA_7_4748,ZoneEarthquake,0.000345999
13749,CPHL_INTRA_7_4747,ZoneEarthquake,0.000311048
13750,CPCF_INTER_2_2619,ZoneEarthquake,0.00382691
13751,CPCF_INTER_2_2618,ZoneEarthquake,0.00389635
13752,CPHL_INTRA_7_4746,ZoneEarthquake,0.000290615
13753,CPCF_INTER_2_2613,ZoneEarthquake,0.00399976
13754,CPCF_INTER_2_2617,ZoneEarthquake,0.0039826
13755,CPCF_INTER_2_2616,ZoneEarthquake,0.00406246
13756,CPCF_INTER_2_2615,ZoneEarthquake,0.00410097
13757,CPCF_INTER_2_2614,ZoneEarthquake,0.00407511
13758,CPHL_INTRA_7_4744,ZoneEarthquake,0.000287652
13759,F004501,SegmentEarthquake,1.99402046067e-25
13760,CGR5_6_1919,ZoneEarthquake,0.000228905
13761,CGR5_6_1918,ZoneEarthquake,0.000231118
13762,CPHL_INTRA_7_4742,ZoneEarthquake,0.000331652
13763,CPHL_INTRA_7_4741,ZoneEarthquake,0.000371959
13764,CPHL_INTRA_7_4740,ZoneEarthquake,0.00031279
13765,CGR5_25_8684,ZoneEarthquake,0.00137453
13766,CGR5_25_8685,ZoneEarthquake,0.00117203
13767,CGR5_25_8686,ZoneEarthquake,0.000980993
13768,CGR5_25_8687,ZoneEarthquake,0.00086735
13769,CGR5_25_8680,ZoneEarthquake,0.000975273
13770,CGR5_25_8681,ZoneEarthquake,0.00116843
13771,CGR5_25_8682,ZoneEarthquake,0.00137285
13772,CGR5_25_8683,ZoneEarthquake,0.00146377
13773,CGR5_25_8688,ZoneEarthquake,0.000820742
13774,CGR5_25_8689,ZoneEarthquake,0.00080669
13775,CPHL_INTRA_4_1995,ZoneEarthquake,0.00135415
13776,CGR5_22_4539,ZoneEarthquake,0.000362195
13777,CGR5_22_4538,ZoneEarthquake,0.000322773
13778,CGR5_22_4533,ZoneEarthquake,0.000274758
13779,CGR5_22_4532,ZoneEarthquake,0.000274508
13780,CGR5_22_4531,ZoneEarthquake,0.000274431
13781,CGR5_22_4530,ZoneEarthquake,0.000274334
13782,CGR5_22_4537,ZoneEarthquake,0.000296401
13783,CGR5_22_4536,ZoneEarthquake,0.000283105
13784,CGR5_22_4535,ZoneEarthquake,0.000277605
13785,CGR5_22_4534,ZoneEarthquake,0.000275525
13786,CGR5_23_6639,ZoneEarthquake,0.000348343
13787,CGR5_23_6638,ZoneEarthquake,0.000325571
13788,CGR5_23_6631,ZoneEarthquake,0.000267288
13789,CGR5_23_6630,ZoneEarthquake,0.000265218
13790,CGR5_23_6633,ZoneEarthquake,0.000265165
13791,CGR5_23_6632,ZoneEarthquake,0.000267415
13792,CGR5_23_6635,ZoneEarthquake,0.000263908
13793,CGR5_23_6634,ZoneEarthquake,0.000262556
13794,CGR5_23_6637,ZoneEarthquake,0.000296709
13795,CGR5_23_6636,ZoneEarthquake,0.000274458
13796,CPHL_INTER_5_2504,ZoneEarthquake,0.00523284
13797,CGR5_1_864,ZoneEarthquake,0.00128315
13798,CGR5_1_865,ZoneEarthquake,0.00130524
13799,CGR5_1_866,ZoneEarthquake,0.00132271
13800,CGR5_1_867,ZoneEarthquake,0.00131466
13801,CGR5_1_860,ZoneEarthquake,0.00114011
13802,CGR5_1_861,ZoneEarthquake,0.00120199
13803,CGR5_1_862,ZoneEarthquake,0.00124048
13804,CGR5_1_863,ZoneEarthquake,0.00126371
13805,CPCF_INTRA_13_5628,DomainEarthquake,0.000420909
13806,CPCF_INTRA_13_5629,DomainEarthquake,0.000396273
13807,CPCF_INTRA_13_5624,DomainEarthquake,0.000461116
13808,CPCF_INTRA_13_5625,DomainEarthquake,0.000490429
13809,CPCF_INTRA_13_5626,DomainEarthquake,0.000493897
13810,CPCF_INTRA_13_5627,DomainEarthquake,0.000465342
13811,F000501,SegmentEarthquake,0.000830175496686
13812,CGR5_8_3298,ZoneEarthquake,0.000638116
13813,CGR5_8_3299,ZoneEarthquake,0.000602345
13814,CGR5_8_3290,ZoneEarthquake,0.000533382
13815,CGR5_8_3291,ZoneEarthquake,0.0005346
13816,CGR5_8_3292,ZoneEarthquake,0.000550839
13817,CGR5_8_3293,ZoneEarthquake,0.000573762
13818,CGR5_8_3294,ZoneEarthquake,0.000598768
13819,CGR5_8_3295,ZoneEarthquake,0.000624459
13820,CGR5_8_3296,ZoneEarthquake,0.000646084
13821,CGR5_8_3297,ZoneEarthquake,0.00065337
13822,CIZU_3_1619,ZoneEarthquake,0.000390164
13823,CIZU_3_1618,ZoneEarthquake,0.000390164
13824,CIZU_3_1615,ZoneEarthquake,0.000390164
13825,CIZU_3_1614,ZoneEarthquake,0.000389857
13826,CIZU_3_1617,ZoneEarthquake,0.000390164
13827,CIZU_3_1616,ZoneEarthquake,0.000390164
13828,CIZU_3_1611,ZoneEarthquake,0.000401425
13829,CIZU_3_1610,ZoneEarthquake,0.00043577
13830,CIZU_3_1613,ZoneEarthquake,0.000390153
13831,CIZU_3_1612,ZoneEarthquake,0.000392044
13832,CPCF_INTRA_1_259,ZoneEarthquake,0.00420152
13833,CPCF_INTRA_1_258,ZoneEarthquake,0.00402626
13834,CPCF_INTRA_4_4992,ZoneEarthquake,0.000576479
13835,CPCF_INTRA_4_4993,ZoneEarthquake,0.000568962
13836,CPCF_INTRA_4_4990,ZoneEarthquake,0.000622986
13837,CPCF_INTRA_4_4991,ZoneEarthquake,0.000591394
13838,CPCF_INTRA_1_257,ZoneEarthquake,0.00377896
13839,CPCF_INTRA_1_256,ZoneEarthquake,0.00350302
13840,CPCF_INTRA_12_5593,DomainEarthquake,0.000742454
13841,CGR5_13_5884,ZoneEarthquake,0.00112589
13842,CGR5_13_5882,ZoneEarthquake,0.0012023
13843,CGR5_13_5883,ZoneEarthquake,0.00115338
13844,CPHL_INTER_7_4716,ZoneEarthquake,0.000115452
13845,CGR5_15_6858,ZoneEarthquake,0.000559479
13846,CGR5_15_6859,ZoneEarthquake,0.000551022
13847,CGR5_15_6850,ZoneEarthquake,0.000649342
13848,CGR5_15_6851,ZoneEarthquake,0.000618163
13849,CGR5_15_6852,ZoneEarthquake,0.000593778
13850,CGR5_15_6853,ZoneEarthquake,0.000579093
13851,CGR5_15_6854,ZoneEarthquake,0.00057226
13852,CGR5_15_6855,ZoneEarthquake,0.000569775
13853,CGR5_15_6856,ZoneEarthquake,0.000568239
13854,CGR5_15_6857,ZoneEarthquake,0.00056523
13855,CGR5_2_2574,ZoneEarthquake,0.0006221
13856,CGR5_2_2575,ZoneEarthquake,0.000571391
13857,CGR5_2_2576,ZoneEarthquake,0.000509358
13858,CGR5_2_2577,ZoneEarthquake,0.000454981
13859,CGR5_2_2570,ZoneEarthquake,0.000577218
13860,CGR5_2_2571,ZoneEarthquake,0.000609593
13861,CGR5_2_2572,ZoneEarthquake,0.000638192
13862,CGR5_2_2573,ZoneEarthquake,0.000645581
13863,CPHL_INTER_1_452,ZoneEarthquake,0.000131398
13864,CGR5_2_2578,ZoneEarthquake,0.000420284
13865,CGR5_2_2579,ZoneEarthquake,0.000407271
13866,CGR5_25_9654,ZoneEarthquake,0.00396546
13867,CGR5_25_9655,ZoneEarthquake,0.00544671
13868,CGR5_25_9656,ZoneEarthquake,0.00600734
13869,CGR5_25_9657,ZoneEarthquake,0.00519805
13870,CPCF_INTER_7_4308,ZoneEarthquake,0.0155621
13871,CPCF_INTER_7_4309,ZoneEarthquake,0.014846
13872,CGR5_25_9652,ZoneEarthquake,0.00151255
13873,CGR5_25_9653,ZoneEarthquake,0.00247932
13874,CPCF_INTER_7_4304,ZoneEarthquake,0.0208883
13875,CPCF_INTER_7_4305,ZoneEarthquake,0.0194222
13876,CPCF_INTER_7_4306,ZoneEarthquake,0.0177532
13877,CPCF_INTER_7_4307,ZoneEarthquake,0.016437
13878,CPCF_INTER_7_4300,ZoneEarthquake,0.0170225
13879,CPCF_INTER_7_4301,ZoneEarthquake,0.0191315
13880,CPCF_INTER_7_4302,ZoneEarthquake,0.020803
13881,CPCF_INTER_7_4303,ZoneEarthquake,0.0214622
13882,CPHL_INTER_7_4714,ZoneEarthquake,0.000150268
13883,CGR5_21_8071,ZoneEarthquake,0.000829565
13884,CGR5_21_8070,ZoneEarthquake,0.000951841
13885,CGR5_25_9801,ZoneEarthquake,0.00104064
13886,CPCF_INTRA_10_467,DomainEarthquake,0.00194029
13887,CPCF_INTRA_1_780,ZoneEarthquake,0.00404623
13888,CPCF_INTRA_1_783,ZoneEarthquake,0.00352607
13889,CPCF_INTRA_1_782,ZoneEarthquake,0.00362586
13890,CPCF_INTRA_10_463,DomainEarthquake,0.00174966
13891,CPCF_INTRA_1_784,ZoneEarthquake,0.00347677
13892,CGR5_7_2557,ZoneEarthquake,0.000338981
13893,CGR5_7_2556,ZoneEarthquake,0.000355603
13894,CGR5_25_9800,ZoneEarthquake,0.00126626
13895,CGR5_7_2558,ZoneEarthquake,0.000340634
13896,CPCF_INTRA_10_469,DomainEarthquake,0.00226912
13897,CPCF_INTRA_10_468,DomainEarthquake,0.00207984
13898,CPHL_INTER_7_4710,ZoneEarthquake,0.000113583
13899,CGR5_3_530,ZoneEarthquake,0.000268868
13900,CGR5_3_531,ZoneEarthquake,0.000266057
13901,CGR5_3_532,ZoneEarthquake,0.000262591
13902,CGR5_3_533,ZoneEarthquake,0.000259073
13903,CGR5_3_534,ZoneEarthquake,0.000256049
13904,CGR5_3_535,ZoneEarthquake,0.000253986
13905,CGR5_3_536,ZoneEarthquake,0.000253109
13906,CGR5_3_537,ZoneEarthquake,0.000253961
13907,CGR5_3_538,ZoneEarthquake,0.000257761
13908,CGR5_3_539,ZoneEarthquake,0.000266422
13909,CGR5_7_5020,ZoneEarthquake,0.000327571
13910,CGR5_7_5021,ZoneEarthquake,0.000351186
13911,CGR5_7_5022,ZoneEarthquake,0.000381475
13912,CPCF_INTER_12_7490,DomainEarthquake,0.00241594
13913,CPCF_INTER_12_7497,DomainEarthquake,0.00157655
13914,CPCF_INTER_12_7498,DomainEarthquake,0.00157599
13915,CPCF_INTER_12_7499,DomainEarthquake,0.00157703
13916,CGR5_13_6232,ZoneEarthquake,0.000998062
13917,CGR5_13_6230,ZoneEarthquake,0.000907969
13918,CGR5_13_6231,ZoneEarthquake,0.000956302
13919,CPCF_INTRA_6_4038,ZoneEarthquake,0.000397294
13920,CPCF_INTRA_6_4037,ZoneEarthquake,0.00042354
13921,CPCF_INTRA_6_4036,ZoneEarthquake,0.000457578
13922,CPCF_INTRA_6_4035,ZoneEarthquake,0.000488954
13923,CPCF_INTRA_6_4034,ZoneEarthquake,0.000510195
13924,CPCF_INTRA_6_4033,ZoneEarthquake,0.000521055
13925,CPCF_INTRA_6_4032,ZoneEarthquake,0.000526383
13926,CPCF_INTRA_6_4031,ZoneEarthquake,0.000531597
13927,CPCF_INTRA_6_4030,ZoneEarthquake,0.00053986
13928,CPCF_INTRA_4_4231,ZoneEarthquake,0.000427854
13929,CPCF_INTRA_4_4230,ZoneEarthquake,0.000459614
13930,CPCF_INTRA_12_8068,DomainEarthquake,0.000324438
13931,CPCF_INTRA_12_8069,DomainEarthquake,0.00030421
13932,CPCF_INTRA_12_8062,DomainEarthquake,0.000252718
13933,CPCF_INTRA_12_8063,DomainEarthquake,0.000236898
13934,CPCF_INTRA_12_8060,DomainEarthquake,0.000267167
13935,CPCF_INTRA_12_8061,DomainEarthquake,0.000262327
13936,CPCF_INTRA_12_8067,DomainEarthquake,0.000312075
13937,CPCF_INTRA_12_8064,DomainEarthquake,0.000221071
13938,CGR5_5_1044,ZoneEarthquake,0.000354169
13939,CGR5_5_1045,ZoneEarthquake,0.000369136
13940,CGR5_5_1046,ZoneEarthquake,0.000374723
13941,CGR5_5_1047,ZoneEarthquake,0.000368292
13942,CGR5_5_1043,ZoneEarthquake,0.000335685
13943,CGR5_5_1048,ZoneEarthquake,0.000352306
13944,CGR5_5_1049,ZoneEarthquake,0.000332715
13945,CPHL_INTRA_4_3634,ZoneEarthquake,0.00104482
13946,CGR5_1_1033,ZoneEarthquake,0.00145461
13947,CGR5_1_1032,ZoneEarthquake,0.00143061
13948,CPHL_INTRA_4_3633,ZoneEarthquake,0.00101248
13949,CPHL_INTRA_4_2489,ZoneEarthquake,0.00118667
13950,CPHL_INTRA_4_2488,ZoneEarthquake,0.00103833
13951,F017801,SegmentEarthquake,0.000166652778549
13952,CIZU_3_886,ZoneEarthquake,0.000379816
13953,CIZU_3_887,ZoneEarthquake,0.000378973
13954,CIZU_3_884,ZoneEarthquake,0.000382305
13955,CIZU_3_885,ZoneEarthquake,0.000381054
13956,CIZU_3_882,ZoneEarthquake,0.000382515
13957,CIZU_3_883,ZoneEarthquake,0.000382871
13958,CIZU_3_880,ZoneEarthquake,0.000382295
13959,CIZU_3_881,ZoneEarthquake,0.000381974
13960,CJPS_1_848,ZoneEarthquake,0.00108072
13961,CIZU_3_888,ZoneEarthquake,0.0003785
13962,CIZU_3_889,ZoneEarthquake,0.000378249
13963,CPHL_INTRA_4_3682,ZoneEarthquake,0.00104256
13964,CPHL_INTRA_4_3683,ZoneEarthquake,0.00109632
13965,CPHL_INTRA_4_3632,ZoneEarthquake,0.00101488
13966,CPHL_INTRA_4_3681,ZoneEarthquake,0.00101384
13967,CGR5_22_4278,ZoneEarthquake,0.000282557
13968,CGR5_22_4279,ZoneEarthquake,0.000281084
13969,CPHL_INTRA_4_3684,ZoneEarthquake,0.00116486
13970,CPHL_INTRA_4_3685,ZoneEarthquake,0.00122821
13971,CGR5_7_4041,ZoneEarthquake,0.000316207
13972,CGR5_7_4040,ZoneEarthquake,0.000312567
13973,CGR5_7_4043,ZoneEarthquake,0.000313883
13974,CGR5_7_4042,ZoneEarthquake,0.00031656
13975,CPHL_INTRA_5_2189,ZoneEarthquake,0.0016905
13976,CPHL_INTRA_5_2188,ZoneEarthquake,0.00192472
13977,CPHL_INTER_5_4189,ZoneEarthquake,0.00151888
13978,CGR5_22_3589,ZoneEarthquake,0.000277099
13979,CPHL_INTER_5_4185,ZoneEarthquake,0.00205019
13980,CPHL_INTER_5_4184,ZoneEarthquake,0.00207533
13981,CPHL_INTER_5_4187,ZoneEarthquake,0.00173002
13982,CGR5_22_3588,ZoneEarthquake,0.000274877
13983,CPHL_INTER_5_4181,ZoneEarthquake,0.00278235
13984,CPHL_INTER_5_4180,ZoneEarthquake,0.00295122
13985,CPHL_INTER_5_4183,ZoneEarthquake,0.00214663
13986,CPHL_INTER_5_4182,ZoneEarthquake,0.00241328
13987,CJPS_1_339,ZoneEarthquake,0.00043977
13988,CJPS_1_338,ZoneEarthquake,0.000425441
13989,CPHL_INTRA_1_1097,ZoneEarthquake,0.000430925
13990,CJPS_1_335,ZoneEarthquake,0.00046137
13991,CJPS_1_334,ZoneEarthquake,0.000499074
13992,CJPS_1_337,ZoneEarthquake,0.000423844
13993,CJPS_1_336,ZoneEarthquake,0.000435401
13994,CJPS_1_331,ZoneEarthquake,0.000576982
13995,CJPS_1_330,ZoneEarthquake,0.000569151
13996,CJPS_1_333,ZoneEarthquake,0.000538746
13997,CJPS_1_332,ZoneEarthquake,0.00056732
13998,CGR5_15_6446,ZoneEarthquake,0.00146787
13999,CGR5_15_6445,ZoneEarthquake,0.00139556
14000,CGR5_15_6444,ZoneEarthquake,0.00121838
14001,CGR5_15_6443,ZoneEarthquake,0.00100756
14002,CGR5_15_6442,ZoneEarthquake,0.000822696
14003,CGR5_15_6441,ZoneEarthquake,0.000691774
14004,CGR5_15_6440,ZoneEarthquake,0.000616518
14005,CPCF_INTRA_3_2556,ZoneEarthquake,0.000354414
14006,CPCF_INTRA_11_5449,DomainEarthquake,0.00246325
14007,CPHL_INTRA_1_1094,ZoneEarthquake,0.000394744
14008,CGR5_6_1715,ZoneEarthquake,0.00026209
14009,CGR5_6_1714,ZoneEarthquake,0.00029045
14010,CGR5_25_10378,ZoneEarthquake,0.000846097
14011,CGR5_25_10379,ZoneEarthquake,0.000837396
14012,CPCF_INTRA_2_1656,ZoneEarthquake,0.00180901
14013,CPCF_INTRA_2_1657,ZoneEarthquake,0.0019277
14014,CPCF_INTRA_11_4751,DomainEarthquake,0.00301625
14015,CPCF_INTRA_11_4750,DomainEarthquake,0.00282978
14016,CPCF_INTRA_11_4753,DomainEarthquake,0.00460199
14017,CPCF_INTRA_11_4752,DomainEarthquake,0.00350938
14018,CGR5_25_10370,ZoneEarthquake,0.00125607
