,lat,lon
0,36.239,140.063
1,36.148,140.057
2,35.661,139.064
3,35.673,139.173
4,35.68,139.28
5,35.676,139.376
6,35.667,139.469
7,35.657,139.562
8,35.645,139.655
9,35.637,139.752
10,35.633,139.85
11,35.611,139.946
12,36.131,140.169
13,35.58,140.047
14,35.543,140.162
15,35.527,140.273
16,35.522,140.378
17,35.529,140.471
18,35.543,140.562
19,35.559,140.653
20,35.528,138.849
21,35.556,138.961
22,35.574,139.075
23,36.126,140.274
24,35.59,139.191
25,35.591,139.292
26,35.59,139.391
27,35.581,139.481
28,35.567,139.569
29,35.556,139.661
30,35.552,139.759
31,35.539,139.853
32,35.52,139.947
33,35.491,140.046
34,36.126,140.374
35,35.455,140.155
36,35.435,140.267
37,35.429,140.372
38,35.433,140.469
39,35.451,140.557
40,35.465,140.651
41,35.404,138.845
42,35.443,138.955
43,35.469,139.07
44,35.485,139.185
45,36.124,140.475
46,35.494,139.297
47,35.494,139.397
48,35.49,139.491
49,35.478,139.578
50,35.469,139.67
51,35.461,139.765
52,35.447,139.857
53,35.426,139.949
54,35.402,140.045
55,35.372,140.149
56,36.124,140.575
57,35.355,140.256
58,35.339,140.365
59,35.343,140.462
60,35.359,140.554
61,35.326,138.949
62,35.354,139.06
63,35.376,139.177
64,35.388,139.289
65,35.391,139.393
66,35.39,139.491
67,36.115,139.345
68,35.383,139.583
69,35.374,139.675
70,35.365,139.768
71,35.354,139.86
72,35.331,139.95
73,35.307,140.046
74,35.28,140.147
75,35.261,140.253
76,35.259,140.354
77,35.267,140.451
78,36.12,139.446
79,35.252,139.059
80,35.274,139.175
81,35.285,139.285
82,35.288,139.389
83,35.285,139.485
84,35.28,139.58
85,35.274,139.675
86,35.265,139.768
87,35.252,139.859
88,35.231,139.95
89,36.115,139.545
90,35.202,140.046
91,35.182,140.147
92,35.174,140.249
93,35.176,140.349
94,35.174,140.449
95,35.181,139.182
96,35.19,139.291
97,35.19,139.391
98,35.185,139.485
99,35.174,139.575
100,36.111,139.645
101,35.167,139.669
102,35.159,139.764
103,35.145,139.856
104,35.126,139.949
105,35.104,140.046
106,35.089,140.146
107,35.085,140.247
108,35.08,140.348
109,35.086,139.287
110,35.091,139.393
111,36.22,140.178
112,36.104,139.744
113,35.088,139.489
114,35.078,139.579
115,35.061,139.665
116,35.045,139.756
117,35.031,139.851
118,35.018,139.948
119,35.004,140.046
120,34.996,140.146
121,34.98,139.381
122,34.983,139.484
123,36.098,139.844
124,34.976,139.577
125,34.965,139.668
126,34.949,139.758
127,34.931,139.851
128,34.915,139.947
129,34.904,140.046
130,34.871,139.473
131,34.867,139.57
132,34.845,139.657
133,34.845,139.757
134,36.08,139.946
135,34.831,139.851
136,34.749,139.559
137,34.733,139.652
138,34.728,139.751
139,36.057,140.053
140,36.041,140.162
141,36.033,140.268
142,36.029,140.371
143,36.027,140.472
144,36.027,140.572
145,36.011,139.145
146,36.22,140.278
147,36.013,139.245
148,36.011,139.345
149,36.011,139.445
150,36.009,139.545
151,36.009,139.645
152,36.007,139.744
153,36.002,139.844
154,35.987,139.945
155,35.965,140.05
156,35.946,140.159
157,36.222,140.377
158,35.935,140.266
159,35.933,140.368
160,35.931,140.469
161,35.933,140.568
162,35.911,139.045
163,35.918,139.146
164,35.918,139.246
165,35.913,139.345
166,35.911,139.445
167,35.911,139.545
168,36.233,139.549
169,35.911,139.645
170,35.911,139.745
171,35.909,139.845
172,35.893,139.945
173,35.869,140.049
174,35.846,140.159
175,35.833,140.268
176,35.829,140.371
177,35.831,140.469
178,35.835,140.567
179,36.215,139.645
180,35.839,140.664
181,35.807,138.945
182,35.82,139.046
183,35.831,139.149
184,35.837,139.251
185,35.837,139.351
186,35.833,139.45
187,35.826,139.548
188,35.82,139.646
189,35.818,139.746
190,36.202,139.744
191,35.811,139.845
192,35.793,139.945
193,35.769,140.049
194,35.743,140.162
195,35.729,140.271
196,35.724,140.376
197,35.733,140.468
198,35.741,140.563
199,35.748,140.658
200,35.696,138.845
201,36.191,139.844
202,35.715,138.946
203,35.735,139.051
204,35.752,139.158
205,35.763,139.266
206,35.757,139.362
207,35.747,139.456
208,35.737,139.552
209,35.733,139.65
210,35.726,139.748
211,35.72,139.847
212,36.174,139.947
213,35.698,139.945
214,35.672,140.049
215,35.641,140.163
216,35.622,140.278
217,35.622,140.378
218,35.631,140.47
219,35.644,140.56
220,35.657,140.654
221,35.609,138.845
222,35.639,138.953
