,lat,lon
0,35.945,140.958
1,34.763,140.233
2,34.827,139.752
3,35.008,139.661
4,35.124,139.498
5,35.325,139.605
6,35.544,139.787
7,35.753,139.914
8,35.853,140.223
9,35.603,140.987
10,35.774,140.926
11,36.154,140.836
12,35.834,140.778
13,35.897,140.68
14,35.941,140.528
15,36.05,140.383
16,35.708,140.262
17,35.535,140.135
18,35.361,140.068
19,35.171,139.944
20,34.991,139.871
21,34.866,140.144
22,36.269,140.656
23,34.96,140.558
24,35.155,140.647
25,35.013,140.189
26,35.193,140.335
27,35.359,140.381
28,35.608,140.444
29,35.655,140.681
30,35.393,140.82
31,35.539,140.731
32,35.882,140.037
33,35.619,139.644
34,35.398,139.469
35,35.176,139.37
36,34.709,139.671
37,34.569,140.025
38,34.629,139.849
39,35.141,140.19
40,36.046,140.83
41,36.005,141.031
42,35.794,141.125
43,35.121,140.884
44,35.454,140.911
45,35.611,140.665
46,35.878,140.445
47,35.659,140.179
48,35.284,139.725
49,34.938,139.508
50,34.804,140.128
