Code,Proba
CPCF_INTER_4_5188,0.00443556
CPCF_INTER_4_5189,0.00452899
CPCF_INTER_4_5184,0.00446201
CPCF_INTER_4_5185,0.00428855
CPCF_INTER_4_5186,0.00427195
CPCF_INTER_4_5187,0.00433795
CPCF_INTER_4_5182,0.00573408
CPCF_INTER_4_5183,0.00490465
CGR5_6_629,0.000218841
CGR5_6_628,0.000221006
CPHL_INTER_5_4019,0.00181223
CPHL_INTER_5_4018,0.00157998
CPHL_INTER_5_4013,0.00141704
CPHL_INTER_5_4012,0.00141695
CPHL_INTER_5_4011,0.00141694
CPHL_INTER_5_4010,0.00141695
CPHL_INTER_5_4017,0.00147148
CPHL_INTER_5_4016,0.00143223
CPHL_INTER_5_4015,0.00142055
CPHL_INTER_5_4014,0.00141763
CGR5_15_6199,0.00165919
CGR5_15_6198,0.00147514
CPCF_INTRA_4_3393,0.00181456
CPCF_INTRA_4_3392,0.0017054
CPCF_INTRA_4_3395,0.0015259
CPCF_INTRA_4_3394,0.00174595
CPCF_INTRA_4_3397,0.000973837
CPCF_INTRA_4_3396,0.00124002
CGR5_12_5340,0.00106371
CGR5_12_5341,0.00107775
CGR5_12_5342,0.00114951
CGR5_12_5343,0.0013275
CGR5_12_5344,0.00162142
CGR5_12_5345,0.00192873
CGR5_12_5346,0.00206518
CGR5_15_6196,0.00137065
CPCF_INTRA_6_3991,0.000430759
CPCF_INTRA_6_3990,0.000458196
CPCF_INTRA_6_3993,0.000384538
CPCF_INTRA_6_3992,0.000403406
CIZU_1_468,0.00151788
CIZU_1_469,0.00151615
CIZU_1_466,0.00152468
CIZU_1_467,0.00152081
CIZU_1_464,0.0015295
CIZU_1_465,0.00152814
CIZU_1_462,0.0015256
CIZU_1_463,0.00152828
CIZU_1_460,0.00152076
CIZU_1_461,0.0015229
CPCF_INTRA_4_3021,0.000666189
CPCF_INTRA_4_3020,0.000728018
CPCF_INTER_9_5015,0.00914813
CPHL_INTER_5_2752,0.00253613
CPHL_INTER_5_2753,0.0020651
CPHL_INTER_5_2750,0.00360019
CPHL_INTER_5_2751,0.00309084
CPHL_INTER_5_2754,0.00173203
CIZU_1_288,0.00154371
CIZU_1_289,0.00155425
CIZU_1_287,0.00153624
CPCF_INTRA_2_1164,0.00272037
CPCF_INTRA_2_1165,0.00310155
CPCF_INTRA_2_1162,0.0023754
CPCF_INTRA_2_1163,0.0024948
CPCF_INTRA_2_1160,0.00224857
CPCF_INTRA_2_1161,0.00230853
CPCF_INTER_7_4590,0.0115092
CPHL_INTER_5_2281,0.00206627
CPHL_INTER_5_2282,0.00216803
CPHL_INTER_5_2283,0.0023956
CPHL_INTER_5_2284,0.00290489
CPHL_INTER_5_2285,0.00384959
CPHL_INTER_5_2286,0.00510871
CPHL_INTER_5_2287,0.00617354
CPHL_INTER_5_2288,0.00647009
CPHL_INTER_5_2289,0.00587969
F01770A,9.68908663382e-10
F017702,3.04180880616e-06
F017701,0.000318530428809
CPCF_INTRA_10_1100,0.00429309
CPHL_INTRA_1_203,0.000836083
CPHL_INTRA_1_202,0.000806605
CPHL_INTER_5_3489,0.00169493
CPHL_INTER_5_3488,0.00187565
CPHL_INTER_5_4288,0.00190044
CPHL_INTER_5_3487,0.00195824
CPHL_INTER_5_3486,0.00187684
CPCF_INTER_12_7889,0.00160537
CPCF_INTER_12_7888,0.00159946
CPCF_INTER_12_7883,0.00160358
CPCF_INTER_12_7882,0.00161833
CPCF_INTER_12_7881,0.00168313
CPCF_INTER_12_7880,0.0018657
CPCF_INTER_12_7887,0.00159779
CPCF_INTER_12_7886,0.00159852
CPCF_INTER_12_7885,0.0016003
CPCF_INTER_12_7884,0.00160156
CPHL_INTER_5_4289,0.00180517
CPHL_INTRA_1_209,0.00137506
CPHL_INTRA_1_208,0.00146338
CPCF_INTER_8_4767,0.0217843
CPCF_INTER_8_4766,0.0214493
CPCF_INTER_8_4765,0.0208806
CPCF_INTER_8_4764,0.0207538
CPCF_INTER_8_4763,0.0214606
CPCF_INTER_8_4762,0.022732
CPCF_INTER_8_4761,0.0236145
CPCF_INTER_8_4760,0.0231978
CPCF_INTER_8_4769,0.0196259
CPCF_INTER_8_4768,0.0212616
CPCF_INTER_12_7779,0.00159593
CPCF_INTER_12_7778,0.00162101
CPCF_INTER_12_7775,0.00205082
CPCF_INTER_12_7774,0.0023128
CPCF_INTER_12_7777,0.00169163
CPCF_INTER_12_7776,0.00183488
CPCF_INTRA_11_3080,0.0028762
CPCF_INTRA_11_3081,0.00358248
CPCF_INTRA_11_3082,0.00459508
CPCF_INTRA_12_7658,0.000222761
CPCF_INTRA_12_7654,0.000274991
CPCF_INTRA_12_7655,0.00026673
CGR5_16_7339,0.000407006
CPCF_INTRA_12_7657,0.000231652
CPCF_INTRA_12_7650,0.000211771
CPCF_INTRA_12_7651,0.000227139
CPCF_INTRA_12_7652,0.000247709
CPCF_INTRA_12_7653,0.000266956
CPHL_INTER_5_4318,0.00219025
CPHL_INTRA_5_3921,0.000707641
CPCF_INTRA_12_6388,0.0012224
CPHL_INTER_5_4319,0.0018947
CGR5_14_5433,0.000887732
CGR5_4_1371,0.000213097
CGR5_4_1370,0.00021221
CGR5_4_1373,0.000231353
CGR5_4_1372,0.000220584
CGR5_4_1375,0.000244723
CGR5_4_1374,0.000241015
CGR5_4_1377,0.000231273
CGR5_4_1376,0.00024062
CGR5_4_1379,0.000218505
CGR5_4_1378,0.000222164
CPCF_INTRA_12_6093,0.000519209
CPCF_INTRA_12_6092,0.000522255
CPHL_INTRA_5_1940,0.00110574
CPCF_INTRA_12_6095,0.000500594
CPHL_INTRA_5_1942,0.00113194
CPCF_INTRA_12_6094,0.000512832
CPHL_INTRA_4_2641,0.000989052
CPCF_INTRA_12_6097,0.00043724
CPHL_INTRA_4_2640,0.000981744
CPCF_INTRA_12_6096,0.000475181
CGR5_22_4786,0.000275704
CGR5_22_4787,0.000274999
CGR5_22_4780,0.000276076
CGR5_22_4781,0.000277329
CGR5_22_4782,0.000278377
CGR5_22_4783,0.000278658
CGR5_12_4820,0.00193684
CPCF_INTRA_12_6217,0.00041139
CPCF_INTRA_12_6216,0.000380585
CGR5_25_10479,0.001112
CGR5_25_10478,0.000954937
CGR5_10_4320,0.00213997
CGR5_25_10473,0.000831688
CGR5_25_10472,0.000831688
CGR5_25_10471,0.000831688
CGR5_25_10470,0.000831688
CGR5_25_10477,0.000878823
CGR5_25_10476,0.000855333
CGR5_25_10475,0.000863813
CGR5_25_10474,0.000831688
CJPS_1_704,0.00144168
CJPS_1_705,0.00144071
CJPS_1_706,0.00128977
CJPS_1_707,0.00105543
CJPS_1_700,0.000635982
CJPS_1_701,0.000807344
CJPS_1_702,0.00104609
CJPS_1_703,0.00128825
CJPS_1_708,0.000819786
CJPS_1_709,0.000638116
CPHL_INTRA_6_4519,0.0036602
CPHL_INTRA_6_4518,0.00404329
CPHL_INTRA_6_4515,0.0050877
CPHL_INTRA_6_4514,0.0051288
CPHL_INTRA_6_4517,0.00448654
CPHL_INTRA_6_4516,0.00487214
CPHL_INTRA_6_4511,0.00490668
CPHL_INTRA_6_4510,0.00468955
CPHL_INTRA_6_4513,0.00508518
CPHL_INTRA_6_4512,0.00502073
CPHL_INTER_2_1690,0.00337006
CPCF_INTRA_11_3709,0.00149739
CPCF_INTRA_10_1507,0.00290819
CIZU_1_78,0.00625453
CIZU_1_79,0.00782069
CPCF_INTRA_11_3703,0.00115065
CPCF_INTRA_11_3702,0.00114284
CPCF_INTRA_11_3701,0.00111538
CPCF_INTRA_11_3700,0.00109877
CPCF_INTRA_11_3707,0.00111213
CPCF_INTRA_11_3706,0.00106301
CPCF_INTRA_11_3705,0.00108051
CPCF_INTRA_11_3704,0.00112367
CPCF_INTRA_1_437,0.00477343
CPCF_INTRA_10_1502,0.00269046
CPCF_INTER_12_6918,0.00190609
CPCF_INTRA_1_436,0.00458963
CPCF_INTER_12_6917,0.00196954
CPCF_INTRA_1_435,0.00434488
CPCF_INTRA_1_434,0.00408209
CPCF_INTRA_11_5014,0.00804556
CPCF_INTRA_11_5011,0.00931601
CPCF_INTRA_11_5010,0.00738067
CPCF_INTRA_11_5013,0.00937021
CPCF_INTRA_11_5012,0.0100669
CPCF_INTRA_11_3149,0.000983355
CGR5_18_7739,0.000620346
CPCF_INTER_1_752,0.0105381
CGR5_18_7735,0.000949553
CGR5_18_7734,0.00100017
CGR5_18_7737,0.000647016
CPCF_INTRA_1_430,0.00330311
CGR5_18_7731,0.000950653
CGR5_18_7730,0.00085635
CGR5_18_7733,0.00102679
CGR5_18_7732,0.00101331
CPCF_INTRA_4_3950,0.000624368
CPCF_INTRA_11_2540,0.0119378
CPCF_INTRA_13_7770,0.00200454
CGR5_16_7627,0.000590251
CPCF_INTRA_13_7772,0.00177849
CPCF_INTRA_13_7773,0.00148289
CGR5_23_6402,0.000261852
CGR5_23_6403,0.000258585
CGR5_23_6400,0.00027624
CGR5_23_6401,0.000267429
CGR5_23_6406,0.000255013
CGR5_23_6407,0.000258514
CGR5_23_6404,0.000256241
CGR5_23_6405,0.000254671
CGR5_8_2778,0.000511692
CGR5_8_2779,0.000508244
CGR5_23_6408,0.000265311
CGR5_23_6409,0.00027396
CPCF_INTER_12_5516,0.00293984
CGR5_6_2299,0.000264773
CPHL_INTRA_1_302,0.000505249
CPHL_INTRA_1_303,0.00047914
CPCF_INTRA_11_3451,0.00143887
CPCF_INTRA_13_5437,0.000364339
CPCF_INTRA_11_3450,0.00128498
CGR5_16_7629,0.000718567
CPCF_INTRA_13_5439,0.000383983
CPCF_INTRA_13_5438,0.000371635
CGR5_16_7628,0.000679851
CPHL_INTRA_1_304,0.000482911
CPHL_INTRA_1_305,0.000503941
F008101,0.0018684806039
F008102,0.000416454287355
F008103,9.02361030861e-05
F008104,9.02361030861e-05
F008105,9.02361030861e-05
F008106,0.00498322013215
CPHL_INTRA_5_3539,0.00071061
CIZU_3_1778,0.000398542
CIZU_3_1779,0.000417091
CIZU_3_1776,0.000392718
CIZU_3_1777,0.000393639
CIZU_3_1774,0.00039258
CIZU_3_1775,0.000392593
CIZU_3_1772,0.00039258
CIZU_3_1773,0.00039258
CIZU_3_1770,0.000392239
CIZU_3_1771,0.00039258
CPCF_INTRA_13_6160,0.00143883
CGR5_16_7188,0.000454776
CPCF_INTRA_1_1171,0.00801201
CPCF_INTRA_1_1172,0.00822281
CPCF_INTRA_1_1173,0.00825513
CPCF_INTRA_1_1174,0.00808005
CPCF_INTRA_1_1175,0.00767786
CPCF_INTRA_1_1176,0.00707021
CPCF_INTRA_1_1177,0.0063321
CPCF_INTRA_1_1178,0.00557028
CGR5_16_7181,0.000385178
CGR5_16_7182,0.000401762
CGR5_16_7183,0.000427981
CGR5_16_7184,0.00045648
CGR5_16_7185,0.000472571
CGR5_16_7186,0.00046928
CGR5_16_7187,0.000457362
CGR5_6_1720,0.000399115
CGR5_6_1721,0.000425629
CGR5_6_1722,0.000417881
CPCF_INTER_1_361,0.0138324
CPCF_INTER_1_360,0.0141559
CPCF_INTER_1_363,0.013255
CPCF_INTER_1_362,0.0134928
CPCF_INTER_1_365,0.0131566
CPCF_INTER_1_364,0.013172
CPCF_INTER_1_367,0.0126351
CPCF_INTER_1_366,0.013024
CPCF_INTER_1_369,0.0113
CPCF_INTER_1_368,0.0120095
CPHL_INTRA_5_3533,0.000710659
CPHL_INTRA_5_3532,0.000728065
CGR5_25_9779,0.00122959
CGR5_25_9778,0.00104325
CGR5_25_9773,0.0008278
CGR5_25_9772,0.000821658
CGR5_25_9771,0.000819142
CGR5_25_9770,0.000818832
CGR5_25_9777,0.000932236
CGR5_25_9776,0.000878958
CGR5_25_9775,0.00085404
CGR5_25_9774,0.000838595
CPHL_INTRA_2_1840,0.000942191
CPHL_INTRA_2_1841,0.000900917
CPCF_INTRA_1_578,0.00641469
CPCF_INTRA_1_579,0.00660076
CGR5_21_8352,0.0015162
CGR5_21_8350,0.00134273
CGR5_21_8351,0.00143113
CPCF_INTRA_1_572,0.00512498
CPCF_INTRA_1_573,0.00535043
CPCF_INTRA_1_570,0.00443685
CPCF_INTRA_1_571,0.00481419
CPCF_INTRA_1_576,0.00592433
CPCF_INTRA_1_577,0.00617359
CPCF_INTRA_1_574,0.00552514
CPCF_INTRA_1_575,0.00570534
CPHL_INTRA_5_3530,0.000878789
CIZU_3_2157,0.000572632
CIZU_3_2156,0.000785472
CIZU_3_2155,0.00103825
CIZU_3_2154,0.0011754
CIZU_3_2153,0.00109042
CIZU_3_2152,0.000851649
CIZU_3_2151,0.000618324
CIZU_3_2150,0.000478826
CIZU_3_2159,0.000418407
CIZU_3_2158,0.000459881
CGR5_25_9199,0.00218789
CGR5_25_9198,0.00246603
CGR5_25_9197,0.00264317
CGR5_25_9196,0.0025865
CGR5_25_9195,0.00227758
CGR5_25_9194,0.00181795
CGR5_25_9193,0.0013711
CGR5_25_9192,0.00106275
CGR5_25_9191,0.000918516
CGR5_25_9190,0.000888619
CGR5_25_8824,0.000797978
CGR5_25_8825,0.000797408
CGR5_25_8826,0.000797286
CGR5_25_8827,0.000797267
CGR5_25_8820,0.000820882
CGR5_25_8821,0.000812516
CGR5_25_8822,0.000804624
CGR5_25_8823,0.000799917
CGR5_25_8828,0.000797266
CGR5_25_8829,0.000797313
CGR5_1_781,0.00131911
CGR5_1_780,0.00127199
CGR5_1_783,0.00123941
CGR5_1_782,0.00131266
CGR5_1_784,0.00111503
CPCF_INTRA_12_5960,0.000542699
CGR5_5_109,0.000409657
CGR5_5_108,0.000389259
CGR5_5_107,0.000360351
CGR5_5_106,0.000332125
CGR5_23_5120,0.000239053
CGR5_23_5121,0.000237861
CPCF_INTER_12_7573,0.00165675
CPCF_INTER_12_7572,0.00170508
CPCF_INTER_12_7571,0.00172713
CPCF_INTER_12_7570,0.00170505
CPCF_INTER_12_7577,0.00181232
CPCF_INTER_12_7576,0.00165388
CPCF_INTER_12_7575,0.0016059
CPCF_INTER_12_7574,0.00161563
CPCF_INTER_12_7579,0.00262371
CPCF_INTER_12_7578,0.00213884
CPCF_INTRA_8_4529,0.00195846
CPCF_INTRA_8_4528,0.00173055
CPHL_INTRA_4_2852,0.0033061
CPCF_INTER_4_4177,0.00755359
CPCF_INTER_4_4178,0.00713957
CPCF_INTER_4_4179,0.00664569
CPCF_INTER_4_5221,0.00523722
CPCF_INTER_4_5220,0.00600802
CPCF_INTER_4_5223,0.00448466
CPCF_INTER_4_5222,0.0047468
CPCF_INTER_4_5225,0.00435327
CPCF_INTER_4_5224,0.00437555
CPCF_INTER_4_5227,0.00438271
CPCF_INTER_4_5226,0.00436613
CPCF_INTER_4_3689,0.00697626
CPCF_INTER_4_3688,0.00728852
F015121,1.75437057565e-05
CPCF_INTRA_1_961,0.00820073
CPCF_INTRA_1_960,0.00896785
CPCF_INTRA_1_963,0.00599558
CPCF_INTRA_1_962,0.00713138
CPCF_INTRA_1_965,0.00429884
CPCF_INTRA_1_964,0.00500754
CPCF_INTRA_1_967,0.00376191
CPCF_INTRA_1_966,0.00389945
CPCF_INTRA_1_969,0.00395413
CPCF_INTRA_1_968,0.00380651
CGR5_25_10675,0.000862145
CGR5_25_10674,0.000844589
CGR5_25_10677,0.000932369
CGR5_25_10676,0.000895211
CGR5_25_10671,0.000899335
CGR5_25_10670,0.00102773
CGR5_25_10673,0.000841085
CGR5_25_10672,0.000852871
CGR5_25_10679,0.000932371
CGR5_25_10678,0.000949303
CPCF_INTER_12_6588,0.00349806
CPCF_INTRA_9_5361,0.000603016
CPCF_INTRA_9_5360,0.000609042
CPCF_INTER_4_2799,0.00559398
CPCF_INTER_1_1617,0.0104264
CPCF_INTER_1_1616,0.0110834
CPCF_INTER_1_1615,0.011709
CPCF_INTER_1_1614,0.0121776
CPCF_INTER_1_1613,0.0124278
CPCF_INTER_1_1612,0.0125277
CPCF_INTER_1_1611,0.0126301
CPCF_INTRA_2_1828,0.00170119
CPCF_INTRA_2_1827,0.00165745
CPCF_INTRA_2_1826,0.00156697
CPCF_INTRA_2_1825,0.00145876
CPCF_INTRA_2_1824,0.00136573
CPCF_INTRA_2_1823,0.00130161
CPCF_INTER_12_6583,0.00239469
CPCF_INTER_1_1619,0.00938604
CPCF_INTER_1_1618,0.00984371
CGR5_15_6546,0.000942122
CGR5_15_6547,0.000819902
CGR5_15_6544,0.00126251
CGR5_15_6545,0.00110999
CGR5_15_6542,0.00129373
CGR5_15_6543,0.00133256
CGR5_15_6540,0.00100007
CGR5_15_6541,0.00116775
CGR5_15_6548,0.000755799
CGR5_15_6549,0.000719663
CPCF_INTRA_10_93,0.00194286
CPCF_INTRA_10_92,0.0019678
CPCF_INTRA_10_91,0.00195089
CPCF_INTRA_10_90,0.00188799
CGR5_22_5048,0.000280888
CPCF_INTRA_10_96,0.00199598
CPCF_INTER_6_4312,0.00917264
CPCF_INTRA_10_94,0.00190026
CGR5_22_5044,0.000276175
CPCF_INTER_8_5026,0.0112333
CGR5_22_5046,0.0002773
CPCF_INTRA_10_98,0.00268552
CGR5_22_5040,0.000277691
CGR5_22_5041,0.000277427
CGR5_22_5042,0.000276841
CGR5_22_5043,0.000276326
CPCF_INTRA_12_8027,0.000272498
CGR5_7_3136,0.0004991
CGR5_7_3137,0.000502831
CGR5_7_3138,0.000465089
CGR5_7_3139,0.000405666
CPHL_INTRA_5_2310,0.00149715
CPHL_INTRA_5_2311,0.00179295
CPHL_INTRA_5_2312,0.00233252
CPHL_INTRA_5_2313,0.00304326
CPHL_INTRA_5_2314,0.0036265
CPHL_INTRA_5_2315,0.00376139
CPHL_INTRA_5_2316,0.00340592
CPHL_INTRA_5_2317,0.00283033
CPHL_INTRA_5_2318,0.00232784
CPHL_INTRA_5_2319,0.00199124
CPHL_INTRA_4_1675,0.000939058
CPHL_INTRA_4_1674,0.000938892
CPHL_INTRA_4_1677,0.000944701
CPHL_INTRA_4_1676,0.00094001
CPHL_INTRA_4_1679,0.00103256
CPHL_INTRA_4_1678,0.000964346
CIZU_3_1826,0.000988314
CPHL_INTRA_1_706,0.000330906
CPHL_INTRA_1_707,0.000330432
CPHL_INTRA_1_704,0.000340247
CPHL_INTRA_1_705,0.00033292
CPHL_INTRA_1_702,0.000414898
CPHL_INTRA_1_703,0.000362138
CPHL_INTRA_1_700,0.000656008
CPHL_INTRA_1_701,0.000514673
CPCF_INTER_9_5208,0.00607999
CPCF_INTER_9_5209,0.00590789
CJPS_1_980,0.000477449
CJPS_1_981,0.000495406
CPCF_INTER_6_3939,0.0110334
CJPS_1_987,0.000494388
CJPS_1_984,0.000535315
CJPS_1_985,0.000527905
CPCF_INTER_6_3935,0.00973423
CPHL_INTRA_1_1215,0.000354117
CJPS_1_988,0.000483367
CPCF_INTER_6_3936,0.0105242
CPHL_INTRA_1_1210,0.000345385
CPHL_INTRA_1_1211,0.000347777
CPHL_INTRA_1_1212,0.000351094
CPHL_INTRA_1_1213,0.00035239
CJPS_1_88,0.000396925
CJPS_1_89,0.000396371
CJPS_1_82,0.00038784
CJPS_1_83,0.000387598
CJPS_1_80,0.00038942
CJPS_1_81,0.000388378
CJPS_1_86,0.000394987
CJPS_1_87,0.000396321
CJPS_1_84,0.000387462
CJPS_1_85,0.000393577
CPHL_INTER_1_298,0.00021266
CPHL_INTER_1_299,0.000208169
CPHL_INTER_1_292,0.000188556
CPHL_INTER_1_293,0.000190979
CPHL_INTER_1_290,0.000194126
CPHL_INTER_1_291,0.000188742
CPHL_INTER_1_296,0.000208234
CPHL_INTER_1_297,0.000212488
CPHL_INTER_1_294,0.000195436
CPHL_INTER_1_295,0.000201685
CPCF_INTRA_12_6002,0.00046857
CPCF_INTRA_12_6003,0.000420685
CPCF_INTER_12_5586,0.00463511
CPCF_INTER_12_5587,0.00639552
CPCF_INTER_12_5580,0.00369731
CGR5_23_5385,0.000284676
CGR5_23_5386,0.00027206
CPHL_INTER_5_3836,0.00170126
CPHL_INTER_5_3837,0.00206965
CPHL_INTER_5_3838,0.0025143
CPHL_INTER_5_3839,0.00282169
CPCF_INTER_12_5583,0.00293388
CPHL_INTER_1_1331,0.00019983
CPHL_INTER_5_2129,0.00146094
CPHL_INTER_5_2128,0.00146422
CPHL_INTER_5_2125,0.00298616
CPHL_INTER_5_2124,0.00430182
CPHL_INTER_5_2127,0.00162166
CPHL_INTER_5_2126,0.0020785
CPHL_INTER_5_2121,0.00623818
CPHL_INTER_5_2120,0.00543068
CPHL_INTER_5_2123,0.00562331
CPHL_INTER_5_2122,0.006369
CPHL_INTER_1_876,0.000282635
CPHL_INTER_1_877,0.000245876
CPHL_INTER_1_874,0.000326704
CPHL_INTER_1_875,0.000308396
CPHL_INTER_1_872,0.000392539
CPHL_INTER_1_873,0.000352083
CPHL_INTER_1_870,0.000460948
CPHL_INTER_1_871,0.000436134
CPHL_INTER_1_878,0.000206441
CPHL_INTER_1_879,0.000174648
CPHL_INTRA_5_3199,0.000888258
CPHL_INTRA_5_3198,0.00106524
CPHL_INTRA_5_3197,0.00127225
CPHL_INTRA_5_3196,0.00136699
CJPS_1_1076,0.000471827
CJPS_1_1077,0.000465677
CJPS_1_1074,0.000492174
CJPS_1_1075,0.00048226
CJPS_1_1072,0.000497782
CJPS_1_1073,0.00049765
CPCF_INTER_2_1750,0.00438281
CJPS_1_1071,0.00049471
CJPS_1_1078,0.000466177
CJPS_1_1079,0.000471554
CPCF_INTRA_8_4672,0.00235433
CGR5_17_8201,0.0003867
CGR5_17_8200,0.000429107
CGR5_17_8203,0.000364442
CGR5_17_8202,0.000364697
CPHL_INTER_5_4084,0.00310907
CPHL_INTER_5_4085,0.00254702
CPHL_INTER_5_4086,0.00199971
CPHL_INTER_5_4087,0.00164509
CPCF_INTRA_11_3163,0.00224057
CPCF_INTRA_11_3162,0.00183156
CPCF_INTRA_11_3161,0.0015879
CPCF_INTRA_11_3160,0.00148982
CPCF_INTRA_11_3166,0.00381775
CPCF_INTRA_11_3165,0.00327989
CPCF_INTRA_11_3164,0.00275196
CPHL_INTER_5_4082,0.00343889
CPHL_INTER_5_4083,0.0034388
CGR5_19_8162,0.000426604
CGR5_19_8163,0.000428238
CGR5_19_8160,0.000399042
CGR5_19_8161,0.000415185
CPHL_INTRA_4_2919,0.00339849
CPHL_INTRA_4_2918,0.00272958
CPHL_INTER_5_4088,0.00148503
CPHL_INTER_5_4089,0.00143359
CPCF_INTRA_7_4311,0.00163178
CPCF_INTRA_7_4310,0.00175014
CPCF_INTRA_12_6974,0.000271466
CPCF_INTRA_12_6975,0.000286217
CPCF_INTRA_12_6972,0.000217726
CPCF_INTRA_12_6973,0.000242895
CPCF_INTRA_12_6970,0.000210069
CPCF_INTRA_12_6971,0.000206503
CPCF_INTRA_12_6978,0.00029505
CPCF_INTRA_12_6979,0.000343537
CGR5_3_1178,0.000452833
CGR5_3_1179,0.000412683
CGR5_3_1176,0.00050637
CGR5_3_1177,0.000491833
CGR5_3_1174,0.000435254
CGR5_3_1175,0.000485087
CGR5_3_1172,0.000326977
CGR5_3_1173,0.000376453
CGR5_3_1170,0.000276894
CGR5_3_1171,0.000294527
CPCF_INTER_12_6039,0.00522458
CPCF_INTER_12_6038,0.00556846
CPCF_INTRA_12_7375,0.000408752
CPCF_INTRA_12_7374,0.000448854
CPCF_INTRA_12_7373,0.000452439
CPCF_INTRA_12_7372,0.00042436
CPCF_INTRA_12_7371,0.000378856
CPCF_INTRA_12_7370,0.000325047
CPCF_INTER_12_6031,0.00319915
CPCF_INTER_12_6030,0.00310889
CPCF_INTER_12_6033,0.00363415
CPCF_INTER_12_6032,0.0033724
CPCF_INTER_12_6035,0.00455183
CPCF_INTER_12_6034,0.00400766
CPCF_INTER_12_6037,0.00561109
CPCF_INTER_12_6036,0.00519076
CPHL_INTRA_4_2728,0.00127266
CGR5_25_10886,0.000913949
CGR5_25_10887,0.000948947
CGR5_25_10884,0.000910092
CGR5_25_10885,0.000900177
CGR5_25_10882,0.00124467
CGR5_25_10883,0.000989504
CGR5_25_10880,0.00267228
CGR5_25_10881,0.00180335
CGR5_25_10888,0.00103302
CGR5_25_10889,0.00119152
CPCF_INTRA_12_6390,0.000858569
CPCF_INTRA_12_6399,0.000325238
CIZU_3_2315,0.00066689
CIZU_3_2314,0.000718136
CIZU_3_2317,0.000473719
CIZU_3_2316,0.000563491
CIZU_3_2311,0.000501376
CIZU_3_2310,0.000448682
CIZU_3_2313,0.00067963
CIZU_3_2312,0.000586972
CIZU_3_2319,0.000407675
CIZU_3_2318,0.000425465
CPHL_INTER_5_4369,0.00166199
CPCF_INTRA_12_6025,0.000315818
CPCF_INTRA_11_4249,0.00305697
CPCF_INTRA_11_4248,0.0025652
CPCF_INTRA_11_4243,0.0013071
CPCF_INTRA_11_4242,0.00123461
CPCF_INTRA_11_4241,0.00121921
CPCF_INTRA_11_4240,0.00122671
CPCF_INTRA_11_4247,0.00224088
CPCF_INTRA_11_4246,0.00197181
CPCF_INTRA_11_4245,0.00170554
CPCF_INTRA_11_4244,0.00146772
CGR5_18_6799,0.00105854
CGR5_19_8469,0.000393416
CPHL_INTER_5_2803,0.00211171
CGR5_1_2222,0.000635788
CJPS_1_515,0.000917283
CGR5_9_5180,0.000326364
CJPS_1_517,0.000634443
CGR5_9_5182,0.00031543
CJPS_1_511,0.00133045
CJPS_1_510,0.00125815
CJPS_1_513,0.00126299
CJPS_1_512,0.00133891
CPHL_INTER_5_2806,0.00242065
CJPS_1_519,0.00115494
CJPS_1_518,0.00100371
CPHL_INTER_5_2807,0.00272003
CGR5_1_547,0.000710664
CPCF_INTRA_12_5617,0.000786531
CPCF_INTRA_12_5614,0.000361488
CPCF_INTRA_12_5615,0.000418063
CPCF_INTRA_12_5612,0.000409627
CPCF_INTRA_12_5613,0.000369542
CPCF_INTRA_12_5610,0.000445436
CPCF_INTRA_12_5611,0.000443358
CPCF_INTRA_11_2048,0.00116479
CGR5_1_549,0.000807848
CGR5_1_548,0.000754553
CPHL_INTER_1_623,0.000213395
CPCF_INTER_12_8084,0.00165696
CPCF_INTER_12_8085,0.00162767
CPCF_INTER_12_8082,0.00176446
CPCF_INTER_12_8083,0.00170473
CPCF_INTER_12_8080,0.00195203
CPCF_INTER_12_8081,0.00183447
CPHL_INTER_1_621,0.000234014
CPCF_INTER_12_8088,0.00245771
CPCF_INTER_12_8089,0.00229891
CPHL_INTER_1_620,0.00024974
CPHL_INTER_1_627,0.00015313
CPHL_INTER_1_626,0.000160677
CPCF_INTRA_10_838,0.00204008
CPCF_INTRA_10_839,0.00231679
CPCF_INTER_1_930,0.0102539
CPHL_INTRA_5_2782,0.00144657
CPCF_INTRA_10_833,0.00134634
CPCF_INTRA_10_834,0.0013561
CPCF_INTRA_10_835,0.00143636
CPCF_INTRA_10_836,0.00158855
CPCF_INTRA_10_837,0.00179633
CGR5_23_7254,0.000249503
CGR5_23_7255,0.000248675
CPHL_INTRA_5_2780,0.00157515
CGR5_23_7250,0.000264173
CGR5_23_7251,0.000259323
CIZU_3_1158,0.000382571
CIZU_3_1159,0.000382944
CIZU_3_1156,0.000382571
CIZU_3_1157,0.000382571
CIZU_3_1154,0.000382573
CIZU_3_1155,0.000382571
CIZU_3_1152,0.000382619
CIZU_3_1153,0.000382583
CIZU_3_1150,0.000382862
CIZU_3_1151,0.000382709
CPHL_INTER_5_4367,0.00144285
CPHL_INTRA_5_2785,0.00091465
CPHL_INTRA_5_2784,0.00106167
CPHL_INTER_5_4366,0.00143003
CGR5_18_7948,0.000639026
CGR5_18_7949,0.000626012
CGR5_18_7946,0.000654184
CGR5_18_7947,0.000651138
CGR5_18_7944,0.000627641
CGR5_18_7945,0.000644444
CGR5_18_7942,0.000615397
CGR5_18_7943,0.000615089
CGR5_18_7940,0.000651209
CGR5_18_7941,0.00062959
