,# MNO,JLG,JLA,WLG,WLA,FRQ,BVL,MMN,ANO,DEP,STR,DIP
148,149,140.604,44.998,140.6,45.0,0.000401072,0.9,5.0,1,3.0,0.0,90.0
149,150,140.704,44.998,140.7,45.0,0.00040123,0.9,5.0,1,3.0,0.0,90.0
150,151,140.804,44.998,140.8,45.0,0.000399566,0.9,5.0,1,3.0,0.0,90.0
151,152,139.304,44.898,139.3,44.9,0.000397721,0.9,5.0,1,3.0,0.0,90.0
152,153,139.404,44.898,139.4,44.9,0.000398835,0.9,5.0,1,3.0,0.0,90.0
153,154,139.504,44.898,139.5,44.9,0.000399968,0.9,5.0,1,3.0,0.0,90.0
154,155,139.604,44.898,139.6,44.9,0.000400954,0.9,5.0,1,3.0,0.0,90.0
155,156,139.704,44.898,139.7,44.9,0.000401626,0.9,5.0,1,3.0,0.0,90.0
156,157,139.804,44.898,139.8,44.9,0.000401745,0.9,5.0,1,3.0,0.0,90.0
157,158,139.904,44.898,139.9,44.9,0.000401039,0.9,5.0,1,3.0,0.0,90.0
158,159,140.004,44.898,140.0,44.9,0.000399494,0.9,5.0,1,3.0,0.0,90.0
159,160,140.104,44.898,140.1,44.9,0.000397591,0.9,5.0,1,3.0,0.0,90.0
160,161,140.204,44.898,140.2,44.9,0.000396123,0.9,5.0,1,3.0,0.0,90.0
161,162,140.304,44.898,140.3,44.9,0.000395709,0.9,5.0,1,3.0,0.0,90.0
162,163,140.404,44.898,140.4,44.9,0.000396403,0.9,5.0,1,3.0,0.0,90.0
163,164,140.504,44.898,140.5,44.9,0.000397647,0.9,5.0,1,3.0,0.0,90.0
164,165,140.604,44.898,140.6,44.9,0.000398557,0.9,5.0,1,3.0,0.0,90.0
165,166,140.704,44.898,140.7,44.9,0.000398427,0.9,5.0,1,3.0,0.0,90.0
166,167,140.804,44.898,140.8,44.9,0.000397171,0.9,5.0,1,3.0,0.0,90.0
167,168,139.204,44.798,139.2,44.8,0.000403281,0.9,5.0,1,3.0,0.0,90.0
168,169,139.304,44.798,139.3,44.8,0.00040274,0.9,5.0,1,3.0,0.0,90.0
169,170,139.404,44.798,139.4,44.8,0.000402667,0.9,5.0,1,3.0,0.0,90.0
170,171,139.504,44.798,139.5,44.8,0.00040292,0.9,5.0,1,3.0,0.0,90.0
