Code,Name,ProcessType,Process,MagnitudeType,Magnitude,ShapeType,Shape
F005603,Kurehayama fault zone,BrownianPTProcess,"BPT(mu=3000.0,t0=3500.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((137.276 36.851, 137.1074181219311 36.61734939293065, 136.9560069421764 36.68730019759205, 137.1245888202454 36.9209508046614, 137.276 36.851)))"
F008101,Chuo-kozosen fault zone (Kongo-sanchi-toen),BrownianPTProcess,"BPT(mu=2000.0,t0=2017.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.46)",MultiPlaneShape,"MULTIPOLYGON (((135.67 34.545, 135.6809706347412 34.38337451673741, 135.4921538313797 34.37467936438462, 135.4811831966385 34.53630484764722, 135.67 34.545)))"
F008102,Chuo-kozosen fault zone (Kitan-kaikyo-Naruto-Kaikyo),BrownianPTProcess,"BPT(mu=4000.0,t0=3100.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((135.195 34.318, 134.6176154687816 34.22616888657074, 134.5855186229325 34.36383003617388, 135.1629031541509 34.45566114960314, 135.195 34.318)))"
F008103,Chuo-kozosen fault zone (Sanuki-sanmyaku-nanen- Ishizuchi-sanmyaku-hokuen-tobu),BrownianPTProcess,"BPT(mu=1000.0,t0=517.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((134.647 34.219, 133.2481706916395 33.95195958665176, 133.2000722890369 34.12423159679788, 134.5989015973975 34.39127201014612, 134.647 34.219)))"
F008104,Chuo-kozosen fault zone (Ishizuchi-sanmyaku-hokuen),BrownianPTProcess,"BPT(mu=1000.0,t0=517.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((133.079 33.878, 133.4302518567496 33.96994661565655, 133.4310477326757 33.96785096984841, 133.0797958759262 33.87590435419187, 133.079 33.878)))"
F008105,Chuo-kozosen fault zone (Ishizuchi-sanmyaku-hokuen-seibu- Iyonada),BrownianPTProcess,"BPT(mu=1000.0,t0=517.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((133.243 33.937, 131.9874180873061 33.4062314951131, 131.9862156818634 33.40818934443723, 133.2417975945573 33.93895784932413, 133.243 33.937)))"
F013201,Midorikawa fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((131.163 32.691, 130.7795207486161 32.57861238526634, 130.772197825599 32.59630987280525, 131.155677076983 32.70869748753891, 131.163 32.691)))"
F015121,Kamogawa-teichi fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((140.107 35.102, 139.8220006540282 35.08446820285501, 139.8115102965199 35.19861095237832, 140.0965096424917 35.21614274952331, 140.107 35.102)))"
G030056,Togakushi-yama fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((138.095 36.792, 137.9975052096588 36.72555302175127, 137.9961079144674 36.72686780688652, 138.0936027048086 36.79331478513525, 138.095 36.792)))"
G030057,Jonen-dake-higashi fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.7),MultiPlaneShape,"MULTIPOLYGON (((137.8 36.5, 137.8317693227006 36.24858432159003, 137.8288555488444 36.24834640485794, 137.7970862261438 36.49976208326791, 137.8 36.5)))"
G030050,Osado-segan fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.31),MultiPlaneShape,"MULTIPOLYGON (((138.407 38.243, 138.3048326377728 38.15069317809041, 138.3027211256816 38.15213476655427, 138.4048884879089 38.24444158846386, 138.407 38.243)))"
G030051,Kuninaka-heiya-minami fault,PoissonProcess,P(lmbd=0.001),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((138.427 38.001, 138.3359410818912 37.94829138597441, 138.3347619087243 37.94955631670151, 138.4258208268331 38.0022649307271, 138.427 38.001)))"
G030053,Hirataki-Busuno-toge fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((138.45 37.017, 138.5580136102341 36.98320141770775, 138.5572963659592 36.98174009523517, 138.4492827557251 37.01553867752742, 138.45 37.017)))"
F019301,Jifuku fault,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((131.73 34.405, 131.5014173718566 34.23814561275491, 131.4991484400499 34.24026153153528, 131.7277310681933 34.40711591878037, 131.73 34.405)))"
G030059,Saotome-dake fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((137.6 36.66, 137.4494881239245 36.58008461418451, 137.4478682755002 36.58204783068119, 137.5983801515758 36.66196321649667, 137.6 36.66)))"
F008106,Chuo-kozosen fault zone (Izumi-sanmyaku-nanen),BrownianPTProcess,"BPT(mu=1100.0,t0=1417.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((135.624 34.419, 135.0485933200185 34.31637356412789, 135.0192702316538 34.42825342860923, 135.5946769116353 34.53087986448134, 135.624 34.419)))"
F000701,Kuromatsunai-teichi fault zone,BrownianPTProcess,"BPT(mu=3600.0,t0=5900.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((140.24 42.754, 140.3115957203712 42.45278376559097, 140.1580277326519 42.433103909194, 140.0864320122807 42.73432014360304, 140.24 42.754)))"
F007201,Kizugawa fault zone,BrownianPTProcess,"BPT(mu=4000.0,t0=163.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((136.264 34.857, 135.9344425400211 34.7585724465433, 135.8910727780421 34.8563503780738, 136.2206302380211 34.9547779315305, 136.264 34.857)))"
F018801,Suonada fault zone (Aio-oki fault segment),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((131.525 33.932, 131.3644845020393 33.76215015975105, 131.3119725240883 33.79631265876768, 131.4724880220491 33.96616249901663, 131.525 33.932)))"
F013101,Hinagu fault zone (Takano-Shirahata segment),BrownianPTProcess,"BPT(mu=3600.0,t0=1617.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((130.819 32.763, 130.7357696242403 32.59731161234355, 130.7333625233107 32.59816665216885, 130.8165928990704 32.7638550398253, 130.819 32.763)))"
F013102,Hinagu fault zone (Hinagu segment),BrownianPTProcess,"BPT(mu=3600.0,t0=8400.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((130.751 32.653, 130.457787890903 32.34375117162181, 130.3910059881626 32.38863664368682, 130.6842180972596 32.69788547206501, 130.751 32.653)))"
F013103,Hinagu fault zone (Yatsushirokai segment),BrownianPTProcess,"BPT(mu=1100.0,t0=1717.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((130.469 32.363, 130.2029621756758 32.15563956125248, 130.2011979956084 32.15725442265286, 130.4672358199327 32.36461486140039, 130.469 32.363)))"
F008204,Kusatani fault,BrownianPTProcess,"BPT(mu=6500.0,t0=1717.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.31),MultiPlaneShape,"MULTIPOLYGON (((135 34.783, 134.8293098936574 34.70206105546732, 134.8279721941393 34.7039640126348, 134.9986623004819 34.78490295716748, 135 34.783)))"
F017501,Iwatsubo fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((133.992 35.403, 134.2014791038264 35.40955936736209, 134.2015899823002 35.40720680374955, 133.9921108784738 35.40064743638745, 133.992 35.403)))"
F004901,Ushikubi fault zone,BrownianPTProcess,"BPT(mu=5000.0,t0=1017.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((136.883 36.267, 137.3962530936354 36.58453393745536, 137.39814918542 36.58254162714251, 136.8848960917846 36.26500768968715, 136.883 36.267)))"
F001001,Tsugaru-sanchi-seien fault zone (Northern part),PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((140.603 40.701, 140.52717552407 40.8523276071391, 140.6683206431728 40.89297490893033, 140.7441451191028 40.74164730179124, 140.603 40.701)))"
F01310A,Hinagu fault zone (All segment),MultiSegmentProcess,"MULTI(F013101,F013102,F013103)",CharacteristicMag,CHAR(mag=7.3),MultiPlaneShape,"MULTIPOLYGON (((130.819 32.763, 130.7357696242403 32.59731161234355, 130.7333625233107 32.59816665216885, 130.8165928990704 32.7638550398253, 130.819 32.763)), ((130.751 32.653, 130.457787890903 32.34375117162181, 130.3910059881626 32.38863664368682, 130.6842180972596 32.69788547206501, 130.751 32.653)), ((130.469 32.363, 130.2029621756758 32.15563956125248, 130.2011979956084 32.15725442265286, 130.4672358199327 32.36461486140039, 130.469 32.363)))"
F01310B,Hinagu fault zone (Takano-Shirahata segment/Hinagu segment),MultiSegmentProcess,"MULTI(F013101,F013102)",CharacteristicMag,CHAR(mag=7.1),MultiPlaneShape,"MULTIPOLYGON (((130.819 32.763, 130.7357696242403 32.59731161234355, 130.7333625233107 32.59816665216885, 130.8165928990704 32.7638550398253, 130.819 32.763)), ((130.751 32.653, 130.457787890903 32.34375117162181, 130.3910059881626 32.38863664368682, 130.6842180972596 32.69788547206501, 130.751 32.653)))"
F01310C,Hinagu fault zone (Hinagu segment/Yatsushirokai segment),MultiSegmentProcess,"MULTI(F013102,F013103)",CharacteristicMag,CHAR(mag=7.2),MultiPlaneShape,"MULTIPOLYGON (((130.751 32.653, 130.457787890903 32.34375117162181, 130.3910059881626 32.38863664368682, 130.6842180972596 32.69788547206501, 130.751 32.653)), ((130.469 32.363, 130.2029621756758 32.15563956125248, 130.2011979956084 32.15725442265286, 130.4672358199327 32.36461486140039, 130.469 32.363)))"
G030047,Yoshinoya fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((139.05 37.653, 138.9493027893946 37.58296065632712, 138.9477327000177 37.58437561660223, 139.0484299106231 37.65441496027511, 139.05 37.653)))"
F002401,Aizu-bonchi-seien fault zone,BrownianPTProcess,"BPT(mu=7400.0,t0=406.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((139.847 37.729, 139.7584013449595 37.41291852652895, 139.6171063109784 37.43769327678352, 139.7057049660189 37.75377475025457, 139.847 37.729)))"
G030046,Numakoshi-toge fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((139.365 37.784, 139.2835827693929 37.65933218243195, 139.2809356589576 37.66041198058623, 139.3623528895647 37.78507979815429, 139.365 37.784)))"
F014921,Ogose fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.31),MultiPlaneShape,"MULTIPOLYGON (((139.238 36.014, 139.2973477888421 35.86884739630698, 139.1704566740236 35.83490299410762, 139.1111088851816 35.98005559780064, 139.238 36.014)))"
F017001,Shinji (Kashima) fault Case 1,BrownianPTProcess,"BPT(mu=3300.0,t0=1317.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((133.233 35.552, 132.9485390588424 35.51864998675526, 132.9409898814579 35.56127178488932, 133.2254508226155 35.59462179813406, 133.233 35.552)))"
F007903,Senzan fault zone,BrownianPTProcess,"BPT(mu=5000.0,t0=1017.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((134.875 34.421, 134.808031953243 34.33785388847429, 134.7374012134293 34.37656407263668, 134.8043692601863 34.45971018416239, 134.875 34.421)))"
F007902,Rokko-Awajishima fault zone (Main area/Awajishima-seigan segment),BrownianPTProcess,"BPT(mu=1800.0,t0=22.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((134.821 34.492, 135.0823307660989 34.62244440695404, 135.0980352629507 34.60107185703646, 134.8367044968518 34.47062745008242, 134.821 34.492)))"
F005203,Sami fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((137.085 35.611, 137.3631505596695 35.72178110420758, 137.3645094993062 35.71952593049173, 137.0863589396368 35.60874482628415, 137.085 35.611)))"
F01622F,Itoigawa-Shizuoka-kozosen fault zone (All segment),MultiSegmentProcess,"MULTI(F016221,F016222,F016223,F016224)",CharacteristicMag,CHAR(mag=7.5),MultiPlaneShape,"MULTIPOLYGON (((137.957 36.355, 137.8927501856178 36.53195059549243, 137.9298781276424 36.54069432174889, 137.9941279420246 36.36374372625647, 137.957 36.355)), ((137.994 36.364, 137.9313100052282 36.53663472730968, 138.0063440772724 36.5543034017873, 138.0690340720442 36.38166867447762, 137.994 36.364)), ((137.893 36.533, 137.8981169823595 36.65073936301788, 137.9368649958406 36.64965212453909, 137.9317480134811 36.53191276152121, 137.893 36.533)), ((137.932 36.537, 137.9366875545468 36.64485285161943, 138.0149907207926 36.64265584062002, 138.0103031662458 36.53480298900058, 137.932 36.537)), ((137.898 36.651, 137.9579108915344 36.79138777569911, 137.9946482969191 36.7812966421788, 137.9347374053847 36.64090886647969, 137.898 36.651)), ((137.937 36.645, 137.9950908839805 36.78113360067792, 138.0693213286272 36.76074218538759, 138.0112304446467 36.62460858470967, 137.937 36.645)), ((138.162 35.983, 138.0906437386636 36.02283258359954, 138.1122284490136 36.04815111451082, 138.18358471035 36.00831853091128, 138.162 35.983)), ((138.091 36.023, 138.059634669739 36.068576529852, 138.092865096992 36.08353553036903, 138.124230427253 36.03795900051704, 138.091 36.023)), ((138.059 36.069, 137.9250635911668 36.35400032677863, 137.9606367213532 36.36492292350528, 138.0945731301864 36.07992259672665, 138.059 36.069)), ((138.049 36.079, 138.1060072417969 36.05652851130803, 138.0826502629131 36.01782459297861, 138.0256430211161 36.04029608167058, 138.049 36.079)), ((138.106 36.056, 138.130060490099 36.00857251788423, 138.0807785367682 35.99223235601013, 138.0567180466692 36.0396598381259, 138.106 36.056)), ((138.131 36.007, 138.298186850443 35.83878988715785, 138.2567006753532 35.81180703959693, 138.0895138249102 35.98001715243908, 138.131 36.007)), ((138.26 35.828, 138.3431804683158 35.75440151232122, 138.2159609919625 35.65988535503307, 138.1327805236466 35.73348384271185, 138.26 35.828)), ((138.343 35.755, 138.4150885280564 35.55098191474454, 138.2493721625012 35.51241980507626, 138.1772836344448 35.71643789033173, 138.343 35.755)), ((138.415 35.551, 138.3470100169635 35.43291234994349, 138.1912930302576 35.49225853185938, 138.2592830132941 35.61034618191589, 138.415 35.551)))"
F01622E,Itoigawa-Shizuoka-kozosen fault zone (Central northern segment/Central southern segment/Southern segment),MultiSegmentProcess,"MULTI(F016222,F016223,F016224)",CharacteristicMag,CHAR(mag=7.4),MultiPlaneShape,"MULTIPOLYGON (((138.162 35.983, 138.0906437386636 36.02283258359954, 138.1122284490136 36.04815111451082, 138.18358471035 36.00831853091128, 138.162 35.983)), ((138.091 36.023, 138.059634669739 36.068576529852, 138.092865096992 36.08353553036903, 138.124230427253 36.03795900051704, 138.091 36.023)), ((138.059 36.069, 137.9250635911668 36.35400032677863, 137.9606367213532 36.36492292350528, 138.0945731301864 36.07992259672665, 138.059 36.069)), ((138.049 36.079, 138.1060072417969 36.05652851130803, 138.0826502629131 36.01782459297861, 138.0256430211161 36.04029608167058, 138.049 36.079)), ((138.106 36.056, 138.130060490099 36.00857251788423, 138.0807785367682 35.99223235601013, 138.0567180466692 36.0396598381259, 138.106 36.056)), ((138.131 36.007, 138.298186850443 35.83878988715785, 138.2567006753532 35.81180703959693, 138.0895138249102 35.98001715243908, 138.131 36.007)), ((138.26 35.828, 138.3431804683158 35.75440151232122, 138.2159609919625 35.65988535503307, 138.1327805236466 35.73348384271185, 138.26 35.828)), ((138.343 35.755, 138.4150885280564 35.55098191474454, 138.2493721625012 35.51241980507626, 138.1772836344448 35.71643789033173, 138.343 35.755)), ((138.415 35.551, 138.3470100169635 35.43291234994349, 138.1912930302576 35.49225853185938, 138.2592830132941 35.61034618191589, 138.415 35.551)))"
F01850A,Iwakuni-Itsukaichi fault zone (Koi fault segment/Itsukaichi fault segment),MultiSegmentProcess,"MULTI(F018401,F018501)",CharacteristicMag,CHAR(mag=7.3),MultiPlaneShape,"MULTIPOLYGON (((132.507 34.493, 132.3407784849126 34.32621536041641, 132.3381297150673 34.32800857485631, 132.5043512301547 34.4947932144399, 132.507 34.493)), ((132.277 34.282, 131.8423570637655 34.04248788086675, 131.8051789434144 34.08854943583336, 132.2398218796488 34.3280615549666, 132.277 34.282)))"
F016021,Inatori fault zone,BrownianPTProcess,"BPT(mu=2000.0,t0=39.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((138.961 34.795, 139.0364104271274 34.75837664452066, 139.035437507776 34.75702568183322, 138.9600270806486 34.79364903731256, 138.961 34.795)), ((139.036 34.758, 139.254917174038 34.75611649965835, 139.254897168527 34.75454705309839, 139.035979994489 34.75643055344004, 139.036 34.758)))"
F002701,Nagaoka-heiya-seien fault zone,BrownianPTProcess,"BPT(mu=1200.0,t0=817.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((138.819 38.053, 138.735386878031 37.3004444908157, 138.5787673487984 37.31123429538854, 138.6623804707674 38.06378980457284, 138.819 38.053)))"
G030048,Yukyu-zan fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.62),MultiPlaneShape,"MULTIPOLYGON (((138.933 37.493, 138.8037535178439 37.32696183952243, 138.8012289361084 37.32819895686706, 138.9304754182646 37.49423711734463, 138.933 37.493)))"
G030018,Takizawaukai-nishi fault (kitakami zambu),PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.46),MultiPlaneShape,"MULTIPOLYGON (((141.081 39.635, 141.0617799211451 39.6952619807718, 141.0647487327089 39.69582355983518, 141.0839688115638 39.63556157906339, 141.081 39.635)), ((141.062 39.695, 141.1031479131386 39.78013471234284, 141.1060157255019 39.77931406954563, 141.0648678123633 39.69417935720279, 141.062 39.695)))"
G030019,Tazawa-ko fault zone,PoissonProcess,P(lmbd=0.001),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((140.722 39.751, 140.7450120185523 39.69812342694309, 140.7430760491776 39.69762540693488, 140.7200640306253 39.75050197999179, 140.722 39.751)), ((140.745 39.698, 140.7167393726855 39.66386839327401, 140.7150189416422 39.66471170253518, 140.7432795689567 39.69884330926117, 140.745 39.698)))"
F004601,Sakaitoge-Kamiya fault zone (Main part),BrownianPTProcess,"BPT(mu=1800.0,t0=4900.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((137.9 35.85, 137.5690745828391 36.23307418862002, 137.5716124874835 36.23451458370165, 137.9025379046445 35.85144039508163, 137.9 35.85)))"
G030152,Sukumo-Nakamura fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.7),MultiPlaneShape,"MULTIPOLYGON (((132.888 32.985, 132.6217508855101 32.91884592580068, 132.6209537359225 32.92110327407429, 132.8872028504124 32.98725734827361, 132.888 32.985)))"
F018501,Iwakuni-Itsukaichi fault zone (Itsukaichi fault segment),BrownianPTProcess,"BPT(mu=6000.0,t0=1417.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((132.409 34.506, 132.2712248236421 34.28123792073222, 132.2112555879403 34.30620098067895, 132.3490307642982 34.53096305994674, 132.409 34.506)))"
F007601,Arima-Takatsuki fault zone,BrownianPTProcess,"BPT(mu=1000.0,t0=421.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((135.062 34.796, 135.7061264824858 34.90265451006283, 135.7067309346277 34.90019280192927, 135.0626044521419 34.79353829186643, 135.062 34.796)))"
F000801,Hakodate-heiya-seien fault zone,BrownianPTProcess,"BPT(mu=13000.0,t0=14000.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((140.63 41.943, 140.5911445085445 41.71096935648426, 140.4384336652641 41.72511739372026, 140.4772891567197 41.957148037236, 140.63 41.943)))"
G030011,Nohoro-kyuryo fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.54),MultiPlaneShape,"MULTIPOLYGON (((141.519 43.117, 141.5613468907172 42.93616125693674, 141.558167735793 42.93576458257112, 141.5158208450758 43.11660332563437, 141.519 43.117)))"
G030012,Shiribetsu-gawa fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.7),MultiPlaneShape,"MULTIPOLYGON (((140.388 42.853, 140.4595755155595 42.77126680659577, 140.4568730510616 42.76999491938859, 140.3852975355021 42.85172811279283, 140.388 42.853)), ((140.46 42.771, 140.4089707361351 42.65362537970915, 140.405915371077 42.65434116441845, 140.4569446349418 42.77171578470931, 140.46 42.771)))"
G030013,Yakumo fault zone,PoissonProcess,P(lmbd=0.001),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((140.274 42.354, 140.2349381116141 42.26409159387505, 140.232915900664 42.2645713926275, 140.2719777890499 42.35447979875244, 140.274 42.354)))"
G030014,Noheji fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.54),MultiPlaneShape,"MULTIPOLYGON (((141.076 40.867, 141.1068897201241 40.6895660708028, 141.1038031341957 40.68925877312842, 141.0729134140716 40.86669270232562, 141.076 40.867)))"
G030015,Tsugaru-sanchi-seien fault zone hokubu hoppou enchou,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((140.489 40.841, 140.4399972676586 40.96695884048789, 140.4429826512255 40.96762355667697, 140.4919853835669 40.84166471618908, 140.489 40.841)))"
G030016,Iwaki-san-nanroku fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((140.263 40.62, 140.3209855562025 40.59947623437268, 140.3200242834795 40.59791150677518, 140.262038727277 40.61843527240249, 140.263 40.62)), ((140.32 40.6, 140.3767081163002 40.62044478354937, 140.3776834651972 40.61888518792109, 140.320975348897 40.59844040437172, 140.32 40.6)))"
F000202,Kochien fault,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((143.354 42.306, 143.1994216927953 42.5303643971008, 143.3373273690077 42.58233039835329, 143.4919056762123 42.35796600125249, 143.354 42.306)))"
F000201,Tokachi-heiya fault zone (Main part),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((143.298 42.544, 143.4583999526601 43.29012955027343, 143.6630013895104 43.26625453200505, 143.5026014368503 42.52012498173162, 143.298 42.544)))"
F006701,Yoro-Kuwana-Yokkaichi fault zone,BrownianPTProcess,"BPT(mu=1400.0,t0=817.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((136.641 35.066, 136.4570040027575 35.37477247375124, 136.3030587239445 35.31331706300987, 136.487054721187 35.00454458925863, 136.641 35.066)), ((136.641 35.066, 136.5542773716314 34.89877835958131, 136.3966134697654 34.95355509880476, 136.483336098134 35.12077673922345, 136.641 35.066)))"
G030083,Kuchiudo-Yamanokuchi fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.54),MultiPlaneShape,"MULTIPOLYGON (((137.205 35.957, 137.3716779825257 36.0759464097472, 137.3736014088577 36.07418042406035, 137.2069234263321 35.95523401431316, 137.205 35.957)))"
G030082,Furukawa fault zone (Toichi-gawa fault),PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((137.002 36.167, 137.1386186564816 36.26492164279493, 137.1405548475089 36.26316110255237, 137.0039361910274 36.16523945975744, 137.002 36.167)))"
G030081,Kuno-gawa fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((137.172 35.672, 137.3004287451243 35.75892533691864, 137.3022838341567 35.75711656784292, 137.1738550890323 35.67019123092427, 137.172 35.672)))"
G030080,Wakatochi-toge fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.31),MultiPlaneShape,"MULTIPOLYGON (((137.371 35.895, 137.2999229993942 35.78101351694277, 137.2975018840386 35.78200425075261, 137.3685788846443 35.89599073380985, 137.371 35.895)))"
G030087,Fukozu fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((137.1 34.825, 137.1810487708762 34.82650983748544, 137.1810964862105 34.82478379598653, 137.1000477153343 34.8232739585011, 137.1 34.825)), ((137.181 34.827, 137.1895691494312 34.79724317325179, 137.1875223384732 34.79684599562877, 137.1789531890421 34.82660282237698, 137.181 34.827)))"
G030086,Hanadate fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((137.03 35.378, 137.0667379906343 35.36571488758052, 137.0660075420735 35.36426274074862, 137.0292695514392 35.37654785316811, 137.03 35.378)), ((137.066 35.366, 137.1028330278549 35.31376552857996, 137.101164510109 35.31298313581253, 137.0643314822541 35.36521760723257, 137.066 35.366)))"
G030085,Kasahara fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((137.247 35.299, 137.073753763167 35.26031900218627, 137.0729925790209 35.26258985868221, 137.2462388158539 35.30127085649593, 137.247 35.299)))"
G030084,Byobu-yama fault nanseibu,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((137.283 35.334, 137.3209908001067 35.37483118420727, 137.3232895130841 35.3734077771595, 137.2852987129774 35.33257659295222, 137.283 35.334)), ((137.321 35.375, 137.4154194998827 35.42811011146605, 137.4170590775333 35.4261722023963, 137.3226395776505 35.37306209093025, 137.321 35.375)))"
