pref_id,bldg_cost,type_pop,day_pop,night_pop,transit_pop,bldg_count,Complete_count_High,Extensive_count_High,Moderate_count_High,Slight_count_High,Collapse_count_High,Complete_count_Low,Extensive_count_Low,Moderate_count_Low,Slight_count_Low,Collapse_count_Low,Complete_count_Moderate,Extensive_count_Moderate,Moderate_count_Moderate,Slight_count_Moderate,Collapse_count_Moderate,Complete_count_Precode,Extensive_count_Precode,Moderate_count_Precode,Slight_count_Precode,Collapse_count_Precode,Fatalities_day_High,Fatalities_day_Low,Fatalities_day_Moderate,Fatalities_day_Precode,Fatalities_night_High,Fatalities_night_Low,Fatalities_night_Moderate,Fatalities_night_Precode,Fatalities_transit_High,Fatalities_transit_Low,Fatalities_transit_Moderate,Fatalities_transit_Precode,day_pop_V,day_pop_VI,day_pop_VII,day_pop_VIII,day_pop_IX,day_pop_X,night_pop_V,night_pop_VI,night_pop_VII,night_pop_VIII,night_pop_IX,night_pop_X,transit_pop_V,transit_pop_VI,transit_pop_VII,transit_pop_VIII,transit_pop_IX,transit_pop_X,Complete_prob_High,Complete_prob_Low,Complete_prob_Moderate,Complete_prob_Precode,Extensive_prob_High,Extensive_prob_Low,Extensive_prob_Moderate,Extensive_prob_Precode,Moderate_prob_High,Moderate_prob_Low,Moderate_prob_Moderate,Moderate_prob_Precode,Slight_prob_High,Slight_prob_Low,Slight_prob_Moderate,Slight_prob_Precode,Collapse_prob_High,Collapse_prob_Low,Collapse_prob_Moderate,Collapse_prob_Precode,Fatality_rate_High,Fatality_rate_Low,Fatality_rate_Moderate,Fatality_rate_Precode,Complete_prob_High_residential,Complete_prob_Low_residential,Complete_prob_Moderate_residential,Complete_prob_Precode_residential,Extensive_prob_High_residential,Extensive_prob_Low_residential,Extensive_prob_Moderate_residential,Extensive_prob_Precode_residential,Moderate_prob_High_residential,Moderate_prob_Low_residential,Moderate_prob_Moderate_residential,Moderate_prob_Precode_residential,Slight_prob_High_residential,Slight_prob_Low_residential,Slight_prob_Moderate_residential,Slight_prob_Precode_residential,Collapse_prob_High_residential,Collapse_prob_Low_residential,Collapse_prob_Moderate_residential,Collapse_prob_Precode_residential,Fatality_rate_High_residential,Fatality_rate_Low_residential,Fatality_rate_Moderate_residential,Fatality_rate_Precode_residential
38,1.09998450855e+11,2680734.13391,926932.122808,1318903.56761,897050.952472,536146.826782,1955.40631826,13721.8948023,95926.0532499,282970.573052,162.477913034,47628.641849,125174.333534,277675.60883,400081.801546,3959.15698715,14137.1574823,58486.0188285,180392.119707,336571.049569,1159.48784024,76515.6129743,175026.486172,327467.556079,429900.142231,6011.92105382,42.4977662982,1035.35401048,297.892563125,1564.28710465,43.6371372422,1085.80345218,312.690341294,1650.19162819,28.6393959624,709.50233175,204.325447844,1079.1341181,0,37572.9582529,2611956.57587,5817715.33156,15617485.5034,7098821.31387,0,78933.6094708,4058889.9609,7790069.53282,20475653.5713,9469931.74409,0,70742.5374451,2989928.47334,4971794.84799,12757396.5758,6018610.4221,0.00502594528292,0.120684809353,0.0348441276455,0.188120042596,0.0487262298188,0.301920990572,0.146230652971,0.404927446785,0.278816603416,0.590421525133,0.429553283187,0.6862362795,0.609615991873,0.785884266412,0.691628694046,0.843640967548,0.000384968780301,0.0094600492041,0.002721014695,0.0143805276833,3.8497318443e-05,0.000944518130107,0.000271847799577,0.0014313224913,0.00364714705112,0.0888350717935,0.0263680707898,0.142713915577,0.0255935391518,0.233470249718,0.109085824828,0.326452526488,0.178917506284,0.517909637733,0.336460295382,0.610779621778,0.527785596999,0.746216859936,0.627759100225,0.801832857636,0.000303047420815,0.00738446408591,0.00216263117176,0.0112131989849,2.93344149827e-05,0.000723505552081,0.000211718898537,0.0010917063084
47,27030968638.7,658762.3711,205155.271533,320952.817645,237743.051237,131752.47422,74.562451392,833.466285179,10521.2656054,48467.2026371,6.15971407706,4139.91384349,15108.9426209,47390.8573704,81785.578798,337.982001209,868.490857972,5526.55317125,25370.6974005,62542.1189828,69.4248230534,7767.16281921,24271.4746309,60412.8984466,91343.9311325,592.103823863,1.67234023285,90.9206384725,18.222848419,158.575678525,1.94012181335,114.044719526,22.3878909594,200.893694114,1.24741192148,72.5761704592,14.3272750685,128.244523136,0,37572.9582529,2611956.57587,5817715.33156,15617485.5034,7098821.31387,0,78933.6094708,4058889.9609,7790069.53282,20475653.5713,9469931.74409,0,70742.5374451,2989928.47334,4971794.84799,12757396.5758,6018610.4221,0.000849361177599,0.046996912776,0.0093902666217,0.0852252603984,0.0151548932039,0.16319762486,0.061219586647,0.247626437571,0.153890924387,0.431610020629,0.274120219268,0.541677237673,0.457654493311,0.66872692052,0.548383839418,0.747909473568,6.37405096642e-05,0.00360840714664,0.000716961036666,0.00635601295554,6.4451482571e-06,0.000361472562066,7.19466265616e-05,0.000634538518858,0.000565928282056,0.0314219058731,0.00659183717887,0.0589526903779,0.00632600101146,0.114676727783,0.0419464849064,0.18422025677,0.0798563037825,0.359696147271,0.192563346918,0.458533312594,0.367865597395,0.620751748931,0.474694075789,0.693299550337,4.67521700334e-05,0.00256528010734,0.000526933732853,0.00449406227373,4.54857577647e-06,0.000252766510265,5.18923841387e-05,0.000439957334657
19,6.89877262211e+11,16812759.7311,6382903.24578,8351138.09618,5190614.26098,3362551.94623,307091.367653,919594.615473,2259150.1244,3102407.53647,23149.8890132,1628842.90984,2403249.78499,3061672.67596,3279984.41749,115899.477486,921394.414973,1777527.9032,2763732.44321,3200440.95319,67047.1493151,2003834.41604,2684820.5393,3164969.38399,3307644.47048,136761.249909,5715.56406573,28308.56692,16390.5430844,32901.9319764,5669.68608599,28403.9555848,16477.8069946,33252.1827247,3721.54910818,18593.1239365,10780.1047634,21731.5996348,0,37572.9582529,2611956.57587,5817715.33156,15617485.5034,7098821.31387,0,78933.6094708,4058889.9609,7790069.53282,20475653.5713,9469931.74409,0,70742.5374451,2989928.47334,4971794.84799,12757396.5758,6018610.4221,0.110377901756,0.557912599343,0.318904782928,0.666345051952,0.362283035074,0.780490555174,0.602799828645,0.851405802427,0.754425492083,0.935976910703,0.869548022426,0.960366974889,0.943308253926,0.98197605661,0.965104859669,0.988961259321,0.00825100604956,0.0410476714026,0.0237317039855,0.047996439566,0.000813222632578,0.00404199176437,0.0023415728623,0.00470863165306,0.091326876897,0.484406764829,0.274016410663,0.595926679523,0.273481162575,0.714710084313,0.528624667107,0.798447304974,0.671855828706,0.910520558469,0.821915166639,0.941240294456,0.922634827977,0.975444980461,0.951789297049,0.983670891445,0.00688461899874,0.0344677136115,0.0199393646217,0.0406718623523,0.000654413112487,0.00328373745167,0.00190664604094,0.00384589972874
4,4.62022258581e+11,11259784.3841,4143289.02817,5574574.9561,3576747.09349,2251956.87681,893375.54907,1546411.27798,2128203.3438,2243265.63789,58140.7461673,1910440.30878,2142268.22088,2238169.14673,2250529.52856,115476.706856,1537832.48889,1965012.36259,2210954.691,2247864.14456,95738.0893073,2044225.05816,2192583.87979,2244962.0756,2251173.55979,121072.466142,13519.585729,26057.0658084,21905.7050648,26972.020447,14467.4627915,28356.9962003,23713.627449,29521.3134521,9442.61844534,18489.6205244,15466.8321754,19235.819758,0,37572.9582529,2611956.57587,5817715.33156,15617485.5034,7098821.31387,0,78933.6094708,4058889.9609,7790069.53282,20475653.5713,9469931.74409,0,70742.5374451,2989928.47334,4971794.84799,12757396.5758,6018610.4221,0.438498826391,0.886093706529,0.727921605559,0.933365692231,0.7573285093,0.967124264959,0.906498336258,0.982842680991,0.962540538673,0.996100699454,0.987964057027,0.998095028127,0.997364545931,0.999585625795,0.998804229942,0.999786095456,0.030448395137,0.059353475662,0.0496087913461,0.0617501855228,0.00296019135059,0.00574495072601,0.00481916191843,0.00595977443968,0.396710771094,0.848346754974,0.682887183464,0.907754974887,0.686696665422,0.951291848853,0.872579924964,0.97363493163,0.945046224338,0.99387744489,0.981792641664,0.996893900907,0.996140583772,0.999366174253,0.998182588534,0.999652161625,0.0258178772276,0.0512783828346,0.0425132871296,0.0537632258366,0.00240022846751,0.00473666462645,0.00395318817642,0.00494043700866
35,5.87720306012e+11,14323127.9466,5429757.79913,7113392.14353,4428079.36476,2864625.58932,283567.320333,806678.845743,1898601.48054,2594833.36218,21317.6500127,1388906.79733,2017055.97791,2562092.91855,2761881.38795,98641.0617306,807750.858115,1509163.73834,2309335.17553,2683649.12259,58614.3110663,1693066.39662,2246857.9917,2653887.92244,2791136.54035,115595.588254,5250.22263795,24045.1081773,14300.4841117,27779.1733473,5171.89876685,23993.6123092,14284.8800748,27926.5433891,3394.23437781,15696.8708654,9341.44003539,18237.6042549,0,37572.9582529,2611956.57587,5817715.33156,15617485.5034,7098821.31387,0,78933.6094708,4058889.9609,7790069.53282,20475653.5713,9469931.74409,0,70742.5374451,2989928.47334,4971794.84799,12757396.5758,6018610.4221,0.118632634717,0.55500258868,0.325907491732,0.658056543011,0.36753958239,0.767257587003,0.597577304386,0.836034374493,0.742419985886,0.920779698122,0.853539832273,0.947292117833,0.928344539782,0.971904089794,0.951889949811,0.981135590985,0.0088727001634,0.0408316631668,0.0242432911678,0.0474489544373,0.000874171200353,0.00401930901152,0.00239099600212,0.00465419773581,0.0989893134346,0.484847584448,0.281974321924,0.591025369225,0.281600097671,0.704125518335,0.526827570056,0.784346128891,0.662774740132,0.894390152803,0.806156024069,0.92643448147,0.905819375439,0.964133462414,0.936823692633,0.974346019514,0.00744168804894,0.0344341899683,0.0204614213058,0.0403527737396,0.000706855684805,0.00327732378325,0.0019543775223,0.00381337336958
26,35318711.4645,860.74008,193.412169306,408.953750884,367.709453286,172.148016,0.000236486472538,0.00966630841453,0.657621568077,11.7132485272,1.02764402936e-05,0.105829883209,0.956001258921,11.1535167873,38.3134656665,0.00489602421388,0.00983543274536,0.20566749115,3.25145966853,19.6882323424,0.000419867960504,0.32180784893,2.5075147974,18.4699173057,49.7085890793,0.0139411339158,4.13682192663e-06,0.00189447121118,0.000143602897835,0.00509538871301,1.55867527729e-05,0.00704925731565,0.000520941950121,0.0187980004887,8.62532745635e-06,0.00394012915206,0.000297176042756,0.0105794253071,0,37572.9582529,2611956.57587,5817715.33156,15617485.5034,7098821.31387,0,78933.6094708,4058889.9609,7790069.53282,20475653.5713,9469931.74409,0,70742.5374451,2989928.47334,4971794.84799,12757396.5758,6018610.4221,3.23925068824e-06,0.00152041025464,0.000117805154314,0.00419730622267,0.000318984299911,0.0130102720702,0.00250611050183,0.0287846857263,0.0161709149767,0.0940156469162,0.0407259804114,0.155996374818,0.114882846116,0.258168304578,0.16047952899,0.345030306705,1.9322700934e-07,9.92851119512e-05,7.40994662609e-06,0.000268171862129,2.19801472758e-08,1.00582057661e-05,7.61263735723e-07,2.70386622356e-05,1.37373916954e-06,0.00061476098109,5.71335817507e-05,0.00186936716674,5.61511462004e-05,0.00555336785828,0.00119471310753,0.0145660394797,0.00382009379694,0.0647902720374,0.0188875814202,0.107290910083,0.0680417282717,0.222561180528,0.114368046754,0.288754934471,5.96953745527e-08,2.84407821109e-05,2.43899389758e-06,8.09834132264e-05,5.65843095946e-09,2.79539899332e-06,2.42709565486e-07,7.89053262628e-06
41,1.00479819305e+12,24487588.6239,9321199.46365,12166760.5793,7541278.56948,4897517.72478,744640.495242,1816990.01438,3658422.54705,4616196.37986,54101.6028322,2833563.32094,3818492.20353,4570322.41153,4804769.18421,194275.551188,1814594.08782,3030013.98964,4244252.8281,4720033.7267,127254.162559,3327459.00577,4147980.61203,4681375.72272,4834341.89403,220490.650267,13142.7408327,46602.7334714,30628.8511332,52153.9561802,13105.7576916,47005.4380117,30904.1846814,52971.3828743,8584.35664506,30698.2606516,20181.0915338,34536.3073338,0,37572.9582529,2611956.57587,5817715.33156,15617485.5034,7098821.31387,0,78933.6094708,4058889.9609,7790069.53282,20475653.5713,9469931.74409,0,70742.5374451,2989928.47334,4971794.84799,12757396.5758,6018610.4221,0.177669523223,0.645412927159,0.418382468196,0.739467542797,0.460034360486,0.832385023885,0.684666364733,0.887864692844,0.812016145958,0.951908739832,0.902441114033,0.969795304311,0.957549341395,0.985775237332,0.973394482962,0.990961799018,0.013087480094,0.0466210707446,0.0305793447748,0.0524625539412,0.0012854054088,0.00457352627999,0.00300618128673,0.00512930327361,0.152044471728,0.578571325348,0.370513021042,0.679417450382,0.371002233474,0.779679098293,0.61868361891,0.846955712082,0.746995264262,0.933191602025,0.866613061271,0.955867030154,0.942558381464,0.98106213274,0.963760417408,0.987100438569,0.0110467395674,0.03966816704,0.0259834001039,0.0450208988834,0.00104388919312,0.00375065245744,0.00246666071404,0.00422850677494
10,1.34482183231e+11,3277418.69262,1201441.34651,1621972.70478,1044579.47389,655483.738524,3000.12548738,18009.7728271,112092.708616,327915.090182,255.138846436,58401.2534142,149632.243111,326132.354243,474662.79573,5015.21853594,18536.6947965,70532.5460285,208942.731631,394967.433158,1559.68184307,91856.7111721,207938.587206,387786.260855,514361.999667,7534.57551559,66.325612432,1310.09959078,400.252377865,1965.94775621,63.5690728608,1280.92263973,393.598686251,1924.15472705,42.0365130918,843.659606905,258.677898269,1267.92000313,0,37572.9582529,2611956.57587,5817715.33156,15617485.5034,7098821.31387,0,78933.6094708,4058889.9609,7790069.53282,20475653.5713,9469931.74409,0,70742.5374451,2989928.47334,4971794.84799,12757396.5758,6018610.4221,0.00612613541456,0.119122482587,0.03666265561,0.183028740444,0.0499333290441,0.29385008487,0.142814134787,0.394510896354,0.268494476798,0.573937603411,0.413114339186,0.673609948693,0.587957095658,0.769599708895,0.67274938692,0.833367671145,0.000479110997457,0.0095283960244,0.0029146361013,0.0143435987048,4.78845062297e-05,0.000952009041181,0.000291242419252,0.00142957628516,0.0045769640207,0.0890964183882,0.0282794121457,0.140135758942,0.0274755448054,0.228277582367,0.107603807514,0.317229207965,0.171007611673,0.497544538599,0.318761121521,0.591603174974,0.500264264252,0.72414122248,0.6025587058,0.784705965133,0.000389237492009,0.00765117155649,0.00237943636341,0.0114946795363,3.77038471557e-05,0.00075022283078,0.000232895165243,0.0011213210772
14,2.4895882114e+11,6067289.17164,2009258.47945,2972708.90836,2098081.69657,1213457.83433,188135.641338,436999.066683,876259.731667,1125257.55874,11790.6853247,668523.738498,906391.001005,1109985.20407,1180621.23871,39517.2932856,434801.480879,718744.575324,1023631.3585,1153949.98471,26317.8299327,787932.841287,992262.13687,1141516.78354,1189856.20453,44995.9983914,2736.99553606,9013.07677618,6037.88093193,10066.8426543,3252.91766053,10965.7927767,7280.81336917,12372.2630097,2119.31766369,7169.18555667,4757.22865192,8101.6220866,0,37572.9582529,2611956.57587,5817715.33156,15617485.5034,7098821.31387,0,78933.6094708,4058889.9609,7790069.53282,20475653.5713,9469931.74409,0,70742.5374451,2989928.47334,4971794.84799,12757396.5758,6018610.4221,0.178688811962,0.60998812556,0.400365256436,0.702633684152,0.437969995595,0.794969080438,0.649605307637,0.855117857039,0.782095159113,0.932273643537,0.876808998546,0.954299655404,0.942787828494,0.977688621093,0.960894631186,0.984677294617,0.0120195675515,0.0400948455279,0.0266737531576,0.0452304302151,0.00116586286003,0.0038890256766,0.00259341471601,0.00436836302456,0.155040938396,0.550924572396,0.358316101786,0.649328570797,0.360127113049,0.746948905321,0.592311125274,0.817714558181,0.722117989499,0.914729109387,0.84356565967,0.940714008548,0.927314923444,0.972939648425,0.950960101014,0.980550103076,0.00971660076781,0.0325658561572,0.0216882937241,0.0370808091707,0.000900348475172,0.0030268487641,0.0020244773806,0.00342060313069
39,1.61158128156e+11,3927528.9038,1273743.54669,1920568.8516,1378721.18561,785505.78076,7032.87981116,38845.2103204,204612.982674,489961.614376,548.408457533,109247.156309,243730.506045,475489.368176,635678.898914,8173.74750771,39458.6181744,130898.63174,340553.943384,557576.051084,2972.07734792,163572.983943,322138.351891,540070.880679,669227.979149,11520.4186491,140.301794884,2085.91400275,748.4639015,2901.93592011,151.157973488,2362.25571795,834.567702243,3335.51466082,98.5353374437,1532.41780353,542.491361064,2165.86078404,0,37572.9582529,2611956.57587,5817715.33156,15617485.5034,7098821.31387,0,78933.6094708,4058889.9609,7790069.53282,20475653.5713,9469931.74409,0,70742.5374451,2989928.47334,4971794.84799,12757396.5758,6018610.4221,0.0119313659731,0.180998643563,0.0641895184229,0.262131996133,0.0839160427294,0.382969658798,0.213253320518,0.486464378442,0.362028457935,0.665981911246,0.518285416617,0.746886926284,0.689441219556,0.837622809987,0.758853825248,0.880810658565,0.000889518703885,0.0134936202031,0.00480809757495,0.0189851861652,8.83057842683e-05,0.00133941563139,0.000477689467542,0.00187705515654,0.00895331388186,0.139078742621,0.0502333899265,0.208239058133,0.0494524817919,0.3102848025,0.166642480483,0.410103095078,0.260485648465,0.605328922871,0.433547342013,0.687545392928,0.623753034512,0.80926062479,0.709830614543,0.851970788174,0.000698159671088,0.0104057127368,0.00378364796379,0.0146662429879,6.69503133044e-05,0.0010081489908,0.000366784132619,0.00140982483593
