#
# VER. = 1.0
# DATE = 2017-04-12
#
LND_AAOMW,   1
AAOMW,-7.7,   4,Aomori-ken-seiho-Oki Earthquake
   1,138.863, 40.267,138.860, 40.270,  0.0, 35.0, 35.0, 15.0, 20.0
   2,138.973, 40.577,138.970, 40.580,  0.0, 35.0, 35.0, 15.0, 20.0
   3,139.063, 40.837,139.060, 40.840,  0.0, 35.0, 35.0,345.0, 20.0
   4,138.903, 41.347,138.900, 41.350,  1.0, 30.0, 23.0, 60.0, 30.0
