#,,,,,,,,,
# VER. = 1.0,,,,,,,,,
# DATE = 2017-04-12,,,,,,,,,
#,,,,,,,,,
LND_A98F,226,,,,,,,,
F003901,6600,6.8,7.3,0.9,1,Tokamachi fault zone (Western part),,,
1,138.728,37.264,138.725,37.267,5,34,18,210.4,45
F003902,8000,6.8,6.9,0.9,1,Tokamachi fault zone (Eastern part),,,
1,138.701,37.043,138.698,37.046,5,20,20,24,45
F004501,12800,6.8,7.4,0.9,2,Kiso-sanmyaku-seien fault zone (Main part/Northern segment),,,
1,137.603,35.58,137.6,35.583,2,14,16,44.4,90
2,137.728,35.673,137.725,35.676,2,30,18,20.6,40
F004502,9000,6.3,6.3,0.9,1,Kiso-sanmyaku-seien fault zone (Main part/Southern segment),,,
1,137.586,35.514,137.583,35.517,2,9.4,9,9.3,90
F004503,22000,6.8,7.3,0.9,1,Seinaiji toge fault zone,,,
1,137.62,35.38,137.617,35.383,2,38,16,12.8,90
F004601,3600,6.8,7.4,0.9,1,Sakaitoge-Kamiya fault zone (Main part),,,
1,137.903,35.847,137.9,35.85,2,52,16,325,90
F004602,4400,6.8,7.2,0.9,1,Mutoyama-Narai fault zone,,,
1,137.77,35.918,137.767,35.921,2,32,16,48.7,90
F004701,4600,6.8,7.4,0.9,1,Atotsugawa fault zone,,,
1,136.936,36.264,136.933,36.267,2,74,16,59.6,90
F004801,7200,6.8,7.1,0.9,1,Kokufu fault zone,,,
1,136.999,36.044,136.996,36.047,2,28,14,50,90
F004802,8000,6.8,7.4,0.9,1,Takayama fault zone,,,
1,136.979,35.885,136.976,35.888,2,48,14,50,90
F004803,15200,6.8,6.9,0.9,1,Inohana fault zone,,,
1,137.284,35.929,137.281,35.932,2,24,14,60,90
F004901,10000,6.8,7.4,0.9,1,Ushikubi fault zone,,,
1,136.886,36.264,136.883,36.267,2,58,16,52.5,90
F005001,7200,6.8,7.4,0.9,1,Shokawa fault zone,,,
1,137.063,35.909,137.06,35.912,2,72,14,340.3,90
F005101,10400,6.8,7.4,0.9,2,Inadani fault zone (Main part),,,
1,137.861,35.634,137.858,35.637,2,37.5,18,214,70
2,137.861,35.634,137.858,35.637,2,41.5,18,10,110
F005102,50000,6.8,7.3,0.9,1,Inadani fault zone (Southeastern part),,,
1,137.832,35.514,137.829,35.517,2,34,18,200,60
F005201,3600,6.8,6.8,0.9,1,Atera fault zone (Main part/Northern segment),,,
1,137.223,35.834,137.22,35.837,2,20,16,349.8,90
F005202,3400,6.8,7.4,0.9,1,Atera fault zone (Main part/Southern segment),,,
1,137.619,35.485,137.616,35.488,2,64,16,312,90
F005203,15800,6.8,7.2,0.9,1,Sami fault zone,,,
1,137.088,35.608,137.085,35.611,2,28,16,63.9,90
F005204,19600,6.8,7.3,0.9,1,Shirakawa fault zone,,,
1,137.054,35.575,137.051,35.578,2,34,16,68.9,90
F005301,8000,6.8,6.8,0.9,1,Byoubuyama fault zone,,,
1,137.398,35.402,137.395,35.405,2,20,18,61.5,60
F005302,14600,6.8,7.1,0.9,1,Ako fault zone,,,
1,137.185,35.562,137.182,35.565,2,24,18,125.5,60
F005303,14400,6.8,7.4,0.9,2,Enasan-Sanageyamakita fault zone,,,
1,137.103,35.18,137.1,35.183,2,22,18,48.4,90
2,137.234,35.246,137.231,35.249,2,38,18,56.1,40
F005304,80000,6.8,7.4,0.9,2,Sanage-Takahama fault zone,,,
1,136.962,35.002,136.959,35.005,2,34,18,37.5,115
2,136.961,34.993,136.958,34.996,2,18,18,152.8,65
F005305,60000,6.8,7.4,0.9,2,Kagiya fault zone,,,
1,136.941,34.733,136.938,34.736,2,26,18,350,45
2,136.911,35.033,136.908,35.036,2,12,18,166.8,60
F005501,2400,6.8,7.4,0.9,1,Ochigata fault zone,,,
1,136.761,36.671,136.758,36.674,2,46,18,35.7,30
F005601,12000,6.8,7.3,0.9,1,Tonami-heiya/Kurehayama fault zone (Western part),,,
1,136.96,36.749,136.957,36.752,4,26,22,220,45
F005602,6000,6.8,7.1,0.9,1,Tonami-heiya/Kurehayama fault zone (Eastern part),,,
1,136.948,36.45,136.945,36.453,4,22,18,30,45
F005603,6000,6.8,7.4,0.9,1,Kurehayama fault zone,,,
1,137.279,36.848,137.276,36.851,4,30,22,210,45
F005701,3400,6.8,7.2,0.9,1,Morimoto-Togashi fault zone,,,
1,136.653,36.45,136.65,36.453,4,26,20,25.7,50
F005801,12600,6.8,7.4,0.9,1,Fukui-heiya-toen fault zone (Main part),,,
1,136.269,36.431,136.266,36.434,2,48,16,174.4,90
F005901,18400,6.8,7.3,0.9,1,Nagaragawa-joryu fault zone,,,
1,136.977,35.702,136.974,35.705,2,32,16,332.4,90
F006001,4400,6.8,6.8,0.9,1,Nukumi fault/Northwestern segment,,,
1,136.486,35.797,136.483,35.8,2,20,12,316.5,90
F006002,3400,6.8,7.1,0.9,1,Nukumi fault zone/Southeastern segment,,,
1,136.486,35.797,136.483,35.8,2,22,18,117.1,90
F006003,4200,6.8,7.3,0.9,1,Nobi fault zone (Main part/Neodani fault zone),,,
1,136.703,35.53,136.7,35.533,2,34,14,323,90
F006004,28000,6.8,7.4,0.9,1,Nobi fault zone (Main part/Umehara fault zone),,,
1,136.653,35.614,136.65,35.617,2,40,18,125.3,90
F006005,30000,6.8,6.9,0.9,1,Nobi fault zone (Main part/Mitabora fault zone),,,
1,136.703,35.53,136.7,35.533,2,22,18,126.3,90
F006006,15200,6.8,7.1,0.9,1,Ibigawa fault zone,,,
1,136.586,35.647,136.583,35.65,2,28,14,303.4,90
F006007,18400,6.8,7.3,0.9,1,Mugigawa fault,,,
1,136.586,35.647,136.583,35.65,2,32,18,116.8,90
F006101,4600,6.8,7.4,0.9,2,Yanagase/Sekigahara fault zone (Main part/Northern segment),,,
1,135.984,35.902,135.981,35.905,2,23.9,18,22.1,40
2,135.984,35.902,135.981,35.905,2,23.9,18,135.1,140
F006102,7600,6.6,6.6,0.9,1,Yanagase/Sekigahara fault zone (Main part/Central segment),,,
1,136.17,35.63,136.167,35.633,2,13,12,353.4,90
F006103,28000,6.8,7.4,0.9,1,Yanagase/Sekigahara fault zone (Main part/Southern segment),,,
1,136.17,35.63,136.167,35.633,2,48,16,134.7,90
F006104,40000,6.8,7.2,0.9,1,Urazoko-Yanagaseyama fault zone,,,
1,136.186,35.58,136.183,35.583,2,26,18,320.8,90
F006301,11200,6.8,7.3,0.9,1,Nosaka fault zone,,,
1,136.053,35.597,136.05,35.6,2,34,16,316.4,90
F006302,6400,6.5,6.5,0.9,1,Shufukuji fault zone,,,
1,136.17,35.53,136.167,35.533,2,9.6,10,320.7,90
F006401,6000,6.8,7.2,0.9,1,Kohoku-sanchi fault zone (Northwestern part),,,
1,135.984,35.476,135.981,35.479,2,26,18,30.7,90
F006402,14000,6.8,6.8,0.9,1,Kohoku-sanchi fault zone (Southeastern part),,,
1,136.12,35.58,136.117,35.583,2,20,16,219.3,90
F006501,2000,6.8,7.1,0.9,1,Biwako-seigan fault zone (Northern part),,,
1,135.996,35.477,135.993,35.48,3,24,18,181.1,45
F006502,9000,6.8,7.4,0.9,1,Biwako-seigan fault zone (Southern part),,,
1,136.01,35.3,136.007,35.303,3,40,18,200,35
F006701,2800,6.8,7.4,0.9,2,Yoro-Kuwana-Yokkaichi fault zone,,,
1,136.644,35.063,136.641,35.066,2,38.2,18,334,150
2,136.644,35.063,136.641,35.066,2,20.2,18,203,30
F006801,13000,6.8,7.4,0.9,1,Suzuka-toen fault zone,,,
1,136.492,35.336,136.489,35.339,2,48,18,191.2,60
F006901,36000,6.8,7.4,0.9,1,Suzuka-seien fault zone,,,
1,136.369,34.905,136.366,34.908,1,46,18,358,35
F007001,20000,6.8,7.3,0.9,1,Tongu fault,,,
1,136.225,34.693,136.222,34.696,1,32,18,357,65
F007101,34000,6.8,7.3,0.9,1,Nunobiki-sanchi-toen fault zone (Western part),,,
1,136.405,34.909,136.402,34.912,2,34,18,174.8,55
F007102,50000,6.8,7.4,0.9,1,Nunobiki-sanchi-toen fault zone (Eastern part),,,
1,136.602,34.876,136.599,34.879,2,50,18,196.6,45
F007201,8000,6.8,7.3,0.9,1,Kizugawa fault zone,,,
1,136.267,34.854,136.264,34.857,1,32,18,250,50
F007301,7600,6.8,7.2,0.9,1,Mikata fault zone,,,
1,135.91,35.438,135.907,35.441,1,28,18,356.7,60
F007302,16600,6.8,7.2,0.9,1,Hanaore fault zone/Northern segment,,,
1,135.87,35.18,135.867,35.183,1,30,18,16.3,90
F007303,8400,6.8,7.4,0.9,2,Hanaore fault zone/Central southern segment,,,
1,135.87,35.18,135.867,35.183,1,22,18,202.3,90
2,135.828,34.887,135.825,34.89,1,16,18,354.8,50
F007401,20000,6.8,7.3,0.9,1,Yamada fault zone (Main part),,,
1,134.931,35.466,134.928,35.469,1,38,16,51.6,90
F007402,20000,6.8,7.3,0.9,1,Gomura fault zone,,,
1,135.097,35.564,135.094,35.567,1,38,16,334,90
F007501,10000,6.8,7.4,0.9,1,Nara-bonchi toen fault zone,,,
1,135.861,34.509,135.858,34.512,1,36,18,355,55
F007601,2000,6.8,7.4,0.9,1,Arima-Takatsuki fault zone,,,
1,135.065,34.793,135.062,34.796,1,60,16,78.6,90
F007701,6000,6.8,7.4,0.9,1,Ikoma fault zone,,,
1,135.649,34.517,135.646,34.52,2,40,18,9.4,35
F007801,16600,6.8,7.2,0.9,1,Kanbayashigawa fault,,,
1,135.521,35.424,135.518,35.427,1,30,16,236.9,90
F007802,10000,6.8,7.2,0.9,1,Mitoke fault,,,
1,135.492,35.21,135.489,35.213,1,30,16,282.1,90
F007803,7000,6.8,7.4,0.9,2,Kyoto-Nishiyama fault zone,,,
1,135.67,35.03,135.667,35.033,1,30,18,298.4,90
2,135.659,35.031,135.656,35.034,1,18,18,182,45
F007901,1800,6.8,7.4,0.9,1,Rokko-Awajishima fault zone (Main part/Rokko-sanchi-nanen-Awajishima-togan segment),,,
1,135.529,34.842,135.526,34.845,1,74,18,234.5,60
F007902,3600,6.8,7.1,0.9,1,Rokko-Awajishima fault zone (Main area/Awajishima-seigan segment),,,
1,134.824,34.489,134.821,34.492,1,28,16,58.8,80
F007903,10000,6.6,6.6,0.9,1,Senzan fault zone,,,
1,134.878,34.418,134.875,34.421,1,11.1,11,213.6,45
F008001,16000,6.8,7.4,0.9,1,Uemachi fault zone,,,
1,135.424,34.411,135.421,34.414,2,46,16,8.2,70
F008101,4000,6.8,6.9,0.9,1,Chuo-kozosen fault zone (Kongo-sanchi-toen),,,
1,135.673,34.542,135.67,34.545,1,18,20,176.8,30
F008102,8000,6.8,7.4,0.9,1,Chuo-kozosen fault zone (Kitan-kaikyo-Naruto-Kaikyo),,,
1,135.198,34.315,135.195,34.318,4,54,18,259.1,30
F008103,2000,6.8,7.4,0.9,1,Chuo-kozosen fault zone (Sanuki-sanmyaku-nanen- Ishizuchi-sanmyaku-hokuen-tobu),,,
1,134.65,34.216,134.647,34.219,4,132,24,257,35
F008104,2000,6.8,7.3,0.9,1,Chuo-kozosen fault zone (Ishizuchi-sanmyaku-hokuen),,,
1,133.082,33.875,133.079,33.878,4,34,14,72.5,90
F008105,2000,6.8,7.4,0.9,1,Chuo-kozosen fault zone (Ishizuchi-sanmyaku-hokuen-seibu- Iyonada),,,
1,133.246,33.934,133.243,33.937,4,130,14,243,90
F008106,2200,6.8,7.4,0.9,1,Chuo-kozosen fault zone (Izumi-sanmyaku-nanen),,,
1,135.627,34.416,135.624,34.419,4,54,18,257.8,45
F008204,13000,6.7,6.7,0.9,1,Kusatani fault,,,
1,135.003,34.78,135,34.783,2,18,14,240,90
F008401,60000,6.8,7.1,0.9,1,Nagao fault zone,,,
1,134,34.174,133.997,34.177,3,26,18,80.9,35
F009701,20000,6.8,7.2,0.9,1,Ise-wan fault zone (Main part/Northern segment),,,
1,136.834,34.768,136.831,34.771,3,26,18,341,65
F009702,10000,6.8,6.8,0.9,1,Ise-wan fault zone (Main part/Southern segment),,,
1,136.991,34.69,136.988,34.693,2,18,18,303.9,45
F009703,16000,6.8,7.1,0.9,1,Shirako-Noma fault,,,
1,136.808,34.774,136.805,34.777,2,22,18,270.1,60
F009801,6000,6.8,7.4,0.9,1,Osaka-wan fault zone,,,
1,135.222,34.687,135.219,34.69,4,44,12,205.6,70
F009901,8000,6.8,7.4,0.9,1,Sarobetsu fault zone,,,
1,141.904,44.854,141.9,44.856,7,44,18,337,30
F010101,6000,6.8,6.9,0.9,1,Hanawa-higashi fault zone,,,
1,140.808,40.072,140.804,40.075,3,20,20,15,45
F010201,4400,6.8,7.3,0.9,1,Takada-heiya-seien fault zone,,,
1,138.193,37.293,138.19,37.296,5,32,18,178.5,45
F010202,4600,6.8,7.2,0.9,1,Takada-heiya-toen fault zone,,,
1,138.362,36.959,138.359,36.962,7,28,18,25.2,35
F010302,12400,6.8,7.3,0.9,1,Muikamachi fault zone (Southern part),,,
1,138.886,37.183,138.883,37.186,5,32,18,199.5,50
F010335,6400,6.8,7.1,0.9,1,Muikamachi fault zone (Northern part) Case 1,,,
1,139.023,37.377,139.02,37.38,5,24,18,209.6,50
F010501,16000,6.8,7.3,0.9,2,Uozu fault zone,,,
1,137.494,36.874,137.491,36.877,3,24,18,205,137
2,137.494,36.874,137.491,36.877,3,7.9,18,68,43
F011001,94600,6.8,7.2,0.9,1,Miyako-jima fault zone (Central part),,,
1,125.412,24.714,125.41,24.718,3,30,18,326.7,60
F011002,57400,6.8,6.8,0.9,1,Miyako-jima fault zone (Western part),,,
1,125.342,24.693,125.34,24.697,3,20,18,322.2,60
F012001,13400,6.8,7.1,0.9,1,Kokura-higashi fault zone,,,
1,130.896,34,130.894,34.003,3,28,14,186.5,70
F012101,18800,6.8,7.2,0.9,1,Fukuchiyama fault zone,,,
1,130.728,33.933,130.726,33.936,3,32,12,165,75
F012201,16000,6.8,7.4,0.9,1,Nishiyama fault zone (Oshima-Oki segment),,,
1,130.124,34.209,130.122,34.212,2,42,16,142,90
F012202,16000,6.8,7.4,0.9,1,Nishiyama fault zone (Nishiyama segment),,,
1,130.389,33.929,130.387,33.932,2,48,16,144.8,90
F012203,12000,6.8,7.3,0.9,1,Nishiyama fault zone (Kama-toge segment),,,
1,130.66,33.58,130.658,33.583,2,34,16,136.5,75
F012301,40000,6.8,7.1,0.9,1,Umi fault,,,
1,130.407,33.681,130.405,33.684,2,28,14,146.7,62.5
F012401,6200,6.8,7.2,0.9,1,Kego fault zone (Northwestern segment),,,
1,130.315,33.656,130.313,33.659,2,30,16,306,90
F012402,6200,6.8,7.2,0.9,1,Kego fault zone (Southeastern segment),,,
1,130.311,33.653,130.309,33.656,2,32,16,136,90
F012501,60000,6.8,7.2,0.9,1,Hinata-Okasagi-toge fault zone,,,
1,130.523,33.381,130.521,33.384,2,32,14,305.5,90
F012601,28000,6.8,7.2,0.9,1,Minou fault zone,,,
1,130.855,33.331,130.853,33.334,3,30,14,266,60
F012701,13200,6.8,7.4,0.9,1,Saga-heiya-hokuen fault zone,,,
1,130.069,33.23,130.067,33.233,3,42,14,78.7,70
F012801,2600,6.8,7.4,0.9,1,Beppu-wan-Hijiu fault zone/Eastern segment,,,
1,131.494,33.296,131.492,33.299,3,48,14,85,60
F012802,26000,6.8,7.3,0.9,1,Beppu-wan-Hijiu fault zone/Western segment,,,
1,131.131,33.315,131.129,33.318,3,36,14,90,60
F012803,4600,6.8,7.2,0.9,1,Oita-heiya-Yufuin fault zone/Eastern segment,,,
1,131.749,33.258,131.747,33.261,3,32,14,281.9,60
F012804,1400,6.7,6.7,0.9,1,Oita-heiya-Yufuin fault zone part/Western segment,,,
1,131.454,33.282,131.452,33.285,3,18,14,261.5,60
F012805,8000,6.8,7.3,0.9,1,Noinedake-Haneyama fault zone,,,
1,130.964,33.215,130.962,33.218,3,34,14,90,60
F012806,8600,6.8,7.4,0.9,1,Kuenohirayama-Kameishiyama fault zone,,,
1,131.375,33.177,131.373,33.18,3,38,14,276.2,60
F012901,4000,6.8,7.3,0.9,1,Unzen fault group (Northern part),,,
1,130.059,32.731,130.057,32.734,3,32,18,86.2,60
F012902,2000,6.8,7.1,0.9,1,Unzen fault group (Southeastern part),,,
1,130.521,32.727,130.519,32.73,3,26,18,279,60
F012903,5000,6.8,7.3,0.9,1,Unzen fault group (Southwestern part/Northern segment),,,
1,130.3,32.73,130.298,32.733,3,34,18,266.6,60
F012904,4200,6.8,7.1,0.9,1,Unzen fault group (Southwestern part/Southern segment),,,
1,129.874,32.595,129.872,32.598,3,26,18,75.8,60
F013001,16200,6.8,6.9,0.9,1,Futagawa fault zone (Futagawa segment),,,
1,131.029,32.885,131.027,32.888,3,24,14,233.2,90
F013002,8000,6.8,6.9,0.9,1,Futagawa fault zone (Uto segment),,,
1,130.833,32.777,130.831,32.78,3,22,16,243.2,60
F013003,12000,6.8,7.2,0.9,1,Futagawa fault zone (Uto-hanto-hokugan segment),,,
1,130.639,32.745,130.637,32.748,3,32,16,236.1,60
F013101,7200,6.8,6.8,0.9,1,Hinagu fault zone (Takano-Shirahata segment),,,
1,130.821,32.76,130.819,32.763,3,20,14,202.9,90
F013102,7200,6.8,7.4,0.9,1,Hinagu fault zone (Hinagu segment),,,
1,130.753,32.65,130.751,32.653,3,44,16,218.6,60
F013103,2200,6.8,7.3,0.9,1,Hinagu fault zone (Yatsushirokai segment),,,
1,130.471,32.36,130.469,32.363,3,34,14,227.3,90
F013201,68000,6.8,7.4,0.9,1,Midorikawa fault zone,,,
1,131.165,32.688,131.163,32.691,2,38,12,250.8,80
F013301,16000,6.8,7.1,0.9,1,Hitoyoshi-bonchi-nanen fault zone,,,
1,131.005,32.277,131.003,32.28,2,24,18,238,60
F013401,16000,6.8,6.9,0.9,1,Izumi fault zone,,,
1,130.422,32.156,130.42,32.159,3,22,18,227.6,45
F013501,40000,6.8,6.9,0.9,1,Koshiki fault zone (Kamikoshiki-jima northeastern segment),,,
1,130.047,32.077,130.045,32.08,2,22,12,211.3,75
F013502,4800,6.8,7.4,0.9,2,Koshiki fault zone (Koshiki segment),,,
1,129.996,31.79,129.994,31.793,2,12,12,96.1,60
2,129.996,31.79,129.994,31.793,2,30,18,230.6,130
F013601,128000,6.8,7.2,0.9,1,Ichiki fault zone (Ichiki segment),,,
1,130.114,31.723,130.112,31.726,2,30,14,90.4,60
F013602,170000,6.8,7.4,0.9,1,Ichiki fault zone (Koshiki-kaikyo center segment),,,
1,129.924,31.448,129.922,31.451,2,42,12,31.5,75
F013603,86000,6.8,6.9,0.9,1,Ichiki fault zone (Fukiagehama seiho-Oki segment),,,
1,130.312,31.643,130.31,31.646,2,24,12,223,75
F014121,5200,6.8,7.4,0.9,1,Sekiya fault,,,
1,139.932,37.161,139.929,37.164,2,40,18,192.1,45
F014221,4800,6.8,6.8,0.9,1,Uchinokomori fault,,,
1,139.537,36.731,139.534,36.734,2,20,10,209.6,70
F014321,10400,6.8,6.8,0.9,1,Katashinagawa-sagan fault,,,
1,139.249,36.66,139.246,36.663,2,20,14,7.8,45
F014421,10000,6.8,7,0.9,1,Okubo fault,,,
1,139.414,36.376,139.411,36.379,2,24,14,300.9,45
F014521,11400,6.8,6.9,0.9,1,Ota fault,,,
1,139.322,36.375,139.319,36.378,2,20,18,153.9,45
F014621,1600,6.8,7.4,0.9,1,Nagano-bonchi-seien fault zone (Iyama-Chikuma segment),,,
1,138.046,36.55,138.043,36.553,4,62,18,33.7,35
F014622,6000,6.8,6.8,0.9,1,Nagano-bonchi-seien fault zone (Omi segment),,,
1,137.973,36.425,137.97,36.428,4,18,16,28.3,45
F014721,20000,6.8,7.4,0.9,1,Fukaya fault zone,,,
1,138.824,36.363,138.821,36.366,5,72,18,122.1,60
F014821,90000,6.8,6.9,0.9,1,Ayasegawa fault (Kounosu-Ina segment),,,
1,139.447,36.054,139.444,36.057,5,20,20,130.1,50
F014822,76000,6.8,6.9,0.9,1,Ayasegawa fault (Ina-Kawaguchi segment),,,
1,139.61,35.943,139.607,35.946,5,20,20,140.6,50
F014921,56000,6.7,6.7,0.9,1,Ogose fault,,,
1,139.241,36.011,139.238,36.014,2,17,17,161.7,45
F015021,20000,6.8,7.3,0.9,1,Tachikawa fault zone,,,
1,139.456,35.666,139.453,35.669,2,34,18,315,80
F015121,114000,6.8,7.2,0.9,1,Kamogawa-teichi fault zone,,,
1,140.11,35.099,140.107,35.102,2,26,18,265.7,45
F015221,3800,6.8,7.2,0.9,1,Miura-hanto fault group (Main part/Kinugasa/Kitatake fault zone),,,
1,139.791,35.195,139.788,35.198,3,28,18,300,45
F015222,3200,6.8,6.9,0.9,1,Miura-hanto fault group (Main part/Takeyama fault zone),,,
1,139.761,35.178,139.758,35.181,3,20,18,300,45
F015223,44000,6.8,7,0.9,1,Miura-hanto fault group (Southern part),,,
1,139.753,35.114,139.75,35.117,3,20,12,300,90
F015321,8000,6.8,7.1,0.9,1,Isehara fault,,,
1,139.326,35.36,139.323,35.363,2,22,18,351.5,45
F015421,1600,6.8,6.8,0.9,1,Shiozawa fault zone,,,
1,139.042,35.425,139.039,35.428,2,18,16,241.4,30
F015521,8000,6.8,6.8,0.9,2,Hirayama-Matsuda-kita fault zone,,,
1,139.089,35.353,139.086,35.356,2,12,10,218.4,70
2,139.186,35.354,139.183,35.357,2,8,14,279.8,45
F015621,4000,6.8,7.3,0.9,1,Sone-kyuryo fault zone,,,
1,138.507,35.517,138.504,35.52,2,34,18,52.5,35
F015721,8000,6.8,7,0.9,1,Minobu fault,,,
1,138.406,35.374,138.403,35.377,5,22,18,150.2,70
F015821,2800,6.8,7.3,0.9,1,Kitaizu fault zone,,,
1,139.037,35.214,139.034,35.217,2,36,10,193.6,80
F015921,4000,6.8,6.8,0.9,1,Ito-oki falut,,,
1,139.17,34.998,139.167,35.001,2,20,10,165.9,90
F016021,4000,6.8,7.1,0.9,2,Inatori fault zone,,,
1,138.964,34.792,138.961,34.795,2,8,10,120.6,90
2,139.039,34.755,139.036,34.758,2,20,10,90.6,90
F016121,4000,6.8,7,0.9,1,Iro-zaki fault,,,
1,138.93,34.564,138.927,34.567,2,24,10,305.2,80
F016221,2000,6.8,7.4,0.9,6,Itoigawa-Shizuoka-kozosen fault zone (Northern segment),,,
1,137.96,36.352,137.957,36.355,2,20.5,4,343.7,30
