#
# VER. = 1.0
# DATE = 2017-04-12
#
LND_A98F, 260
F000101,-7.1,   1,Shibetsu fault zone
   2,130.821, 32.760,130.819, 32.763,  3.0, 20.0, 14.0,202.9, 90.0
F01310B,-7.1,   2,Hinagu fault zone (Takano-Shirahata segment/Hinagu segment)
   1,130.821, 32.760,130.819, 32.763,  3.0, 20.0, 14.0,202.9, 90.0
   2,130.753, 32.650,130.751, 32.653,  3.0, 44.0, 16.0,218.6, 60.0
F01310C,-7.2,   2,Hinagu fault zone (Hinagu segment/Yatsushirokai segment)
   1,130.753, 32.650,130.751, 32.653,  3.0, 44.0, 16.0,218.6, 60.0
   2,130.471, 32.360,130.469, 32.363,  3.0, 34.0, 14.0,227.3, 90.0
F01300A,-7.2,   3,Futagawa fault zone (All segment)
   1,131.029, 32.885,131.027, 32.888,  3.0, 24.0, 14.0,233.2, 90.0
   2,130.833, 32.777,130.831, 32.780,  3.0, 22.0, 16.0,243.2, 60.0
   3,130.639, 32.745,130.637, 32.748,  3.0, 32.0, 16.0,236.1, 60.0
F01300F,-7.3,   3,Futagawa/Hinagu fault zone (Futagawa segment/Takano-Shirahata segment/Hinagu segment)
   1,131.029, 32.885,131.027, 32.888,  3.0, 24.0, 14.0,233.2, 90.0
   2,130.821, 32.760,130.819, 32.763,  3.0, 20.0, 14.0,202.9, 90.0
   3,130.753, 32.650,130.751, 32.653,  3.0, 44.0, 16.0,218.6, 60.0
F01310A,-7.3,   3,Hinagu fault zone (All segment)
   1,130.821, 32.760,130.819, 32.763,  3.0, 20.0, 14.0,202.9, 90.0
   2,130.753, 32.650,130.751, 32.653,  3.0, 44.0, 16.0,218.6, 60.0
   3,130.471, 32.360,130.469, 32.363,  3.0, 34.0, 14.0,227.3, 90.0
F01300B,-7.4,   4,Futagawa/Hinagu fault zone (Futagawa segment/all segment of Hinagu fault zone)
   1,131.029, 32.885,131.027, 32.888,  3.0, 24.0, 14.0,233.2, 90.0
   2,130.821, 32.760,130.819, 32.763,  3.0, 20.0, 14.0,202.9, 90.0
   3,130.753, 32.650,130.751, 32.653,  3.0, 44.0, 16.0,218.6, 60.0
   4,130.471, 32.360,130.469, 32.363,  3.0, 34.0, 14.0,227.3, 90.0
F013201,-6.9,   1,Midorikawa fault zone
   1,131.165, 32.688,131.163, 32.691,  2.0, 38.0, 12.0,250.8, 80.0
F013301,-6.6,   1,Hitoyoshi-bonchi-nanen fault zone
   1,131.005, 32.277,131.003, 32.280,  2.0, 24.0, 18.0,238.0, 60.0
F013401,-6.5,   1,Izumi fault zone
   1,130.422, 32.156,130.420, 32.159,  3.0, 22.0, 18.0,227.6, 45.0
F013501,-6.5,   1,Koshiki fault zone (Kamikoshiki-jima northeastern segment)
   1,130.047, 32.077,130.045, 32.080,  2.0, 22.0, 12.0,211.3, 75.0
F013502,-6.9,   2,Koshiki fault zone (Koshiki segment)
   1,129.996, 31.790,129.994, 31.793,  2.0, 12.0, 12.0, 96.1, 60.0
   2,129.996, 31.790,129.994, 31.793,  2.0, 30.0, 18.0,230.6,130.0
F013601,-6.7,   1,Ichiki fault zone (Ichiki segment)
   1,130.114, 31.723,130.112, 31.726,  2.0, 30.0, 14.0, 90.4, 60.0
F013602,-6.9,   1,Ichiki fault zone (Koshiki-kaikyo center segment)
   1,129.924, 31.448,129.922, 31.451,  2.0, 42.0, 12.0, 31.5, 75.0
F013603,-6.5,   1,Ichiki fault zone (Fukiagehama seiho-Oki segment)
   1,130.312, 31.643,130.310, 31.646,  2.0, 24.0, 12.0,223.0, 75.0
F014121,-6.9,   1,Sekiya fault
   1,139.932, 37.161,139.929, 37.164,  2.0, 40.0, 18.0,192.1, 45.0
F014221, 6.8,   1,Uchinokomori fault
   1,139.537, 36.731,139.534, 36.734,  2.0, 20.0, 10.0,209.6, 70.0
F014321, 6.8,   1,Katashinagawa-sagan fault
   1,139.249, 36.660,139.246, 36.663,  2.0, 20.0, 14.0,  7.8, 45.0
F014421, 7.0,   1,Okubo fault
   1,139.414, 36.376,139.411, 36.379,  2.0, 24.0, 14.0,300.9, 45.0
F014521, 6.9,   1,Ota fault
   1,139.322, 36.375,139.319, 36.378,  2.0, 20.0, 18.0,153.9, 45.0
F014621,-7.2,   1,Nagano-bonchi-seien fault zone (Iyama-Chikuma segment)
   1,138.046, 36.550,138.043, 36.553,  4.0, 62.0, 18.0, 33.7, 35.0
F014622,-6.4,   1,Nagano-bonchi-seien fault zone (Omi segment)
   1,137.973, 36.425,137.970, 36.428,  4.0, 18.0, 16.0, 28.3, 45.0
F01462A,-7.3,   2,Nagano-bonchi-seien fault zone (All segment)
   1,138.046, 36.550,138.043, 36.553,  4.0, 62.0, 18.0, 33.7, 35.0
   2,137.973, 36.425,137.970, 36.428,  4.0, 18.0, 16.0, 28.3, 45.0
F014721,-7.2,   1,Fukaya fault zone
   1,138.824, 36.363,138.821, 36.366,  5.0, 72.0, 18.0,122.1, 60.0
F014821,-6.5,   1,Ayasegawa fault (Kounosu-Ina segment)
   1,139.447, 36.054,139.444, 36.057,  5.0, 20.0, 20.0,130.1, 50.0
F014822,-6.5,   1,Ayasegawa fault (Ina-Kawaguchi segment)
   1,139.610, 35.943,139.607, 35.946,  5.0, 20.0, 20.0,140.6, 50.0
F01482A,-7.4,   2,Fukaya/Ayasegawa fault zone (Fukaya fault zone/Kounosu-Ina segment)
   1,138.824, 36.363,138.821, 36.366,  5.0, 72.0, 18.0,122.1, 60.0
   2,139.447, 36.054,139.444, 36.057,  5.0, 20.0, 20.0,130.1, 50.0
F01482B,-7.0,   2,Fukaya/Ayasegawa fault zone (Kounosu-Ina segment/Ina-Kawaguchi segment)
   1,139.447, 36.054,139.444, 36.057,  5.0, 20.0, 20.0,130.1, 50.0
   2,139.610, 35.943,139.607, 35.946,  5.0, 20.0, 20.0,140.6, 50.0
F01482C,-7.5,   3,Fukaya/Ayasegawa fault zone (All segment)
   1,138.824, 36.363,138.821, 36.366,  5.0, 72.0, 18.0,122.1, 60.0
   2,139.447, 36.054,139.444, 36.057,  5.0, 20.0, 20.0,130.1, 50.0
   3,139.610, 35.943,139.607, 35.946,  5.0, 20.0, 20.0,140.6, 50.0
F014921, 6.7,   1,Ogose fault
   1,139.241, 36.011,139.238, 36.014,  2.0, 17.0, 17.0,161.7, 45.0
F015021,-6.8,   1,Tachikawa fault zone
   1,139.456, 35.666,139.453, 35.669,  2.0, 34.0, 18.0,315.0, 80.0
F015121,-6.7,   1,Kamogawa-teichi fault zone
   1,140.110, 35.099,140.107, 35.102,  2.0, 26.0, 18.0,265.7, 45.0
F015221,-6.7,   1,Miura-hanto fault group (Main part/Kinugasa/Kitatake fault zone)
   1,139.791, 35.195,139.788, 35.198,  3.0, 28.0, 18.0,300.0, 45.0
F015222,-6.5,   1,Miura-hanto fault group (Main part/Takeyama fault zone)
   1,139.761, 35.178,139.758, 35.181,  3.0, 20.0, 18.0,300.0, 45.0
F015223, 7.0,   1,Miura-hanto fault group (Southern part)
   1,139.753, 35.114,139.750, 35.117,  3.0, 20.0, 12.0,300.0, 90.0
F015321,-6.6,   1,Isehara fault
   1,139.326, 35.360,139.323, 35.363,  2.0, 22.0, 18.0,351.5, 45.0
F015421, 6.8,   1,Shiozawa fault zone
   1,139.042, 35.425,139.039, 35.428,  2.0, 18.0, 16.0,241.4, 30.0
F015521, 6.8,   2,Hirayama-Matsuda-kita fault zone
   1,139.089, 35.353,139.086, 35.356,  2.0, 12.0, 10.0,218.4, 70.0
   2,139.186, 35.354,139.183, 35.357,  2.0,  8.0, 14.0,279.8, 45.0
F015621,-6.8,   1,Sone-kyuryo fault zone
   1,138.507, 35.517,138.504, 35.520,  2.0, 34.0, 18.0, 52.5, 35.0
F015721, 7.0,   1,Minobu fault
   1,138.406, 35.374,138.403, 35.377,  5.0, 22.0, 18.0,150.2, 70.0
F015821,-6.8,   1,Kitaizu fault zone
   1,139.037, 35.214,139.034, 35.217,  2.0, 36.0, 10.0,193.6, 80.0
F015921, 6.8,   1,Ito-oki falut
   1,139.170, 34.998,139.167, 35.001,  2.0, 20.0, 10.0,165.9, 90.0
F016021, 7.1,   2,Inatori fault zone
   1,138.964, 34.792,138.961, 34.795,  2.0,  8.0, 10.0,120.6, 90.0
   2,139.039, 34.755,139.036, 34.758,  2.0, 20.0, 10.0, 90.6, 90.0
F016121, 7.0,   1,Iro-zaki fault
   1,138.930, 34.564,138.927, 34.567,  2.0, 24.0, 10.0,305.2, 80.0
F016221,-7.1,   6,Itoigawa-Shizuoka-kozosen fault zone (Northern segment)
   1,137.960, 36.352,137.957, 36.355,  2.0, 20.5,  4.0,343.7, 30.0
   2,137.997, 36.361,137.994, 36.364,  4.0, 20.0, 14.0,343.7, 60.0
   3,137.896, 36.530,137.893, 36.533,  2.0, 13.1,  4.0,  2.0, 30.0
   4,137.935, 36.534,137.932, 36.537,  4.0, 12.0, 14.0,  2.0, 60.0
   5,137.901, 36.648,137.898, 36.651,  2.0, 16.5,  4.0, 18.9, 30.0
   6,137.940, 36.642,137.937, 36.645,  4.0, 16.0, 14.0, 18.9, 60.0
F016222,-7.0,   3,Itoigawa-Shizuoka-kozosen fault zone (Central northern segment)
   1,138.165, 35.980,138.162, 35.983,  2.0,  7.8, 10.0,304.6, 70.0
   2,138.094, 36.020,138.091, 36.023,  2.0,  5.8, 10.0,330.9, 70.0
   3,138.062, 36.066,138.059, 36.069,  2.0, 33.9, 10.0,339.2, 70.0
F016223,-6.8,   3,Itoigawa-Shizuoka-kozosen fault zone (Central southern segment)
   1,138.052, 36.076,138.049, 36.079,  2.0,  5.7, 14.0,116.0, 70.0
   2,138.109, 36.053,138.106, 36.056,  2.0,  5.7, 14.0,157.7, 70.0
   3,138.134, 36.004,138.131, 36.007,  2.0, 24.0, 14.0,141.2, 70.0
F016224,-7.0,   3,Itoigawa-Shizuoka-kozosen fault zone (Southern segment)
   1,138.263, 35.825,138.260, 35.828,  4.0, 11.1, 22.0,137.5, 45.0
   2,138.346, 35.752,138.343, 35.755,  4.0, 23.6, 22.0,164.0, 45.0
   3,138.418, 35.548,138.415, 35.551,  4.0, 14.5, 22.0,205.1, 45.0
F01622A,-7.2,   9,Itoigawa-Shizuoka-kozosen fault zone (Northern segment/Central northern segment)
   1,137.960, 36.352,137.957, 36.355,  2.0, 20.5,  4.0,343.7, 30.0
   2,137.997, 36.361,137.994, 36.364,  4.0, 20.0, 14.0,343.7, 60.0
   3,137.896, 36.530,137.893, 36.533,  2.0, 13.1,  4.0,  2.0, 30.0
   4,137.935, 36.534,137.932, 36.537,  4.0, 12.0, 14.0,  2.0, 60.0
   5,137.901, 36.648,137.898, 36.651,  2.0, 16.5,  4.0, 18.9, 30.0
   6,137.940, 36.642,137.937, 36.645,  4.0, 16.0, 14.0, 18.9, 60.0
   7,138.165, 35.980,138.162, 35.983,  2.0,  7.8, 10.0,304.6, 70.0
   8,138.094, 36.020,138.091, 36.023,  2.0,  5.8, 10.0,330.9, 70.0
   9,138.062, 36.066,138.059, 36.069,  2.0, 33.9, 10.0,339.2, 70.0
F01622B,-7.1,   6,Itoigawa-Shizuoka-kozosen fault zone (Central northern segment/Central southern segment)
   1,138.165, 35.980,138.162, 35.983,  2.0,  7.8, 10.0,304.6, 70.0
   2,138.094, 36.020,138.091, 36.023,  2.0,  5.8, 10.0,330.9, 70.0
   3,138.062, 36.066,138.059, 36.069,  2.0, 33.9, 10.0,339.2, 70.0
   4,138.052, 36.076,138.049, 36.079,  2.0,  5.7, 14.0,116.0, 70.0
   5,138.109, 36.053,138.106, 36.056,  2.0,  5.7, 14.0,157.7, 70.0
   6,138.134, 36.004,138.131, 36.007,  2.0, 24.0, 14.0,141.2, 70.0
F01622C,-7.3,   6,Itoigawa-Shizuoka-kozosen fault zone (Central southern segment/Southern segment)
   1,138.052, 36.076,138.049, 36.079,  2.0,  5.7, 14.0,116.0, 70.0
   2,138.109, 36.053,138.106, 36.056,  2.0,  5.7, 14.0,157.7, 70.0
   3,138.134, 36.004,138.131, 36.007,  2.0, 24.0, 14.0,141.2, 70.0
   4,138.263, 35.825,138.260, 35.828,  4.0, 11.1, 22.0,137.5, 45.0
   5,138.346, 35.752,138.343, 35.755,  4.0, 23.6, 22.0,164.0, 45.0
   6,138.418, 35.548,138.415, 35.551,  4.0, 14.5, 22.0,205.1, 45.0
F01622D,-7.4,  12,Itoigawa-Shizuoka-kozosen fault zone (Northern segment/Central northern segment/Central southern segment)
   1,137.960, 36.352,137.957, 36.355,  2.0, 20.5,  4.0,343.7, 30.0
   2,137.997, 36.361,137.994, 36.364,  4.0, 20.0, 14.0,343.7, 60.0
   3,137.896, 36.530,137.893, 36.533,  2.0, 13.1,  4.0,  2.0, 30.0
   4,137.935, 36.534,137.932, 36.537,  4.0, 12.0, 14.0,  2.0, 60.0
   5,137.901, 36.648,137.898, 36.651,  2.0, 16.5,  4.0, 18.9, 30.0
   6,137.940, 36.642,137.937, 36.645,  4.0, 16.0, 14.0, 18.9, 60.0
   7,138.165, 35.980,138.162, 35.983,  2.0,  7.8, 10.0,304.6, 70.0
   8,138.094, 36.020,138.091, 36.023,  2.0,  5.8, 10.0,330.9, 70.0
   9,138.062, 36.066,138.059, 36.069,  2.0, 33.9, 10.0,339.2, 70.0
  10,138.052, 36.076,138.049, 36.079,  2.0,  5.7, 14.0,116.0, 70.0
  11,138.109, 36.053,138.106, 36.056,  2.0,  5.7, 14.0,157.7, 70.0
  12,138.134, 36.004,138.131, 36.007,  2.0, 24.0, 14.0,141.2, 70.0
F01622E,-7.4,   9,Itoigawa-Shizuoka-kozosen fault zone (Central northern segment/Central southern segment/Southern segment)
   1,138.165, 35.980,138.162, 35.983,  2.0,  7.8, 10.0,304.6, 70.0
   2,138.094, 36.020,138.091, 36.023,  2.0,  5.8, 10.0,330.9, 70.0
   3,138.062, 36.066,138.059, 36.069,  2.0, 33.9, 10.0,339.2, 70.0
   4,138.052, 36.076,138.049, 36.079,  2.0,  5.7, 14.0,116.0, 70.0
   5,138.109, 36.053,138.106, 36.056,  2.0,  5.7, 14.0,157.7, 70.0
   6,138.134, 36.004,138.131, 36.007,  2.0, 24.0, 14.0,141.2, 70.0
   7,138.263, 35.825,138.260, 35.828,  4.0, 11.1, 22.0,137.5, 45.0
   8,138.346, 35.752,138.343, 35.755,  4.0, 23.6, 22.0,164.0, 45.0
   9,138.418, 35.548,138.415, 35.551,  4.0, 14.5, 22.0,205.1, 45.0
F01622F,-7.5,  15,Itoigawa-Shizuoka-kozosen fault zone (All segment)
   1,137.960, 36.352,137.957, 36.355,  2.0, 20.5,  4.0,343.7, 30.0
   2,137.997, 36.361,137.994, 36.364,  4.0, 20.0, 14.0,343.7, 60.0
   3,137.896, 36.530,137.893, 36.533,  2.0, 13.1,  4.0,  2.0, 30.0
   4,137.935, 36.534,137.932, 36.537,  4.0, 12.0, 14.0,  2.0, 60.0
   5,137.901, 36.648,137.898, 36.651,  2.0, 16.5,  4.0, 18.9, 30.0
   6,137.940, 36.642,137.937, 36.645,  4.0, 16.0, 14.0, 18.9, 60.0
   7,138.165, 35.980,138.162, 35.983,  2.0,  7.8, 10.0,304.6, 70.0
   8,138.094, 36.020,138.091, 36.023,  2.0,  5.8, 10.0,330.9, 70.0
   9,138.062, 36.066,138.059, 36.069,  2.0, 33.9, 10.0,339.2, 70.0
  10,138.052, 36.076,138.049, 36.079,  2.0,  5.7, 14.0,116.0, 70.0
  11,138.109, 36.053,138.106, 36.056,  2.0,  5.7, 14.0,157.7, 70.0
  12,138.134, 36.004,138.131, 36.007,  2.0, 24.0, 14.0,141.2, 70.0
  13,138.263, 35.825,138.260, 35.828,  4.0, 11.1, 22.0,137.5, 45.0
  14,138.346, 35.752,138.343, 35.755,  4.0, 23.6, 22.0,164.0, 45.0
  15,138.418, 35.548,138.415, 35.551,  4.0, 14.5, 22.0,205.1, 45.0
F017001,-6.6,   1,Shinji (Kashima) fault Case 1
   1,133.236, 35.549,133.233, 35.552,  2.0, 26.0, 14.0,261.8, 70.0
F017101,-6.6,   1,Shinji (Kashima) fault Case 2
   1,133.236, 35.549,133.233, 35.552,  2.0, 26.0, 14.0,261.8, 70.0
F017201,-6.4,   1,Amedaki-Kamato fault
   1,134.418, 35.424,134.415, 35.427,  2.0, 19.0, 15.0,315.0, 70.0
F017301,-6.7,   1,Shikano-Yoshioka dault
   1,134.321, 35.514,134.318, 35.517,  2.0, 30.0, 14.0,251.6, 90.0
F017401,-6.4,   1,Nichinan-ko fault
   1,133.279, 35.274,133.276, 35.277,  2.0, 19.0, 15.0,146.5, 90.0
F017501,-6.4,   1,Iwatsubo fault
   1,133.995, 35.400,133.992, 35.403,  2.0, 19.0, 15.0, 87.8, 90.0
F017601,-6.8,   1,Yamasaki fault zone (Nagisen fault zone)
   1,134.242, 35.168,134.239, 35.171,  2.0, 34.0, 18.0,262.7, 45.0
F017701,-7.1,   1,Yamasaki fault zone (Main part/Northwestern segment)
   1,134.751, 34.877,134.748, 34.880,  2.0, 54.0, 18.0,303.7, 90.0
F017702,-6.8,   1,Yamasaki fault zone (Main part/Southeastern segment)
   1,135.023, 34.777,135.020, 34.780,  2.0, 32.0, 18.0,309.9, 90.0
F01770A,-7.3,   2,Yamasaki fault zone (Main part Northwestern/Southeastern segment)
   1,134.751, 34.877,134.748, 34.880,  2.0, 54.0, 18.0,303.7, 90.0
   2,135.023, 34.777,135.020, 34.780,  2.0, 32.0, 18.0,309.9, 90.0
F017801,-6.8,   1,Chojagahara-Yoshii fault
   1,133.490, 34.667,133.487, 34.670,  2.0, 32.0, 18.0,225.1, 90.0
F017901,-6.4,   1,Uzuto fault
   1,133.196, 34.619,133.193, 34.622,  2.0, 17.0, 17.0,219.6, 90.0
F018001,-6.4,   1,Yasuda fault
   1,133.093, 34.776,133.090, 34.779,  2.0, 17.0, 17.0,228.6, 90.0
F018101,-7.1,   1,Kikugawa fault zone (Northern segment)
   1,130.241, 34.650,130.239, 34.653,  4.0, 56.0, 18.0,126.2, 90.0
F018201,-7.0,   1,Kikugawa fault zone (Central segment)
   1,130.731, 34.356,130.729, 34.359,  2.0, 44.0, 18.0,133.0, 90.0
F018301,-6.5,   1,Kikugawa fault zone (Southern segment)
   1,131.080, 34.084,131.078, 34.087,  2.0, 20.0, 18.0,149.2, 90.0
F01820A,-7.4,   2,Kikugawa fault zone (Northern segment/Central segment)
   1,130.241, 34.650,130.239, 34.653,  4.0, 56.0, 18.0,126.2, 90.0
   2,130.731, 34.356,130.729, 34.359,  2.0, 44.0, 18.0,133.0, 90.0
F01830A,-7.2,   2,Kikugawa fault zone (Central segment/Southern segment)
   1,130.731, 34.356,130.729, 34.359,  2.0, 44.0, 18.0,133.0, 90.0
   2,131.080, 34.084,131.078, 34.087,  2.0, 20.0, 18.0,149.2, 90.0
F01830B,-7.4,   3,Kikugawa fault zone (All segment)
   1,130.241, 34.650,130.239, 34.653,  4.0, 56.0, 18.0,126.2, 90.0
   2,130.731, 34.356,130.729, 34.359,  2.0, 44.0, 18.0,133.0, 90.0
   3,131.080, 34.084,131.078, 34.087,  2.0, 20.0, 18.0,149.2, 90.0
F018401,-6.6,   1,Iwakuni-Itsukaichi fault zone (Koi fault segment)
   1,132.510, 34.490,132.507, 34.493,  2.0, 24.0, 18.0,219.4, 90.0
F018501,-6.7,   1,Iwakuni-Itsukaichi fault zone (Itsukaichi fault segment)
   1,132.412, 34.503,132.409, 34.506,  2.0, 28.0, 18.0,206.8, 70.0
F018601,-7.0,   1,Iwakuni-Itsukaichi fault zone (Iwakuni fault segment)
   1,132.280, 34.279,132.277, 34.282,  2.0, 48.0, 18.0,236.3, 70.0
F01850A,-7.3,   2,Iwakuni-Itsukaichi fault zone (Koi fault segment/Itsukaichi fault segment)
   1,132.510, 34.490,132.507, 34.493,  2.0, 24.0, 18.0,219.4, 90.0
   2,132.280, 34.279,132.277, 34.282,  2.0, 48.0, 18.0,236.3, 70.0
F01860A,-7.2,   2,Iwakuni-Itsukaichi fault zone (Itsukaichi fault segment/Iwakuni fault segment)
   1,132.412, 34.503,132.409, 34.506,  2.0, 28.0, 18.0,206.8, 70.0
   2,132.280, 34.279,132.277, 34.282,  2.0, 48.0, 18.0,236.3, 70.0
F018701,-7.0,   1,Suonada fault zone (Main part segment)
   1,131.639, 34.016,131.637, 34.019,  2.0, 46.0, 18.0,212.4, 70.0
F018801,-6.6,   1,Suonada fault zone (Aio-oki fault segment)
   1,131.527, 33.929,131.525, 33.932,  2.0, 24.0, 18.0,218.1, 70.0
F018901,-6.7,   1,Akinada fault zone
   1,132.425, 34.127,132.422, 34.130,  2.0, 28.0, 18.0,230.4, 70.0
F019001,-6.9,   1,Hiroshima-wan-Iwakuni-oki fault zone
   1,132.369, 34.344,132.366, 34.347,  2.0, 40.0, 18.0,207.0, 70.0
F019101,-6.4,   1,Ube-Nanpou-oki fault
   1,131.282, 33.890,131.280, 33.893,  2.0, 18.0, 16.0,170.3, 90.0
F019201,-7.1,   1,Yasaka fault
   1,132.213, 34.784,132.210, 34.787,  2.0, 56.0, 18.0,227.2, 90.0
F019301,-6.7,   1,Jifuku fault
   1,131.732, 34.402,131.730, 34.405,  2.0, 28.0, 18.0,228.5, 90.0
F019401,-7.0,   1,Ohara-ko fault
   1,131.834, 34.407,131.832, 34.410,  2.0, 44.0, 18.0,232.5, 90.0
F019501,-6.8,   1,Ogori fault
   1,131.441, 34.155,131.439, 34.158,  2.0, 32.0, 18.0,207.7, 90.0
F019601,-7.1,   1,Tsutsuga falult
   1,132.512, 34.760,132.509, 34.763,  2.0, 60.0, 18.0,228.4, 90.0
F019701,-6.4,   1,Takibe fault
   1,130.869, 34.327,130.867, 34.330,  2.0, 17.0, 17.0,116.6, 90.0
F019801,-6.4,   1,Nago fault
   1,131.603, 34.571,131.601, 34.574,  2.0, 17.0, 17.0,234.4, 90.0
F019901,-6.4,   1,Sakaedani fault
   1,131.897, 34.155,131.895, 34.158,  2.0, 17.0, 17.0,217.2, 70.0
F020001,-6.4,   1,Kurose fault
   1,132.787, 34.396,132.784, 34.399,  2.0, 17.0, 17.0,234.9, 90.0
