pref_id,bldg_cost,type_pop,day_pop,night_pop,transit_pop,bldg_count,Complete_count_High,Extensive_count_High,Moderate_count_High,Slight_count_High,Collapse_count_High,Complete_count_Low,Extensive_count_Low,Moderate_count_Low,Slight_count_Low,Collapse_count_Low,Complete_count_Moderate,Extensive_count_Moderate,Moderate_count_Moderate,Slight_count_Moderate,Collapse_count_Moderate,Complete_count_Precode,Extensive_count_Precode,Moderate_count_Precode,Slight_count_Precode,Collapse_count_Precode,Fatalities_day_High,Fatalities_day_Low,Fatalities_day_Moderate,Fatalities_day_Precode,Fatalities_night_High,Fatalities_night_Low,Fatalities_night_Moderate,Fatalities_night_Precode,Fatalities_transit_High,Fatalities_transit_Low,Fatalities_transit_Moderate,Fatalities_transit_Precode,Complete_prob_High,Complete_prob_Low,Complete_prob_Moderate,Complete_prob_Precode,Extensive_prob_High,Extensive_prob_Low,Extensive_prob_Moderate,Extensive_prob_Precode,Moderate_prob_High,Moderate_prob_Low,Moderate_prob_Moderate,Moderate_prob_Precode,Slight_prob_High,Slight_prob_Low,Slight_prob_Moderate,Slight_prob_Precode,Collapse_prob_High,Collapse_prob_Low,Collapse_prob_Moderate,Collapse_prob_Precode,Fatality_rate_High,Fatality_rate_Low,Fatality_rate_Moderate,Fatality_rate_Precode,Complete_prob_High_residential,Complete_prob_Low_residential,Complete_prob_Moderate_residential,Complete_prob_Precode_residential,Extensive_prob_High_residential,Extensive_prob_Low_residential,Extensive_prob_Moderate_residential,Extensive_prob_Precode_residential,Moderate_prob_High_residential,Moderate_prob_Low_residential,Moderate_prob_Moderate_residential,Moderate_prob_Precode_residential,Slight_prob_High_residential,Slight_prob_Low_residential,Slight_prob_Moderate_residential,Slight_prob_Precode_residential,Collapse_prob_High_residential,Collapse_prob_Low_residential,Collapse_prob_Moderate_residential,Collapse_prob_Precode_residential,Fatality_rate_High_residential,Fatality_rate_Low_residential,Fatality_rate_Moderate_residential,Fatality_rate_Precode_residential
5,652379047.309,15898.903728,3572.55521275,7553.86726562,6792.03552096,3179.7807456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,4.01193345133e+11,9777344.0102,3520131.29729,4829813.50265,3165220.3473,1955468.80204,1.20338139711,36.7405052953,1537.90190165,20467.0277611,0.125082881836,517.446713608,4423.08667178,24295.529168,65563.1256325,57.2504640364,41.8566587618,740.905108889,7001.60334398,36186.2934521,4.40548964864,1340.42746625,9400.73681721,40331.575416,88994.2096779,143.185616388,0.0386730928732,15.7638350095,1.20474032765,40.3348999132,0.0336290998291,15.1183042728,1.1664048254,37.8505013394,0.0228611137027,10.0035078541,0.770085362063,25.1978286377,1.01690052257e-06,0.000430506621944,3.3050089343e-05,0.00111670815173,7.76437518472e-05,0.00357177836899,0.000632000137599,0.00735386458917,0.00329550147661,0.0181989417018,0.00796897020996,0.0302093479008,0.0196940211531,0.0417862385557,0.0278594743709,0.0580426358005,8.33585606413e-08,3.75797975347e-05,2.84953687328e-06,9.57937984357e-05,9.11111232535e-09,3.81736835533e-06,2.92587304756e-07,9.70755767552e-06,6.1539278758e-07,0.00026461517211,2.14049228084e-05,0.000685476272931,1.87885919003e-05,0.00226190602845,0.000378888739169,0.00480740823244,0.000786461998293,0.0124244013214,0.00358052418769,0.0206250160442,0.0104665580651,0.0335280857277,0.0185051755438,0.0455104216366,6.39656749858e-08,2.92771042814e-05,2.2529071515e-06,7.32231658409e-05,6.48222863508e-09,2.95098609462e-06,2.28318750625e-07,7.35991883236e-06
11,1.22976820437e+11,2997025.48229,1089306.96408,1481905.14603,962359.655609,599405.096458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,3134658852.14,76393.6848,17273.6729149,36311.0786435,32553.1720619,15278.73696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,4642729681.35,113146.356468,25424.4954569,53757.955452,48336.2932025,22629.2712935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,82340356206.3,2006688.29211,655866.056663,981981.409839,700549.259017,401337.658422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,56408476072.5,1374711.42616,466609.295449,675131.902513,466694.861038,274942.285231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,13443631559.1,327630.086826,88759.3309156,157773.298807,128388.27355,65526.0173652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1.25845799504e+11,3066944.37711,994272.231858,1499689.3522,1076907.00715,613388.875421,251.700873394,1497.94321774,12064.1942811,56163.3742455,10.5290649932,5065.01921909,16909.9074377,57193.434232,115916.836387,301.255944916,1498.73792942,6615.02705513,27966.0880001,78307.2074649,72.9809223247,8931.78454477,27699.7397065,78735.5861375,140690.882824,539.939180961,2.32813794752,75.6871135128,16.8405174906,136.514720666,5.92374075989,130.34577432,34.7854342631,219.0439716,3.6607623505,82.0676681537,21.9464742639,139.217485444,0.000553426069411,0.01159684219,0.00319140040728,0.0201195799338,0.00449702635041,0.0385892687954,0.0148197401371,0.0611772281918,0.0373401547862,0.117818837786,0.0684432389471,0.163805137072,0.127202943579,0.215461505639,0.161051976874,0.26718294777,3.03638141855e-05,0.000766292353476,0.000191629365346,0.00133812561418,2.90108974613e-06,7.56268136289e-05,1.8707682006e-05,0.000132006131903,0.000410344698901,0.00825743573457,0.00244337318375,0.0145613735473,0.00244207757552,0.0275680047607,0.0107843935881,0.0451585296318,0.019668100881,0.0932417207481,0.0455927538315,0.128361614129,0.0915624271909,0.188977728537,0.127663233884,0.229366538034,1.71653993333e-05,0.000491133695095,0.000118979859676,0.000880255907136,1.49131491169e-06,4.70151046371e-05,1.11019262911e-05,8.4284031911e-05
