#
# VER. = 1.0
# DATE = 2014-12-08
#
# UPDATED
#
# CODE, JCODE, AVS, ARV
4631000011, 3,397.2,   1.0060
4631000012, 3,365.0,   1.0811
4631000013, 3,411.9,   0.9753
4631000014, 3,336.3,   1.1593
4631000021, 3,432.9,   0.9349
4631000022, 3,415.3,   0.9686
4631000023, 3,386.5,   1.0297
4631000024, 3,364.8,   1.0816
4631000031, 3,399.5,   1.0011
4631000032, 3,321.5,   1.2046
4631000033, 3,347.6,   1.1271
4631000034, 3,379.5,   1.0459
4631000041, 3,367.0,   1.0762
4631000042, 3,381.6,   1.0411
4631000043, 3,420.0,   0.9593
4631000044, 3,424.5,   0.9505
4631000111, 3,396.4,   1.0078
4631000112, 3,380.7,   1.0430
4631000113, 3,333.1,   1.1687
4631000114, 3,345.6,   1.1327
4631000121, 3,380.0,   1.0447
4631000122, 3,361.4,   1.0902
4631000123, 3,417.8,   0.9636
4631000124, 3,363.7,   1.0844
4631000131, 3,401.4,   0.9970
4631000132, 3,396.8,   1.0069
4631000133, 3,438.6,   0.9246
4631000134, 3,446.2,   0.9111
4631000141, 3,446.4,   0.9108
4631000142, 3,398.1,   1.0040
4631000143, 3,467.7,   0.8753
4631000144, 3,447.6,   0.9086
4631000211, 3,388.5,   1.0251
4631000212, 3,375.1,   1.0562
4631000213, 3,388.2,   1.0258
4631000214, 3,350.7,   1.1186
4631000221, 3,360.5,   1.0926
4631000222, 3,371.9,   1.0641
4631000223, 3,330.9,   1.1754
4631000224, 3,311.9,   1.2363
4631000231, 3,352.6,   1.1136
4631000232, 3,337.0,   1.1572
4631000233, 3,361.4,   1.0902
4631000234, 3,374.2,   1.0585
4631000241, 3,333.8,   1.1665
4631000242, 3,353.1,   1.1121
4631000243, 3,377.0,   1.0518
4631000244, 3,355.2,   1.1066
4631000311, 3,394.7,   1.0114
4631000312, 3,447.6,   0.9087
4631000313, 3,412.5,   0.9742
4631000314, 3,452.1,   0.9009
4631000321, 3,469.8,   0.8719
4631000322, 9,321.0,   1.2061
4631000323, 3,447.9,   0.9081
4631000324, 9,322.9,   1.2001
4631000331, 3,417.8,   0.9636
4631000332, 3,443.9,   0.9152
4631000333, 3,417.1,   0.9651
4631000334, 3,442.0,   0.9184
4631000341, 3,437.9,   0.9257
4631000342, 9,329.8,   1.1788
4631000343, 3,422.1,   0.9553
4631000344, 9,327.0,   1.1873
4631000411, 9,312.8,   1.2331
4631000412, 9,288.7,   1.3202
4631000413, 9,314.5,   1.2275
4631000414, 9,308.5,   1.2478
4631000421, 0,  0.0,   0.0000
4631000422, 0,  0.0,   0.0000
4631000423, 0,  0.0,   0.0000
4631000424, 0,  0.0,   0.0000
4631000431, 9,311.1,   1.2388
4631000432, 9,310.6,   1.2404
4631000433, 9,310.8,   1.2397
4631000434, 9,310.6,   1.2404
4631000441, 7,351.4,   1.1167
4631000442,21,429.1,   0.9419
4631000443, 9,306.2,   1.2555
4631000444, 7,351.4,   1.1167
4631000511, 0,  0.0,   0.0000
4631000512, 0,  0.0,   0.0000
4631000513, 0,  0.0,   0.0000
4631000514, 0,  0.0,   0.0000
4631000521, 0,  0.0,   0.0000
4631000522, 0,  0.0,   0.0000
4631000523, 0,  0.0,   0.0000
4631000524, 0,  0.0,   0.0000
4631000531, 0,  0.0,   0.0000
4631000532, 0,  0.0,   0.0000
4631000533,21,429.1,   0.9419
4631000534, 0,  0.0,   0.0000
4631000541, 0,  0.0,   0.0000
4631000542, 0,  0.0,   0.0000
4631000543, 0,  0.0,   0.0000
4631000544, 0,  0.0,   0.0000
4631001011, 3,338.3,   1.1533
4631001012, 3,394.6,   1.0118
4631001013, 3,437.3,   0.9269
4631001014, 3,429.4,   0.9413
4631001021, 3,430.7,   0.9390
4631001022, 3,439.8,   0.9224
4631001023, 3,423.3,   0.9529
4631001024, 3,421.2,   0.9570
4631001031, 3,404.1,   0.9914
4631001032, 3,403.3,   0.9930
4631001033, 3,371.9,   1.0641
4631001034, 3,364.4,   1.0827
4631001041, 3,408.5,   0.9822
4631001042, 3,402.7,   0.9943
4631001043, 3,388.2,   1.0258
4631001044, 3,419.4,   0.9605
4631001111, 3,435.9,   0.9293
4631001112, 3,408.7,   0.9818
4631001113, 3,398.0,   1.0043
4631001114, 3,405.2,   0.9891
4631001121, 3,452.9,   0.8996
4631001122, 3,449.8,   0.9049
4631001123, 3,453.9,   0.8979
4631001124, 3,455.3,   0.8956
4631001131, 3,332.0,   1.1720
4631001132, 3,409.9,   0.9794
4631001133, 3,401.2,   0.9975
4631001134, 3,396.5,   1.0075
4631001141, 3,462.7,   0.8833
4631001142, 3,454.5,   0.8969
4631001143, 3,447.4,   0.9089
4631001144, 3,452.4,   0.9005
4631001211, 3,378.9,   1.0471
4631001212, 3,432.0,   0.9365
4631001213, 3,413.0,   0.9731
4631001214, 3,438.5,   0.9247
4631001221, 3,416.7,   0.9657
4631001222, 3,397.7,   1.0049
4631001223, 3,417.5,   0.9643
4631001224, 3,422.9,   0.9536
4631001231, 3,432.5,   0.9355
4631001232, 3,437.6,   0.9263
4631001233, 3,445.9,   0.9115
4631001234, 3,462.0,   0.8844
4631001241, 3,438.4,   0.9249
4631001242, 3,439.6,   0.9226
4631001243, 3,463.3,   0.8824
4631001244, 3,463.1,   0.8827
4631001311, 3,374.6,   1.0576
4631001312, 3,414.7,   0.9696
4631001313, 3,397.6,   1.0051
4631001314, 3,426.3,   0.9472
4631001321, 3,443.0,   0.9167
4631001322, 9,328.0,   1.1842
4631001323, 3,444.4,   0.9142
4631001324, 9,321.6,   1.2042
4631001331, 3,469.5,   0.8724
4631001332, 3,476.6,   0.8613
4631001333, 3,473.6,   0.8659
4631001334, 9,326.3,   1.1895
4631001341, 9,341.4,   1.1445
4631001342, 9,326.3,   1.1895
4631001343, 9,320.6,   1.2076
4631001344, 9,306.8,   1.2536
4631001411, 9,311.4,   1.2378
4631001412, 9,301.4,   1.2727
4631001413, 9,311.4,   1.2376
4631001414, 9,302.6,   1.2683
4631001421, 9,299.2,   1.2805
4631001422, 9,305.3,   1.2587
4631001423, 9,287.0,   1.3269
4631001424, 9,290.8,   1.3120
4631001431, 9,311.8,   1.2364
4631001432, 9,314.3,   1.2282
4631001433, 9,315.7,   1.2233
4631001434, 9,315.4,   1.2244
4631001441, 9,311.3,   1.2381
4631001442, 9,288.7,   1.3203
4631001443, 9,260.8,   1.4399
4631001444,10,253.4,   1.4754
4631001511, 7,351.4,   1.1167
4631001512, 0,  0.0,   0.0000
4631001513, 7,351.4,   1.1167
4631001514, 0,  0.0,   0.0000
4631001521, 0,  0.0,   0.0000
4631001522, 0,  0.0,   0.0000
4631001523, 0,  0.0,   0.0000
4631001524, 0,  0.0,   0.0000
4631001531, 7,351.4,   1.1167
4631001532,21,429.1,   0.9419
4631001533,16,260.2,   1.4425
4631001534,21,429.1,   0.9419
4631001541, 0,  0.0,   0.0000
4631001542, 0,  0.0,   0.0000
4631001543, 0,  0.0,   0.0000
4631001544, 0,  0.0,   0.0000
4631002011, 3,349.9,   1.1209
4631002012, 3,395.0,   1.0108
4631002013, 3,251.8,   1.4833
4631002014, 3,420.8,   0.9577
4631002021, 3,424.1,   0.9514
4631002022, 3,430.3,   0.9396
4631002023, 3,441.6,   0.9192
4631002024, 3,420.8,   0.9577
4631002031, 3,291.7,   1.3086
4631002032, 3,420.5,   0.9583
4631002033, 3,407.6,   0.9842
4631002034, 3,431.9,   0.9368
4631002041, 3,447.5,   0.9088
4631002042, 3,417.7,   0.9638
4631002043, 3,457.7,   0.8916
4631002044, 3,434.4,   0.9322
4631002111, 3,409.2,   0.9808
4631002112, 3,407.9,   0.9835
4631002113,10,350.7,   1.1185
4631002114, 3,409.4,   0.9804
4631002121, 3,452.1,   0.9010
4631002122, 3,446.7,   0.9102
4631002123, 3,435.0,   0.9310
4631002124, 3,410.4,   0.9783
4631002131,10,335.9,   1.1604
4631002132, 3,416.4,   0.9663
4631002133,10,321.9,   1.2031
4631002134, 3,374.8,   1.0571
4631002141, 3,432.6,   0.9354
4631002142, 3,428.5,   0.9431
4631002143,10,346.9,   1.1291
4631002144, 3,454.5,   0.8969
4631002211, 3,448.2,   0.9076
4631002212, 3,427.2,   0.9455
4631002213, 3,344.4,   1.1361
4631002214, 3,404.7,   0.9901
4631002221, 3,370.5,   1.0675
4631002222, 3,399.9,   1.0003
4631002223, 3,444.3,   0.9144
4631002224, 3,432.9,   0.9349
4631002231, 3,418.3,   0.9626
4631002232, 3,428.6,   0.9428
4631002233, 3,418.7,   0.9618
4631002234, 3,368.9,   1.0715
4631002241, 3,412.2,   0.9746
4631002242, 3,420.1,   0.9591
4631002243, 3,396.2,   1.0081
4631002244, 3,381.0,   1.0422
4631002311, 3,366.8,   1.0767
4631002312, 9,301.7,   1.2717
4631002313, 3,421.6,   0.9562
4631002314, 9,318.3,   1.2148
4631002321, 9,303.9,   1.2639
4631002322, 9,315.3,   1.2248
